,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,300000.000,300000.000,394000.000,394000.000,600000.000,450000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,1206000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,109399000.000,-153223000.000,-5678000.000,-119903000.000,31534000.000,29577000.000
CommonStockDividendsPerShareDeclared,12.000,,,,,
ComprehensiveIncomeNetOfTax,,675593000.000,57231000.000,80860000.000,75452000.000,81337000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,606000.000,0.000,0.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,57231000.000,80860000.000,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent,,7800000.000,,,,
CostsAndExpensesRelatedParty,5488000.000,4318000.000,4196000.000,4516000.000,4476000.000,4590000.000
DepreciationAndAmortization,34031000.000,28815000.000,28987000.000,29196000.000,31086000.000,33807000.000
DepreciationDepletionAndAmortization,37086000.000,36363000.000,31395000.000,31919000.000,33671000.000,36374000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,599628000.000,,,,
DividendsCommonStockCash,61277000.000,699791000.000,56197000.000,66436000.000,71571000.000,81822000.000
EarningsPerShareBasic,15.550,132.040,,,,
EarningsPerShareBasicAndDiluted,,132.040,11.140,13.290,15.040,16.910
EarningsPerShareDiluted,15.550,132.040,,,,
EmployeeServiceShareBasedCompensationCashFlowEffectCashUsedToSettleAwards,0.000,,,,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,0.000,0.000,,
GainLossOnSaleOfProperties,,599628000.000,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,,,,,
GeneralAndAdministrativeExpense,4357000.000,5162000.000,5281000.000,5032000.000,5406000.000,5436000.000
IncomeLossFromContinuingOperations,,50041000.000,54663000.000,67396000.000,76907000.000,86477000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,80941000.000,50105000.000,54503000.000,67055000.000,76915000.000,86525000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,9.800,10.700,13.190,15.040,16.910
IncomeLossFromDiscontinuedOperationsNetOfTax,,624952000.000,2252000.000,529000.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,624346000.000,2252000.000,529000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,122.240,0.440,0.100,0.000,0.000
