,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,,,,,,25000.000,,,,30000.000,,,,260000.000,,,,165000.000,446000.000,520000.000,165000.000,1816000.000
AmortizationOfDebtDiscountPremium,,,701000.000,,,,1311000.000,,,,207000.000,,,,222000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,1949000.000,,,,742000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,2957000.000,3194000.000,,3272000.000,5662000.000,6485000.000,-15419000.000,8451000.000,8554000.000,8713000.000,-25718000.000,8597000.000,8414000.000,8543000.000,-25554000.000,10142000.000,10299000.000,11923000.000,-32364000.000,11138000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-4509000.000,,,,9366000.000,,,,-4437000.000,,,,-2658000.000,,,,-587000.000,,,,-2765000.000
CostOfGoodsAndServicesSold,18000.000,266000.000,,2000.000,293000.000,,0.000,,292000.000,,,,282000.000,,,,291000.000,,,,,,
CostsAndExpenses,2328000.000,2825000.000,2916000.000,2992000.000,3355000.000,4167000.000,3948000.000,2875000.000,3289000.000,4161000.000,2652000.000,2464000.000,2680000.000,2899000.000,2736000.000,3789000.000,3878000.000,3910000.000,2428000.000,2714000.000,2050000.000,2430000.000,4221000.000
Depreciation,,,,95000.000,97000.000,,64000.000,64000.000,,,,,,,,,,,,,,,
DepreciationAndAmortization,92000.000,92000.000,93000.000,95000.000,97000.000,65000.000,64000.000,64000.000,63000.000,63000.000,64000.000,63000.000,63000.000,64000.000,61000.000,65000.000,72000.000,72000.000,73000.000,73000.000,73000.000,73000.000,71000.000
DepreciationDepletionAndAmortization,,,93000.000,,,,64000.000,,,,64000.000,,,,61000.000,,,,73000.000,,,,71000.000
EarningsPerShareBasicAndDiluted,-0.270,-0.290,-0.290,-0.300,-0.310,-0.370,-0.480,-0.290,-0.310,-0.380,-0.290,-0.280,-0.280,-0.300,-0.270,-0.340,-0.330,-0.410,-0.490,-0.310,-0.280,-0.330,-0.330
FairValueOfAssetsAcquired,,,,,,,923000.000,,,,,,,,,200000.000,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,-835000.000,,,,,,,,,,,,-2250000.000,,,,
GeneralAndAdministrativeExpense,2218000.000,2467000.000,2823000.000,2895000.000,2965000.000,3876000.000,3884000.000,2811000.000,2934000.000,3835000.000,2588000.000,2401000.000,2335000.000,2760000.000,2675000.000,3724000.000,3515000.000,3795000.000,2355000.000,2641000.000,1977000.000,2357000.000,4150000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3727000.000,-4103000.000,-4445000.000,-4582000.000,-4733000.000,-6125000.000,-7436000.000,-4460000.000,-4796000.000,-5979000.000,-4693000.000,,,,-4841000.000,-5989000.000,-5964000.000,-7215000.000,-8794000.000,-5644000.000,-5174000.000,-6723000.000,-7226000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,,-4514000.000,-4565000.000,,,,,,,,,,
IncomeTaxExpenseBenefit,1000.000,2000.000,3000.000,2000.000,3000.000,-319000.000,3000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000
IncreaseDecreaseInAccountsPayable,,,622000.000,,,,-282000.000,,,,-746000.000,,,,315000.000,,,,195000.000,,,,414000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,174000.000,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,2000.000,,,,-216000.000,,,,10000.000,,,,-170000.000,,,,-149000.000,,,,45000.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,372000.000,,,,-554000.000,,,,-43000.000,,,,876000.000,,,,-3127000.000
IncreaseDecreaseInOtherOperatingAssets,,,9000.000,,,,2951000.000,,,,271000.000,,,,272000.000,,,,271000.000,,,,271000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,228000.000,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1176000.000,,,,413000.000,,,,298000.000,,,,478000.000,,,,253000.000,,,,-2728000.000
IncreaseDecreaseInRestrictedCash,,,228000.000,,,,,,,,,,,,,,,,,,,,
InterestExpenseOther,,,860000.000,,,,1126000.000,,,,1838000.000,,,,,,,,,,,,
InterestIncomeExpenseNet,-1374000.000,-1451000.000,-1560000.000,-1596000.000,-1665000.000,-1996000.000,-2437000.000,-1589000.000,-1689000.000,-1929000.000,-2045000.000,-2061000.000,-2190000.000,-2222000.000,-2193000.000,-2238000.000,-2313000.000,-3326000.000,-4191000.000,-3038000.000,-3244000.000,-4402000.000,-3113000.000
LegalFees,,,,,,,1200000.000,,,,,,,,,,,,,,,,
LossContingencyClaimsDismissedNumber,,,,,,,,,,,,,6.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-4000.000,,,,16255000.000,,,,-3000.000,,,,-3000.000,,,,893000.000,,,,-14000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-4000.000,,,,16255000.000,,,,-3000.000,,,,-3000.000,,,,893000.000,,,,-14000.000
NetCashProvidedByUsedInInvestingActivities,,,-485000.000,,,,-167000.000,,,,,,,,-19000.000,,,,,,,,-116000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-485000.000,,,,-167000.000,,,,,,,,-19000.000,,,,,,,,-116000.000
NetCashProvidedByUsedInOperatingActivities,,,-4020000.000,,,,-6722000.000,,,,-4434000.000,,,,-2636000.000,,,,-1480000.000,,,,-2635000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-4020000.000,,,,-6722000.000,,,,-4434000.000,,,,-2636000.000,,,,-1480000.000,,,,-2635000.000
NetIncomeLoss,,,-4448000.000,,,,-7439000.000,,,,-4694000.000,,,,-4842000.000,,,,-8795000.000,,,,-7227000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,-3728000.000,-4105000.000,-4448000.000,-4584000.000,-4736000.000,-5806000.000,-7439000.000,-4461000.000,-4797000.000,-5980000.000,-4694000.000,-4515000.000,-4566000.000,-5106000.000,-4842000.000,-5990000.000,-5965000.000,-7216000.000,-8795000.000,-5645000.000,-5175000.000,-6724000.000,
OperatingIncomeLoss,-2288000.000,-2704000.000,-2885000.000,-2986000.000,-3068000.000,-4129000.000,-3944000.000,-2871000.000,-3107000.000,-4050000.000,-2648000.000,-2453000.000,-2375000.000,-2883000.000,-2718000.000,-3751000.000,-3651000.000,-3889000.000,-2353000.000,-2606000.000,-1930000.000,-2321000.000,-4113000.000
OtherNonoperatingIncome,,,,,,,,,,,,,,,70000.000,,,,,,,,
OtherOperatingIncomeExpenseNet,-65000.000,52000.000,,,,,,,,,,,,,,,,,,,,,
PaidInKindInterest,,,,,,,,,,,,,,,1971000.000,,,,2182000.000,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,1243000.000,,,,,,,,,,,,102000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,257000.000,,,,167000.000,,,,,,,,19000.000,,,,,,,,116000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,,83458000.000,,,,,,,,,,,,11509000.000,,,,
RepaymentsOfLongTermDebt,,,4000.000,,,,65960000.000,,,,3000.000,,,,3000.000,,,,10514000.000,,,,14000.000
Revenues,40000.000,121000.000,31000.000,6000.000,287000.000,38000.000,4000.000,4000.000,182000.000,111000.000,4000.000,11000.000,305000.000,16000.000,18000.000,38000.000,227000.000,21000.000,75000.000,108000.000,120000.000,109000.000,108000.000
SalesRevenueNet,40000.000,121000.000,31000.000,6000.000,287000.000,38000.000,4000.000,4000.000,182000.000,111000.000,4000.000,11000.000,305000.000,16000.000,18000.000,38000.000,227000.000,21000.000,75000.000,108000.000,120000.000,109000.000,108000.000
ShareBasedCompensation,,,159000.000,,,,439000.000,,,,30000.000,,,,260000.000,,,,165000.000,,,,1816000.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,,,,,,,,,,,,,,,,,,,,,,212476.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,,,,,,,,,,,,,,29706.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,,,,,,,,,,,,0.000,,,,0.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,,,,,,,,,,,,,,,,,1521000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,146000.000,,,,437000.000,,,,30000.000,,,,464000.000,,,,327000.000,,,,1915000.000
WeightedAverageNumberOfDilutedSharesOutstanding,13957000.000,14161000.000,15436000.000,,,,,,,,16166000.000,,,,,,,,,,,,22097000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,15439000.000,15439000.000,,15448000.000,15453000.000,15453000.000,,,16172000.000,16186000.000,,17707000.000,17725000.000,17822000.000,,17897000.000,17949000.000,18809000.000,,
