,2011-04-03,2011-07-03,2011-10-02,2011-12-31,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,854000000.000,868700000.000,776800000.000,847300000.000,832600000.000,852500000.000,906300000.000,946900000.000,915800000.000,950200000.000,998800000.000,998800000.000,969900000.000,1251200000.000,1340000000.000,1271200000.000,1444400000.000,1451400000.000,1500800000.000,1259000000.000,2168000000.000,1864000000.000,2033000000.000,1830000000.000
AccountsReceivableFairValueDisclosure,,18400000.000,13900000.000,10600000.000,11500000.000,14200000.000,17300000.000,16700000.000,15300000.000,18500000.000,14100000.000,5400000.000,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,878300000.000,986900000.000,1064100000.000,1061200000.000,835200000.000,922300000.000,940600000.000,800000000.000,907400000.000,1074900000.000,989500000.000,759300000.000,913000000.000,1529000000.000,1482000000.000,1169000000.000,1365000000.000
AccountsReceivableNetCurrent,,1134400000.000,1043100000.000,840600000.000,1028300000.000,1074000000.000,1147700000.000,864600000.000,973100000.000,1051200000.000,1021900000.000,798900000.000,913100000.000,933500000.000,793000000.000,901200000.000,1068700000.000,983300000.000,753900000.000,908000000.000,1524000000.000,1474000000.000,1158000000.000,1354000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2244400000.000,2238500000.000,2231900000.000,2225000000.000,2233700000.000,2298300000.000,2376500000.000,2402700000.000,2463100000.000,2506900000.000,2556900000.000,2563900000.000,2604200000.000,2602500000.000,2591000000.000,2675000000.000,2709300000.000,2719000000.000,2774000000.000,2136000000.000,2214000000.000,2245000000.000,2337000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,0.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,,,,,,,,,,590000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-9400000.000,-6000000.000,-164900000.000,-335200000.000,-272000000.000,-353100000.000,-291200000.000,-352400000.000,-399100000.000,-392400000.000,-328100000.000,-240700000.000,-256500000.000,-325500000.000,-522100000.000,-642100000.000,-603700000.000,-620100000.000,-639900000.000,-609000000.000,-593000000.000,-616000000.000,-941000000.000,-813000000.000
AdditionalCollateralAggregateFairValue,,5100000.000,,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,14100000.000,12900000.000,13400000.000,13600000.000,13900000.000,13000000.000,13700000.000,13800000.000,12900000.000,39300000.000,36300000.000,9200000.000,7100000.000,7000000.000,6200000.000,6200000.000,6200000.000,5400000.000,5000000.000,5000000.000,8000000.000,11000000.000,11000000.000
