,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
FinancingReceivableRecordedInvestmentCurrent,,,,,,,786765000.000,1047962000.000,1045473000.000
FinancingReceivableRecordedInvestmentPastDue,,,,,,,814945000.000,659089000.000,747093000.000
IncomeTaxExaminationLiabilityRecorded,,,,,100000.000,300000.000,,,
IndefiniteLivedTrademarks,,,,,,,299000.000,,
InterestReceivable,,,,,14182000.000,15648000.000,16414000.000,15366000.000,16635000.000
InventoryNet,140235000.000,154115000.000,212247000.000,131499000.000,136461000.000,159010000.000,270733000.000,228876000.000,226505000.000
Liabilities,1214650000.000,1257784000.000,1308980000.000,1290533000.000,1330066000.000,1409533000.000,1521564000.000,1593617000.000,1693459000.000
LiabilitiesAndStockholdersEquity,1682013000.000,1717990000.000,1766829000.000,1776382000.000,1825241000.000,1890349000.000,1989117000.000,2079655000.000,2192695000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,550000000.000,425000000.000,425000000.000,425000000.000,425000000.000
LoansAndLeasesReceivableNetOfDeferredIncome,,,,5473000.000,11633000.000,23656000.000,40956000.000,74753000.000,92278000.000
LoansPledgedAsCollateral,,,,,1064285000.000,1195358000.000,,,
LongTermDebt,,,,,,,198320000.000,198392000.000,253766000.000
MinorityInterest,310767000.000,304413000.000,308985000.000,334361000.000,340826000.000,326044000.000,311505000.000,361017000.000,
OperatingLeasesFutureMinimumPaymentsDue,,,,,72440000.000,72050000.000,70261000.000,,67500000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,18858000.000,,
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,,,,,,1092000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,7038000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,9024000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,13689000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,16752000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,4900000.000,,
OtherAssets,50640000.000,54242000.000,64460000.000,57041000.000,55013000.000,59085000.000,67447000.000,57313000.000,58608000.000
OtherAssetsMiscellaneous,,,,,,,9587000.000,,
OtherNotesPayable,55069000.000,54935000.000,99296000.000,84765000.000,91495000.000,110890000.000,117281000.000,136668000.000,136016000.000
OtherReceivables,,,,,,,37025000.000,29400000.000,25200000.000
PrepaidAdvertising,,,,,,,0.000,,
PrepaidExpenseCurrentAndNoncurrent,,,,,,,5540000.000,,
ProductWarrantyAccrual,,,,,25778000.000,25563000.000,26362000.000,24908000.000,
PropertyPlantAndEquipmentGross,,,,,,,224758000.000,,
PropertyPlantAndEquipmentNet,75065000.000,83676000.000,90669000.000,90972000.000,90047000.000,90122000.000,94397000.000,96113000.000,99176000.000
RestrictedCashAndCashEquivalents,,,,,40137000.000,37953000.000,22496000.000,38121000.000,36972000.000
RetainedEarningsAccumulatedDeficit,10724000.000,9688000.000,2528000.000,4918000.000,7545000.000,7814000.000,8931000.000,7749000.000,6115000.000
StandardProductWarrantyAccrual,,,,,,,,,23217000.000
StockholdersEquity,156596000.000,155793000.000,148864000.000,151488000.000,154349000.000,154772000.000,156048000.000,125021000.000,123543000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,467363000.000,460206000.000,457849000.000,485849000.000,495175000.000,480816000.000,467553000.000,486038000.000,499236000.000
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums,,,,,16990000.000,17445000.000,16498000.000,17123000.000,17698000.000
