,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrentAndNoncurrent,17583000.000,16326000.000,9759000.000,14532000.000,13859000.000,19856000.000,17346000.000,18581000.000,20882000.000
AccruedLiabilitiesCurrentAndNoncurrent,86010000.000,94109000.000,77043000.000,92746000.000,84028000.000,101612000.000,81121000.000,104829000.000,95250000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,130361000.000,,
AdditionalPaidInCapitalCommonStock,145872000.000,146105000.000,146336000.000,146570000.000,146804000.000,146958000.000,147117000.000,117272000.000,117428000.000
Assets,1682013000.000,1717990000.000,1766829000.000,1776382000.000,1825241000.000,1890349000.000,1989117000.000,2079655000.000,2192695000.000
AssetsHeldInTrust,,,,,66268000.000,70762000.000,84576000.000,88830000.000,109868000.000
CapitalLeasedAssetsGross,,,,,,,5400000.000,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,2275000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,1205000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,0.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,141000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,929000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,0.000,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,3100000.000,,
CashAndCashEquivalentsAtCarryingValue,27101000.000,23263000.000,25930000.000,22766000.000,23156000.000,24802000.000,26480000.000,25731000.000,27108000.000
CommonStockValue,,,,,0.000,0.000,0.000,0.000,0.000
DebtAndCapitalLeaseObligations,,,,,,,1424555000.000,,
DebtInstrumentInterestRateAtPeriodEnd,,,,,,0.126,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,0.129,,,
DeferredCostsCurrentAndNoncurrent,,,,,,,,,2693000.000
DeferredFinanceCostsNet,,,,,,,14996000.000,,
DeferredRevenue,,,,,,,,9011000.000,13830000.000
FinancingReceivableAllowanceForCreditLosses,222750000.000,228517000.000,221533000.000,237027000.000,244811000.000,251415000.000,252590000.000,269622000.000,284719000.000
