,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,96703.000,139129.000,137978.000,,195078.000,35370.000
AdditionalPaidInCapitalCommonStock,1685055.000,1685413.000,1825322.000,,1845933.000,2265997.000
Assets,26289.000,13323.000,96280.000,,38978.000,134931.000
AssetsCurrent,26289.000,13323.000,94934.000,,37632.000,133585.000
Cash,,,92770.000,,22587.000,119349.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.000,,0.001,0.001
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,,500000000.000,500000000.000
CommonStockSharesIssued,5022681.000,5022681.000,5622681.000,,5522681.000,5822681.000
CommonStockSharesOutstanding,5022681.000,5022681.000,5622681.000,,5522681.000,5822681.000
CommonStockSharesSubscribedButUnissued,7014.000,13736.000,770458.000,,883756.000,2090478.000
CommonStockSharesSubscriptions,7.000,13.000,770.000,,883.000,2090.000
CommonStockValue,5023.000,5023.000,5523.000,,5523.000,5823.000
DeferredCompensationShareBasedArrangementsLiabilityCurrent,,,,,,106027.000
DeferredTaxAssetsGross,,,,,,513716.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,421294.000,470457.000
DeferredTaxAssetsOtherTaxCarryforwards,,,,,1239101.000,1383698.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,43259.000
DeferredTaxAssetsValuationAllowance,,,,,421294.000,513716.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,266246.000,323338.000,381732.000,,519501.000,792774.000
DueFromRelatedPartiesCurrent,26289.000,13323.000,1048.000,,,
LiabilitiesAndStockholdersEquity,26289.000,13323.000,96280.000,,38978.000,134931.000
LiabilitiesCurrent,96703.000,195067.000,195252.000,,195078.000,141397.000
LiabilitiesNoncurrent,151305.000,195067.000,195252.000,,254995.000,202650.000
LongTermNotesPayable,54602.000,,,,,
NotesPayable,,,,,59917.000,61253.000
NotesPayableCurrent,,55938.000,57274.000,,,
PrepaidExpenseCurrent,,,1116.000,,15045.000,14236.000
RetainedEarningsAccumulatedDeficit,-1548855.000,-1548855.000,-1548855.000,,-1548855.000,-1548855.000
SecurityDeposit,,,1346.000,,1346.000,1346.000
SharesIssued,5029695.000,5036417.000,,,,
StockholdersEquity,-125016.000,-181744.000,-98972.000,,-216017.000,-67719.000
