,2011-03-29,2011-06-28,2011-09-27,2012-01-03,2012-04-03,2012-07-03,2012-10-02,2013-01-01,2013-04-02,2013-07-02,2013-10-01,2013-12-31,2014-04-01,2014-07-01,2014-09-30,2014-12-30,2015-03-31,2015-06-30,2015-09-29,2015-12-29,2016-03-29,2016-06-28,2016-09-27,2017-01-03,2017-04-04
AccountsPayableCurrent,36513000.000,38702000.000,35678000.000,36159000.000,36765000.000,22137000.000,33704000.000,46998000.000,35370000.000,35635000.000,43982000.000,35418000.000,49182000.000,47494000.000,50647000.000,57325000.000,54152000.000,52171000.000,44208000.000,47770000.000,38363000.000,38573000.000,38906000.000,41564000.000,34937000.000
AccountsReceivableNetCurrent,6677000.000,5801000.000,13024000.000,11334000.000,8880000.000,10248000.000,12194000.000,14558000.000,8787000.000,10944000.000,11165000.000,10081000.000,11672000.000,9158000.000,11013000.000,15170000.000,12643000.000,8811000.000,10866000.000,14159000.000,13079000.000,14468000.000,13950000.000,15632000.000,12460000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,,2600000.000,,,,3100000.000,
AccruedEmployeeBenefitsCurrent,,,,13807000.000,,,,14591000.000,,,,15390000.000,,,,17441000.000,,,,19980000.000,,,,20607000.000,
AccruedIncomeTaxesCurrent,1665000.000,,,,,,,1213000.000,4613000.000,,,,,,,,,,,,,,,2299000.000,5463000.000
AccruedInsuranceCurrent,,,,38154000.000,,,,42026000.000,,,,46833000.000,,,,55156000.000,,,,60033000.000,,,,64135000.000,
AccruedLiabilitiesCurrent,153361000.000,152989000.000,152746000.000,187081000.000,166195000.000,163853000.000,166470000.000,204823000.000,183764000.000,182723000.000,193003000.000,228829000.000,209266000.000,207419000.000,211993000.000,264686000.000,243623000.000,246070000.000,246428000.000,302456000.000,267857000.000,265851000.000,265197000.000,179034000.000,155081000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,,68768000.000,,,,78266000.000,,,,97517000.000,,,,123619000.000,,,,144194000.000,,,,153629000.000,127618000.000
AccruedRentCurrent,,,,8811000.000,,,,,,,,,,,,,,,,,,,,,
AccruedSalariesCurrent,,,,23543000.000,,,,28506000.000,,,,26705000.000,,,,22967000.000,,,,31570000.000,,,,39401000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,565227000.000,,,,627985000.000,,,,654448000.000,,,,706909000.000,,,,784591000.000,,,,858756000.000,
