,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,131800000.000,153300000.000,123000000.000,137300000.000,137700000.000,167700000.000,138800000.000,141400000.000,149700000.000,157300000.000,148900000.000,140600000.000,145600000.000,169700000.000,146900000.000,136400000.000,130800000.000,194500000.000,146500000.000,138700000.000,158400000.000,152300000.000,117800000.000,137400000.000,126500000.000
AccountsReceivableGrossCurrent,1268400000.000,1333200000.000,1209700000.000,1323500000.000,1341400000.000,1363700000.000,1430500000.000,1573100000.000,1691700000.000,1564800000.000,1558200000.000,1698800000.000,1802600000.000,1767300000.000,1411900000.000,1613700000.000,1599100000.000,1564600000.000,1583400000.000,,,,,,
AccountsReceivableGrossNoncurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,
AccountsReceivableNetCurrent,1293800000.000,1364800000.000,1236900000.000,1353900000.000,1372700000.000,1399300000.000,1463400000.000,1604100000.000,1723600000.000,1598300000.000,1585800000.000,1730400000.000,1835200000.000,1800400000.000,1390300000.000,1595600000.000,1580700000.000,1546900000.000,1565200000.000,1634200000.000,2074400000.000,1742800000.000,1620600000.000,1839500000.000,1811500000.000
AccountsReceivableNetNoncurrent,125300000.000,128700000.000,124800000.000,125200000.000,127100000.000,129800000.000,130700000.000,135600000.000,136700000.000,138700000.000,140000000.000,147500000.000,148900000.000,155400000.000,32700000.000,32000000.000,31300000.000,32200000.000,32600000.000,31300000.000,27500000.000,27100000.000,26600000.000,24600000.000,27000000.000
AccruedIncomeTaxesCurrent,40100000.000,28600000.000,84100000.000,45100000.000,97200000.000,39300000.000,95000000.000,25900000.000,85200000.000,39500000.000,98400000.000,15400000.000,95900000.000,20400000.000,115300000.000,41200000.000,56800000.000,27200000.000,99000000.000,23400000.000,68600000.000,28200000.000,101700000.000,82700000.000,133800000.000
AccruedLiabilitiesCurrent,700500000.000,930400000.000,869900000.000,963000000.000,930500000.000,1054400000.000,1044900000.000,1163600000.000,1137100000.000,1178600000.000,1169700000.000,1193900000.000,1212700000.000,1314900000.000,1127400000.000,1163900000.000,1238200000.000,1159200000.000,1252200000.000,1121800000.000,1344700000.000,1246800000.000,1279600000.000,1420300000.000,1336200000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,1235500000.000,,,,1251100000.000,,,,1314200000.000,,,,1348300000.000,,,,1103700000.000,,,,1155800000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,461300000.000,,,,186700000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,273100000.000,,,,210900000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,42000000.000,,,,39600000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,198900000.000,367100000.000,406500000.000,339500000.000,359700000.000,230200000.000,349400000.000,314200000.000,209300000.000,15400000.000,70500000.000,10700000.000,41000000.000,178200000.000,-74100000.000,-114700000.000,-137000000.000,-260600000.000,-247400000.000,-379100000.000,-160000000.000,-215100000.000,-246400000.000,-566700000.000,-513200000.000
AcquiredFiniteLivedIntangibleAssetAmount,,134800000.000,,69000000.000,72300000.000,90000000.000,,,,13500000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,479300000.000,489500000.000,466700000.000,479200000.000,484200000.000,486400000.000,476800000.000,439800000.000,451200000.000,456900000.000,436800000.000,474500000.000,513600000.000,545200000.000,565400000.000,584100000.000,614200000.000,663300000.000,659600000.000,694700000.000,735800000.000,768100000.000,750400000.000,784200000.000,833500000.000
AllowanceForDoubtfulAccountsReceivableCurrent,49400000.000,44800000.000,46800000.000,44700000.000,44200000.000,41100000.000,44500000.000,46200000.000,45700000.000,45600000.000,50900000.000,50300000.000,49900000.000,51000000.000,39200000.000,35500000.000,35300000.000,35100000.000,36600000.000,35100000.000,38000000.000,38100000.000,42100000.000,45600000.000,48000000.000
AllowanceForDoubtfulAccountsReceivableNoncurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,700000.000,500000.000,500000.000,800000.000,800000.000,800000.000
AllowanceForNotesAndLoansReceivableCurrent,8700000.000,5700000.000,6000000.000,5600000.000,5900000.000,5400000.000,5700000.000,5900000.000,6100000.000,5300000.000,5600000.000,5000000.000,4700000.000,4700000.000,1200000.000,400000.000,400000.000,400000.000,400000.000,,,,,,
AllowanceForNotesAndLoansReceivableNoncurrent,14500000.000,9400000.000,9700000.000,9000000.000,9500000.000,8800000.000,9300000.000,9900000.000,10300000.000,9000000.000,9700000.000,8700000.000,8100000.000,8300000.000,2200000.000,600000.000,700000.000,600000.000,700000.000,,,,,,
Assets,41596400000.000,34238300000.000,28020200000.000,32484400000.000,39376100000.000,30815500000.000,30144100000.000,33330000000.000,40166300000.000,32268100000.000,29481300000.000,38321800000.000,36596500000.000,32051700000.000,30208100000.000,43503100000.000,37107300000.000,33110500000.000,34380300000.000,39899500000.000,51125600000.000,43670000000.000,34337400000.000,39999400000.000,43855900000.000
AssetsCurrent,36083300000.000,28583500000.000,22454000000.000,26727100000.000,33553500000.000,25155600000.000,23972600000.000,27552400000.000,34433200000.000,26201000000.000,21035800000.000,32301100000.000,30532600000.000,25833400000.000,25793400000.000,39116000000.000,32792800000.000,28809200000.000,30176100000.000,35659200000.000,46819000000.000,39500400000.000,30124200000.000,35808100000.000,39514400000.000
AssetsHeldForSaleCurrent,12300000.000,9100000.000,9100000.000,9100000.000,6900000.000,6700000.000,6700000.000,0.000,0.000,0.000,,,,,,,,,,,,,,,
AssetsHeldForSaleLongLived,,9100000.000,,,,,,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,125700000.000,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,125700000.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,18677800000.000,18909200000.000,19302100000.000,20156500000.000,20237200000.000,20328200000.000,20541500000.000,20873800000.000,20374800000.000,20285100000.000,21039400000.000,21605000000.000,21751000000.000,21458700000.000,21788400000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,,3600000.000,,,,,
AvailableForSaleSecuritiesAmortizedCost,16203800000.000,16356600000.000,16507700000.000,16464300000.000,17058900000.000,17382900000.000,17611000000.000,17738400000.000,18331600000.000,18551300000.000,18379100000.000,18696700000.000,19047300000.000,19832100000.000,20007600000.000,20080200000.000,20165200000.000,20657300000.000,20104900000.000,20185800000.000,20668300000.000,21094800000.000,21312300000.000,21434500000.000,21717700000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,,,,,27900000.000,6200000.000,8300000.000,4000000.000,11000000.000,2200000.000,700000.000,400000.000,600000.000,300000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,,,38100000.000,,36800000.000,8900000.000,48600000.000,27600000.000,84800000.000,8300000.000,1500000.000,3000000.000,123000000.000,92400000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,2901200000.000,2517000000.000,713200000.000,981700000.000,1358300000.000,629200000.000,315100000.000,1209300000.000,1768700000.000,6142000000.000,5545700000.000,6297800000.000,5582300000.000,3695300000.000,5655100000.000,4744300000.000,1873500000.000,5318300000.000,3749600000.000,8824600000.000,2019500000.000,513800000.000,1168900000.000,10338700000.000,9391400000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,,,,,8900000.000,2700000.000,40300000.000,23600000.000,73800000.000,6100000.000,800000.000,2600000.000,122400000.000,92100000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,2517000000.000,713200000.000,888400000.000,1338100000.000,609000000.000,315100000.000,1209300000.000,1768700000.000,6142000000.000,5529600000.000,5988600000.000,5251800000.000,982100000.000,3063900000.000,2623500000.000,817100000.000,4242900000.000,2709200000.000,7790800000.000,1234200000.000,295900000.000,974200000.000,10215300000.000,9358400000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,93300000.000,20200000.000,20200000.000,0.000,0.000,0.000,0.000,16100000.000,309200000.000,330500000.000,2713200000.000,2591200000.000,2120800000.000,1056400000.000,1075400000.000,1040400000.000,1033800000.000,785300000.000,217900000.000,194700000.000,123400000.000,33000000.000
