,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,36000000.000,,,,,,,,,,,,,,,,,,,,,
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,,998000000.000,,,,,,,,,,,,,
AccountsPayableCurrent,568000000.000,842000000.000,974000000.000,808000000.000,1080000000.000,1350000000.000,1246000000.000,1170000000.000,1054000000.000,1196000000.000,1140000000.000,1038000000.000,1082000000.000,1103000000.000,1098000000.000,1060000000.000,1045000000.000,1080000000.000,1173000000.000,869000000.000,845000000.000,898000000.000,945000000.000,895000000.000,872000000.000
AccountsReceivableNetCurrent,687000000.000,1008000000.000,1042000000.000,834000000.000,716000000.000,1000000000.000,1075000000.000,986000000.000,982000000.000,1290000000.000,1366000000.000,1214000000.000,1149000000.000,1482000000.000,1554000000.000,1322000000.000,1179000000.000,1413000000.000,1492000000.000,1157000000.000,1018000000.000,1251000000.000,1362000000.000,1166000000.000,974000000.000
AccruedIncomeTaxesCurrent,36000000.000,20000000.000,22000000.000,17000000.000,20000000.000,13000000.000,15000000.000,31000000.000,,,,12000000.000,,,,16000000.000,,,,5000000.000,,,,8000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3987000000.000,4170000000.000,4371000000.000,4570000000.000,4768000000.000,4976000000.000,5194000000.000,5417000000.000,5680000000.000,5959000000.000,6264000000.000,6573000000.000,6888000000.000,7230000000.000,7584000000.000,7890000000.000,8261000000.000,8611000000.000,8969000000.000,6804000000.000,7093000000.000,6107000000.000,6424000000.000,-6314000000.000,6602000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,359000000.000,292000000.000,216000000.000,132000000.000,123000000.000,43000000.000,0.000,-31000000.000,-24000000.000,-7000000.000,-23000000.000,-23000000.000,-32000000.000,-51000000.000,-47000000.000,-68000000.000,-84000000.000,-63000000.000,-92000000.000,-101000000.000,-150000000.000,-165000000.000,-131000000.000,-66000000.000,-61000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,72000000.000,,,,53000000.000,,,,15000000.000,,,,1000000.000,,,,-10000000.000,,,,-11000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,363000000.000,305000000.000,201000000.000,74000000.000,71000000.000,-17000000.000,-68000000.000,-150000000.000,-136000000.000,-118000000.000,-129000000.000,5000000.000,10000000.000,5000000.000,-5000000.000,-174000000.000,-191000000.000,-170000000.000,-188000000.000,-173000000.000,-195000000.000,-203000000.000,-142000000.000,-135000000.000,-124000000.000
AdditionalPaidInCapitalCommonStock,5330000000.000,5339000000.000,5348000000.000,5346000000.000,5374000000.000,5383000000.000,5388000000.000,7587000000.000,7602000000.000,7615000000.000,7843000000.000,7840000000.000,7842000000.000,8303000000.000,8314000000.000,8327000000.000,8362000000.000,8365000000.000,8382000000.000,8296000000.000,8299000000.000,8306000000.000,8370000000.000,8358000000.000,8375000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,17000000.000,18000000.000,33000000.000,23000000.000,19000000.000,23000000.000,39000000.000,32000000.000,30000000.000,32000000.000,41000000.000,40000000.000,32000000.000,26000000.000,27000000.000,23000000.000,21000000.000,19000000.000,26000000.000,21000000.000,19000000.000,20000000.000,28000000.000,30000000.000,33000000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,2600000000.000,,,,3200000000.000,,,,5200000000.000,,,,5600000000.000,,,,4900000000.000,
AssetRetirementObligation,,,,443000000.000,,,,648000000.000,,,,629000000.000,,,,763000000.000,,,,945000000.000,,,,940000000.000,
Assets,25043000000.000,25336000000.000,24760000000.000,26715000000.000,28530000000.000,27856000000.000,27220000000.000,35128000000.000,35371000000.000,34492000000.000,34863000000.000,33902000000.000,34961000000.000,37629000000.000,40069000000.000,40665000000.000,40330000000.000,40365000000.000,39988000000.000,32882000000.000,32680000000.000,31422000000.000,31491000000.000,30355000000.000,29420000000.000
AssetsCurrent,6378000000.000,6039000000.000,6338000000.000,7597000000.000,8458000000.000,7255000000.000,6383000000.000,7956000000.000,8031000000.000,6943000000.000,7249000000.000,7596000000.000,8383000000.000,7757000000.000,7872000000.000,8582000000.000,8122000000.000,8010000000.000,8073000000.000,7391000000.000,7346000000.000,6364000000.000,7014000000.000,6395000000.000,5440000000.000
AssetsNoncurrent,,,,,,,,,,,,,,,10016000000.000,9716000000.000,9932000000.000,10051000000.000,9930000000.000,6759000000.000,6571000000.000,6676000000.000,6274000000.000,6048000000.000,6038000000.000
