,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2015-03-31,2015-06-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToOtherAssetsAmount,,,,,,,,,,,,,,,858000000.000,505000000.000,719000000.000,563000000.000,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,4264000000.000,,,,4144000000.000,,,,4426000000.000,,,,5065000000.000,,3462000000.000,,4015000000.000,,,,5644000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,58000000.000,,5000000.000,4000000.000,2000000.000,-8000000.000,4000000.000,2000000.000,3000000.000,-6000000.000,3000000.000,3000000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-46000000.000,,,,-743000000.000,,,,-993000000.000,,,,272000000.000,,-4159000000.000,,4887000000.000,,,,9096000000.000
CommonStockDividendsPerShareDeclared,0.430,0.430,0.430,0.440,0.440,0.440,0.440,0.450,0.450,0.450,0.450,0.460,0.460,0.460,0.470,0.470,0.480,0.480,0.480,0.490,0.490
ComprehensiveIncomeNetOfTax,3409000000.000,3598000000.000,2580000000.000,,3790000000.000,3455000000.000,3802000000.000,-1727000000.000,3808000000.000,3585000000.000,3989000000.000,9511000000.000,3438000000.000,3732000000.000,2481000000.000,2742000000.000,3649000000.000,3042000000.000,3364000000.000,2548000000.000,3668000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,60000000.000,67000000.000,63000000.000,,69000000.000,62000000.000,66000000.000,78000000.000,73000000.000,57000000.000,90000000.000,82000000.000,82000000.000,75000000.000,76000000.000,102000000.000,82000000.000,107000000.000,111000000.000,77000000.000,111000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,3469000000.000,3665000000.000,2643000000.000,,3859000000.000,3517000000.000,3868000000.000,-1649000000.000,3881000000.000,3642000000.000,4079000000.000,9593000000.000,3520000000.000,3807000000.000,2557000000.000,2844000000.000,3731000000.000,3149000000.000,3475000000.000,2625000000.000,3779000000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,4375000000.000,4260000000.000,4455000000.000,5667000000.000,3848000000.000
CostOfRevenue,13403000000.000,13332000000.000,13165000000.000,17474000000.000,12913000000.000,12369000000.000,12718000000.000,17215000000.000,12554000000.000,13270000000.000,13403000000.000,12237000000.000,13321000000.000,14212000000.000,14581000000.000,15140000000.000,,,,,
