,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,7250.000,6453.000,21079.000,20004.000,17241.000,7784.000,16006.000,23316.000,15199.000,10721.000,12530.000,26878.000,21833.000,20304.000,17074.000,25782.000,34166.000,48960.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1637463.000,1646676.000,1655889.000,1665102.000,1674315.000,1683528.000,1692741.000,1701954.000,1711167.000,1720380.000,1729593.000,1738806.000,1748019.000,1757232.000,1766445.000,1775658.000,1784871.000,1794084.000
Assets,1511444.000,1515973.000,1509951.000,1486139.000,1489934.000,1476679.000,1482572.000,1449882.000,1451820.000,1448927.000,1447856.000,1429277.000,1426692.000,1413137.000,1404260.000,1382294.000,1415845.000,1400038.000
AssetsCurrent,137558.000,151300.000,154491.000,139892.000,152900.000,148858.000,163964.000,140487.000,151638.000,157958.000,166100.000,156734.000,163362.000,159020.000,159356.000,146603.000,189367.000,182773.000
BuildingsAndImprovementsGross,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000,1289860.000
CashAndCashEquivalentsAtCarryingValue,102408.000,116423.000,118245.000,103283.000,116113.000,113210.000,127651.000,102286.000,114691.000,121249.000,126862.000,116742.000,124943.000,120031.000,118794.000,103724.000,148163.000,141323.000
DepositsAssetsCurrent,,,552.000,,,,552.000,,,,627.000,,,,732.000,,,
DueFromRelatedPartiesCurrent,34547.000,34325.000,35694.000,35923.000,36146.000,35052.000,35761.000,37649.000,36170.000,36007.000,38611.000,39441.000,37868.000,38437.000,39830.000,42183.000,40544.000,40826.000
DueToRelatedPartiesCurrent,16953.000,17276.000,17368.000,17799.000,18025.000,18008.000,18165.000,18700.000,19547.000,19483.000,20133.000,20284.000,20563.000,19998.000,20152.000,21307.000,21230.000,22448.000
DueToRelatedPartiesNoncurrent,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000,137953.000
GeneralPartnersCapitalAccount,-17640.000,-17590.000,-17798.000,-18030.000,-17966.000,-18004.000,-18029.000,-18434.000,-18342.000,-18326.000,-18361.000,-18692.000,-18670.000,-18785.000,-18843.000,-19161.000,-18909.000,-19227.000
Land,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000,868344.000
LandImprovements,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000,368356.000
LiabilitiesAndStockholdersEquity,1511444.000,1515973.000,1509951.000,1486139.000,1489934.000,1476679.000,1482572.000,1449882.000,1451820.000,1448927.000,1447856.000,1429277.000,1426692.000,1413137.000,1404260.000,1382294.000,1415845.000,1400038.000
LiabilitiesCurrent,24203.000,23729.000,38447.000,37803.000,35266.000,25792.000,34171.000,42016.000,34746.000,30204.000,32663.000,47162.000,42396.000,40302.000,37226.000,47089.000,55396.000,71408.000
LimitedPartnersCapitalAccount,1366928.000,1371881.000,1351349.000,1328413.000,1334681.000,1330938.000,1328477.000,1288347.000,1297463.000,1299096.000,1295601.000,1262854.000,1265013.000,1253667.000,1247924.000,1216413.000,1241405.000,1209904.000
LimitedPartnersCapitalAccountUnitsOutstanding,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000,165375.000
MachineryAndEquipmentGross,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000,484789.000
OtherAssetsCurrent,603.000,552.000,,686.000,641.000,596.000,,552.000,777.000,702.000,,551.000,551.000,552.000,,696.000,660.000,624.000
PartnersCapital,1349288.000,1354291.000,1333551.000,1310383.000,1316715.000,1312934.000,1310448.000,1269913.000,1279121.000,1280770.000,1277240.000,1244162.000,1246343.000,1234882.000,1229081.000,1197252.000,1222496.000,1190677.000
PropertyPlantAndEquipmentGross,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000,3011349.000
PropertyPlantAndEquipmentNet,1373886.000,1364673.000,1355460.000,1346247.000,1337034.000,1327821.000,1318608.000,1309395.000,1300182.000,1290969.000,1281756.000,1272543.000,1263330.000,1254117.000,1244904.000,1235691.000,1226478.000,1217265.000
RealEstateAccumulatedDepreciation,,,,,,,1207922.000,,,,1244774.000,,,,1281626.000,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,,1207922.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,,,,,,,,,,,,0.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,,,,2526560.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,,,,,,,,,,,,,,0.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,1289860.000,,,,1289860.000,,,,1289860.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,,,,1236700.000,,,,1236700.000,,,,1236700.000,,,
RealEstateFederalIncomeTaxBasis,,,,,,,2526560.000,,,,2526560.000,,,,2526560.000,,,
RealEstateGrossAtCarryingValue,,,,,,,2526560.000,,,,2526560.000,,,,2526560.000,,,
