,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableTradeCurrent,6500263.000,6821476.000,5681928.000,5584310.000,5747536.000,5819795.000,5242044.000,5452412.000,4870652.000
AccountsReceivableNetCurrent,10235484.000,10723903.000,10057598.000,8240480.000,10325347.000,9218982.000,11131317.000,9350730.000,11595671.000
AccruedIncomeTaxesCurrent,0.000,0.000,586.000,586.000,0.000,0.000,0.000,,
AccruedLiabilitiesCurrent,1694830.000,1564453.000,1476776.000,1208116.000,1524026.000,1309627.000,1630792.000,1335324.000,1644233.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,3902830.000,,
AdditionalPaidInCapital,12659782.000,12659782.000,12659782.000,12659782.000,12659782.000,12659782.000,12659782.000,12659782.000,12659782.000
AllowanceForDoubtfulAccountsReceivableCurrent,672478.000,683504.000,652449.000,435959.000,453343.000,490309.000,429186.000,512282.000,570658.000
Assets,26241260.000,27071503.000,26573796.000,25090998.000,27642333.000,26655395.000,27654139.000,26907430.000,28555951.000
AssetsCurrent,23600176.000,24447160.000,23778423.000,22288309.000,24917970.000,24077989.000,24830235.000,24226276.000,25933457.000
AssetsNoncurrent,197727.000,183884.000,428532.000,414091.000,382454.000,276480.000,270265.000,237704.000,204922.000
Cash,109939.000,113091.000,271697.000,423402.000,243715.000,293327.000,297128.000,201635.000,449534.000
CommonStockParOrStatedValuePerShare,0.050,0.050,0.050,0.050,0.050,0.050,,,
CommonStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,,,
CommonStockSharesIssued,9154953.000,9154953.000,9154953.000,9154953.000,9154953.000,9154953.000,,,
CommonStockSharesOutstanding,9154953.000,9154953.000,4654953.000,9154953.000,9154953.000,9154953.000,,,
CommonStockValue,457747.000,457747.000,457747.000,457747.000,457747.000,457747.000,457747.000,457747.000,457747.000
ConvertibleLongTermNotesPayable,0.000,0.000,,,,,,,
ConvertibleNotesPayableCurrent,200000.000,200000.000,,,,,,,
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,,1.000,,
DebtInstrumentInterestRateStatedPercentage,,,,,,0.080,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,129066.000,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,9609398.000,,
DeferredTaxAssetsInventory,,,,,,,415005.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,100000.000,100000.000,100000.000
DeferredTaxAssetsNetNoncurrent,,,,,,,100000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,8203400.000,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,319220.000,,
