,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpenseIncludingAssetRetirementObligations,,,,,,,,,,,,,,,,,44000000.000,,,,38000000.000,,,,36000000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-14000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfDeferredCharges,,,,,,,,,,,,,,,,,2000000.000,2000000.000,6000000.000,1000000.000,1000000.000,2000000.000,2000000.000,3000000.000,2000000.000
AmortizationOfDeferredLoanOriginationFeesNet,1000000.000,1000000.000,-1000000.000,-6000000.000,-1000000.000,-2000000.000,2000000.000,-6000000.000,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,-1000000.000,-2000000.000,131000000.000,46000000.000,63000000.000,107000000.000,83000000.000,90000000.000,104000000.000,102000000.000,121000000.000,100000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,1600000.000,1500000.000,3300000.000,-3900000.000,2900000.000,4400000.000,5100000.000,-8000000.000,5700000.000,6700000.000,5400000.000,-12900000.000,5800000.000,3200000.000,4700000.000,-9200000.000,9100000.000,8300000.000,10400000.000,-20800000.000,7100000.000,6300000.000,4700000.000,-13400000.000,8400000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,367000000.000,,,173000000.000,836000000.000,,8000000.000
AssetRetirementObligationAccretionExpense,37000000.000,38000000.000,39000000.000,40000000.000,55000000.000,57000000.000,60000000.000,60000000.000,65000000.000,65000000.000,66000000.000,47000000.000,44000000.000,45000000.000,46000000.000,46000000.000,44000000.000,36000000.000,37000000.000,28000000.000,38000000.000,38000000.000,40000000.000,40000000.000,36000000.000
AssetRetirementObligationLiabilitiesIncurred,98000000.000,,,,109000000.000,,,,132000000.000,,,,27000000.000,,,,41000000.000,,,,1000000.000,,,,
AssetRetirementObligationLiabilitiesSettled,152000000.000,,,,121000000.000,,,,163000000.000,,,,24000000.000,,,,58000000.000,,,,15000000.000,,,,13000000.000
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,,,,,,,29000000.000,,,,,,,,
BasicEarningsPerShareProForma,,2.410,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,937000000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,3534000000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,5000000.000,6000000.000,4000000.000,5000000.000,6000000.000,16000000.000,7000000.000,2000000.000,,,,,2000000.000,-14000000.000,-34000000.000,113000000.000,54000000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,222000000.000,,,,-50000000.000,,,,88000000.000,,,,-263000000.000,,,,-540000000.000,,,,-463000000.000,,,,144000000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,,,-42000000.000,,,,,,,,0.000,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,748000000.000,,,,,,,,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,82000000.000,,,,,,,,0.000,,,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.200,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.150,0.150,0.150,0.150,0.170,0.170,0.170,0.170,0.200,0.200,0.200,0.200,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250,0.250
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,505000000.000,-1330000000.000,,-4651000000.000,-5600000000.000,-5655000000.000,-7213000000.000,,,,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,98000000.000,108000000.000,89000000.000,48000000.000,15000000.000,36000000.000,9000000.000,-469000000.000,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,1504000000.000,1264000000.000,,764000000.000,409000000.000,80000000.000,626000000.000,715000000.000,1050000000.000,301000000.000,238000000.000,333000000.000,613000000.000,-1241000000.000,-4766000000.000,-4636000000.000,-5564000000.000,-5646000000.000,-7682000000.000,,,,,
CostsAndExpenses,1998000000.000,2207000000.000,2234000000.000,2356000000.000,2976000000.000,3161000000.000,3314000000.000,2750000000.000,2756000000.000,2745000000.000,3503000000.000,2834000000.000,2246000000.000,2505000000.000,3957000000.000,8049000000.000,9308000000.000,7669000000.000,7838000000.000,9777000000.000,1759000000.000,1663000000.000,2343000000.000,1271000000.000,1340000000.000
CurrentForeignTaxExpenseBenefit,,,305000000.000,,,,,,,,,,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,643000000.000,576000000.000,473000000.000,571000000.000,725000000.000,460000000.000,544000000.000,470000000.000,497000000.000,284000000.000,410000000.000,474000000.000,416000000.000,325000000.000,297000000.000,104000000.000,44000000.000,665000000.000,-84000000.000,-316000000.000,35000000.000,144000000.000,150000000.000,62000000.000,188000000.000
DeferredForeignIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,249000000.000,,,,1100000000.000,,,,,,
DeferredIncomeTaxExpenseBenefit,150000000.000,296000000.000,619000000.000,181000000.000,38000000.000,-5000000.000,141000000.000,503000000.000,106000000.000,319000000.000,-200000000.000,38000000.000,162000000.000,41000000.000,727000000.000,-435000000.000,-2898000000.000,-1525000000.000,-707000000.000,-648000000.000,-181000000.000,-225000000.000,-529000000.000,102000000.000,83000000.000
DepreciationAndAmortization,936000000.000,,,,1219000000.000,1284000000.000,1300000000.000,1380000000.000,1265000000.000,1311000000.000,1330000000.000,1208000000.000,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,936000000.000,1029000000.000,1065000000.000,1174000000.000,1740000000.000,1932000000.000,,,1435000000.000,1404000000.000,2172000000.000,1689000000.000,1206000000.000,1457000000.000,2835000000.000,4660000000.000,8407000000.000,6822000000.000,6629000000.000,7514000000.000,1082000000.000,669000000.000,648000000.000,219000000.000,576000000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,247000000.000,-422000000.000,,-20000000.000,-174000000.000,273000000.000,205000000.000,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,247000000.000,,,,-174000000.000,273000000.000,,,,,,,,,,
DilutedEarningsPerShareProForma,,2.360,,,,,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,58000000.000,58000000.000,,,65000000.000,,,,78000000.000,,,,98000000.000,,,,94000000.000,95000000.000,,,95000000.000,,,,95000000.000
