,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-46996.000,149035.000,-172.000,4317.000,214447.000
CostOfPropertyRepairsAndMaintenance,,,87590.000,,
CostOfRealEstateSales,73179.000,,579297.000,,
CostOfRevenue,73179.000,,579297.000,,
EarningsPerShareBasicAndDiluted,,0.000,-0.000,,
GeneralAndAdministrativeExpense,8102.000,8589.000,52243.000,42233.000,114937.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-4250.000,18721.000,-18721.000,6000.000,9000.000
IncreaseDecreaseInAccountsReceivable,,,357751.000,-357751.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,12474.000,-12474.000,,
IncreaseDecreaseInDeferredRevenue,681.000,-681.000,,665.000,-665.000
IncreaseDecreaseInFinanceReceivables,97525.000,,-102900.000,124930.000,-35000.000
InterestExpense,3216.000,,9866.000,5179.000,7157.000
InterestIncomeExpenseNonoperatingNet,-3207.000,-4665.000,-9859.000,-5180.000,-7157.000
InterestIncomeOperating,5198.000,13156.000,4483.000,6200.000,24156.000
InterestPaid,,3607.000,100.000,,
NetCashProvidedByUsedInFinancingActivities,37000.000,144063.000,73148.000,-201247.000,215000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,37000.000,144063.000,73148.000,-201247.000,215000.000
NetCashProvidedByUsedInOperatingActivities,-83996.000,4972.000,-73320.000,205564.000,-553.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-83996.000,4972.000,-73320.000,205564.000,-553.000
NetIncomeLoss,13882.000,4781.000,-22372.000,-39101.000,-96009.000
NonoperatingIncomeExpense,1043.000,-4665.000,-9685.000,-5180.000,-7157.000
OperatingExpenses,8102.000,8589.000,52243.000,42233.000,114937.000
OperatingIncomeLoss,12839.000,9446.000,-12687.000,-33921.000,-88852.000
OtherNonoperatingIncome,4250.000,,174.000,,
ProceedsFromRelatedPartyDebt,38000.000,182723.000,141636.000,3224.000,215000.000
RepaymentsOfRelatedPartyDebt,1000.000,38660.000,68488.000,204471.000,
Revenues,94120.000,18035.000,618853.000,8312.000,26085.000
SalesOfRealEstate,88922.000,,606510.000,,
SalesRevenueNet,94120.000,18035.000,618853.000,8312.000,26085.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10000000.000,10000000.000,10000000.000,10000000.000,100000000.000
