,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2000000.000,,,,53000000.000,,,,119000000.000,,,,-11000000.000,,,,-22000000.000,,,,297000000.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,,,,,,589000000.000,366000000.000,997000000.000,-13000000.000,682000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,5000000.000,9000000.000,11000000.000,3000000.000,7000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,130000000.000,169000000.000,151000000.000,130000000.000,,,,,,,,,,,,,,,594000000.000,375000000.000,1008000000.000,-10000000.000,689000000.000
CostOfDomesticRegulatedElectric,371000000.000,428000000.000,445000000.000,404000000.000,489000000.000,480000000.000,453000000.000,428000000.000,530000000.000,513000000.000,504000000.000,444000000.000,444000000.000,605000000.000,476000000.000,437000000.000,491000000.000,,,,,,
CostOfServicesEnergyServices,,,,,,,,,,,,,,,,,,,1095000000.000,970000000.000,1187000000.000,1063000000.000,1119000000.000
CostsAndExpenses,,,,,,,,,,,,,,,,,,,3088000000.000,3267000000.000,3507000000.000,3309000000.000,3195000000.000
DeferredIncomeTaxesAndTaxCredits,,,89000000.000,,,,51000000.000,,,,36000000.000,,,,-10000000.000,,,,72000000.000,,,,224000000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,626000000.000,648000000.000,648000000.000,669000000.000,622000000.000
DividendsCommonStockCash,,,50000000.000,,,,150000000.000,,,,500000000.000,,,,450000000.000,,,,,,,,
DividendsPreferredStockCash,,,1000000.000,,,,1000000.000,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,,,,,,,1000000.000,,,,1000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.300,,,,,,,,,,,,0.140,0.190,0.160,-0.350,0.090
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,,,,,0.350,0.350,0.350,-0.700,0.350
EffectiveIncomeTaxRateReconciliationEquityInEarningsLossesOfUnconsolidatedSubsidiary,,,,,,,,,,,,,,,,,,,0.020,0.020,0.010,-0.070,0.010
