,2011-06-30,2011-09-30
Assets,575307.000,591549.000
AssetsCurrent,260972.000,281851.000
CashAndCashEquivalentsAtCarryingValue,158297.000,192920.000
DueFromRelatedPartiesCurrent,85940.000,68797.000
GeneralPartnersCapitalAccount,-69303.000,-67980.000
LiabilitiesAndStockholdersEquity,575307.000,591549.000
LimitedPartnersCapitalAccount,158971.000,166240.000
OilAndGasPropertyFullCostMethodDepletion,2851577.000,2856214.000
OilAndGasPropertyFullCostMethodGross,3165912.000,3165912.000
OilAndGasPropertyFullCostMethodNet,314335.000,309698.000
OilAndGasReclamationLiabilityNoncurrent,485639.000,493289.000
PartnersCapital,89668.000,98260.000
PrepaidTaxes,16735.000,20134.000
