,2011-06-30,2011-09-30
CommonStockDividendsPerShareCashPaid,0.185,0.185
ComprehensiveIncomeNetOfTax,1561000.000,2092000.000
DepreciationAndAmortization,1019000.000,1049000.000
EarningsPerShareBasic,0.350,0.510
EarningsPerShareDiluted,0.340,0.500
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,-2000.000,-1000.000
IncomeTaxExpenseBenefit,1066000.000,1560000.000
InterestExpense,827000.000,831000.000
NetIncomeLoss,1625000.000,2377000.000
OperatingExpenses,6734000.000,7032000.000
OperatingIncomeLoss,3687000.000,4869000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-64000.000,-285000.000
OtherNonoperatingExpense,,1000.000
ResultsOfOperationsIncomeBeforeIncomeTaxes,2691000.000,3937000.000
Revenues,10421000.000,11901000.000
SalesRevenueNet,10421000.000,11901000.000
TaxesExcludingIncomeAndExciseTaxes,1060000.000,1065000.000
UtilitiesOperatingExpenseMaintenanceAndOperations,4655000.000,4918000.000
WeightedAverageNumberOfDilutedSharesOutstanding,4758545.000,4759575.000
WeightedAverageNumberOfSharesOutstandingBasic,4682043.000,4685170.000
