,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,56014000.000,82878000.000,67162000.000,52882000.000,56023000.000,72911000.000,50943000.000,48048000.000,58660000.000,78458000.000,62047000.000,57950000.000,60531000.000,81402000.000,77285000.000,76308000.000,83661000.000,93944000.000,96946000.000,76864000.000,71202000.000,82107000.000,74496000.000,75694000.000,75732000.000
AccountsReceivableNetCurrent,221089000.000,212365000.000,213444000.000,210126000.000,219156000.000,215526000.000,222824000.000,222772000.000,226522000.000,232305000.000,237025000.000,238573000.000,240846000.000,257644000.000,263624000.000,289658000.000,269527000.000,284646000.000,278199000.000,294611000.000,281317000.000,273927000.000,273387000.000,284840000.000,275546000.000
AccruedEmployeeBenefitsCurrentAndNoncurrent,,53593000.000,,,,52402000.000,,,,56030000.000,,,,57637000.000,,,,71233000.000,,,,71135000.000,,,
AccruedLiabilitiesCurrent,112852000.000,115735000.000,91258000.000,106420000.000,109084000.000,117071000.000,114180000.000,131864000.000,117188000.000,132676000.000,111639000.000,132079000.000,128982000.000,136047000.000,116701000.000,149186000.000,139503000.000,163655000.000,144223000.000,130036000.000,152052000.000,116777000.000,111094000.000,127598000.000,119729000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,279239000.000,272819000.000,261118000.000,260660000.000,264892000.000,260967000.000,267969000.000,268081000.000,274200000.000,277938000.000,283236000.000,286548000.000,292261000.000,296168000.000,304548000.000,312274000.000,320910000.000,313886000.000,316824000.000,324293000.000,331298000.000,339099000.000,346478000.000,352986000.000,356989000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,22425000.000,,,,15614000.000,,,,7986000.000,,,,10536000.000,,,,22980000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-26036000.000,-16163000.000,-15935000.000,-15707000.000,-15478000.000,-23115000.000,-22751000.000,-22387000.000,-21898000.000,-16341000.000,-15951000.000,-15683000.000,-15414000.000,-8758000.000,-7939000.000,-9173000.000,-10884000.000,-12648000.000,-14857000.000,-12697000.000,-15250000.000,-28501000.000,-26495000.000,-23604000.000,-22561000.000
AdditionalPaidInCapital,,58274000.000,53128000.000,51666000.000,54609000.000,53275000.000,48414000.000,47176000.000,48769000.000,50170000.000,47398000.000,48808000.000,45920000.000,41884000.000,40665000.000,43555000.000,47161000.000,49019000.000,55396000.000,58989000.000,56510000.000,54282000.000,56155000.000,55333000.000,54790000.000
AdditionalPaidInCapitalCommonStock,70946000.000,,,,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,10823000.000,,,,13436000.000,,,,10559000.000,,,,7813000.000,,,,8495000.000,,,,8331000.000,,,
Assets,1705128000.000,1712829000.000,1745284000.000,1805942000.000,2015854000.000,2016299000.000,2045706000.000,2055931000.000,2064774000.000,2140059000.000,2131096000.000,2139547000.000,2303206000.000,2543800000.000,2542590000.000,2802569000.000,2828723000.000,2843282000.000,2878978000.000,2878433000.000,2823898000.000,2628285000.000,2636680000.000,2684046000.000,2621636000.000
AssetsCurrent,348739000.000,333738000.000,340311000.000,343618000.000,363600000.000,359436000.000,383783000.000,389696000.000,399354000.000,407692000.000,408381000.000,417814000.000,418250000.000,470012000.000,476024000.000,522677000.000,470327000.000,482531000.000,520052000.000,531454000.000,488598000.000,481156000.000,501715000.000,531482000.000,494909000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,32900000.000,32900000.000,54610000.000,0.000,0.000,,,,,,,
BuildingsAndImprovementsGross,,127916000.000,,,,129688000.000,,,,131653000.000,,,,143169000.000,,,,151320000.000,,,,149950000.000,,,
BusinessAcquisitionContingentConsiderationAtFairValueCurrent,,2400000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,18020000.000,21934000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,67987000.000,77182000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,219311000.000,223284000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,2803000.000,3127000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,12797000.000,13359000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,,4723000.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesDeferredRevenue,,,,,44578000.000,44796000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilitiesOtherLiabilities,,,,,,3916000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,18200000.000,,,205067000.000,205735000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,133600000.000,,,,,,,,52600000.000,,76200000.000,172300000.000,136200000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,,,26670000.000,31735000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,53743000.000,59633000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,3835000.000,3835000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,,,4442000.000,10921000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,3862000.000,3192000.000,,,,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,,,,,,,,,152531000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,,274671000.000,,,,177826000.000,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,,26488000.000,,,,25295000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,20680000.000,27721000.000,18948000.000,26118000.000,24674000.000,25820000.000,27572000.000,24714000.000,24490000.000,27674000.000,16368000.000,25883000.000,22121000.000,36587000.000,30337000.000,18123000.000,19658000.000,22833000.000,29940000.000,27859000.000,17249000.000,24970000.000,32128000.000,44488000.000,27357000.000
ConstructionInProgressGross,,8209000.000,,,,384000.000,,,,1993000.000,,,,5610000.000,,,,12975000.000,,,,8774000.000,,,
DeferredAdvertisingCosts,,6400000.000,,,,6400000.000,,,,6500000.000,,,,6500000.000,,,,5900000.000,,,,5500000.000,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,,,,1348000.000,2684000.000,2536000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,415165000.000,,,
DeferredRevenueAndCreditsCurrent,158060000.000,151831000.000,148610000.000,166841000.000,186529000.000,180852000.000,184094000.000,190997000.000,195368000.000,191448000.000,189226000.000,193760000.000,189076000.000,173643000.000,165448000.000,184282000.000,212097000.000,206126000.000,214968000.000,222425000.000,206215000.000,199359000.000,198780000.000,213648000.000,198747000.000
DeferredRevenueAndCreditsNoncurrent,122287000.000,120024000.000,120094000.000,143330000.000,139002000.000,141408000.000,149806000.000,155640000.000,149257000.000,163809000.000,158042000.000,163204000.000,155828000.000,151533000.000,151684000.000,166464000.000,155170000.000,151221000.000,158629000.000,154350000.000,138741000.000,128534000.000,130162000.000,131002000.000,111456000.000
DeferredTaxAssetsGross,,65176000.000,,,,79213000.000,,,,78368000.000,,,,66333000.000,,,,68513000.000,,,,79724000.000,,,
