,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,,,0.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,433056.000,,,,-251845.000,,
ComprehensiveIncomeNetOfTax,1792188.000,1974374.000,1332518.000,744361.000,12644.000,-404063.000,13870.000,-20740.000,220935.000
CostOfRevenue,5574025.000,6747669.000,6972090.000,4891526.000,4018164.000,3545345.000,968276.000,1544651.000,1444036.000
CurrentForeignTaxExpenseBenefit,,,,,,,0.000,,
DeferredForeignIncomeTaxExpenseBenefit,,,,,,,0.000,,
Depreciation,,,14416.000,,,,14562.000,,
EarningsPerShareBasic,0.010,0.010,0.010,0.000,-0.000,0.000,0.000,-0.000,0.000
EarningsPerShareDiluted,0.010,0.010,0.010,0.000,-0.000,0.000,0.000,-0.000,0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,1218.000,,,,6690.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,0.250,0.250,,0.250,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.340,,,0.340,,
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,,-0.340,,,-0.340,,
EffectiveIncomeTaxRateReconciliationPriorYearIncomeTaxes,,,,,,,0.330,,
GrossProfit,2460673.000,2586532.000,1983271.000,1413674.000,379238.000,-275446.000,261790.000,389639.000,530873.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,-56028.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2277867.000,2419610.000,1761217.000,1113124.000,-26494.000,-584373.000,-64028.000,-220722.000,171032.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,,,-8000.000,,
IncomeTaxExpenseBenefit,573916.000,608697.000,444687.000,280281.000,-4623.000,-141439.000,0.000,0.000,0.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,,0.000,,
IncomeTaxesPaid,,,,,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-22046.000,,,,64117.000,,
IncreaseDecreaseInAccountsReceivable,,,183666.000,,,,616977.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,579718.000,,,,-18887.000,,
IncreaseDecreaseInInventories,,,-158917.000,,,,101092.000,,
IncreaseDecreaseInOtherAccountsPayable,,,-38580.000,,,,92982.000,,
IncreaseDecreaseInOtherCurrentAssetsAndLiabilitiesNet,,,2576.000,,,,-2589.000,,
IncreaseDecreaseInOtherReceivables,,,-101750.000,,,,-106839.000,,
IncreaseDecreaseInPrepaidExpense,,,-876169.000,,,,-283633.000,,
InterestExpense,9537.000,9969.000,22248.000,7495.000,128009.000,113000.000,95606.000,107207.000,142790.000
InterestExpenseRelatedParty,,,,,,,0.000,,
InterestPaid,,,,,,,95606.000,,
NetCashProvidedByUsedInFinancingActivities,,,-475564.000,,,,0.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-475564.000,,,,0.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,-22273.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,-22273.000,,
NetCashProvidedByUsedInOperatingActivities,,,907402.000,,,,-236262.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,907402.000,,,,-236262.000,,
NonoperatingIncomeExpense,-10.000,-474.000,-1.000,,,,-5.000,5.000,-57046.000
OperatingExpenses,182796.000,166448.000,222053.000,300549.000,405732.000,308921.000,325813.000,610366.000,302795.000
OperatingIncomeLoss,2277877.000,2420084.000,1761218.000,1113124.000,-26494.000,-584366.000,-64023.000,-220727.000,228078.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,88237.000,163461.000,15988.000,-88483.000,34515.000,38872.000,77898.000,199982.000,49903.000
OtherNonoperatingExpense,,,,,,,5.000,-5.000,57046.000
OtherNonoperatingIncomeExpense,-10.000,-474.000,-1.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,22273.000,,
ProceedsFromShortTermDebt,,,,,,,0.000,,
ProfitLoss,1703951.000,1810913.000,1316530.000,832843.000,-21871.000,-442934.000,-64028.000,-220722.000,171032.000
RepaymentsOfNotesPayable,,,475564.000,,,,0.000,,
Revenues,8034698.000,9334201.000,8955361.000,6305200.000,4397402.000,3269899.000,1230066.000,1934290.000,1974909.000
SalesRevenueNet,8034698.000,9334201.000,8955361.000,6305200.000,4397402.000,3269899.000,1230066.000,1934290.000,1974909.000
SellingGeneralAndAdministrativeExpense,173259.000,156479.000,199805.000,293054.000,277723.000,195921.000,230207.000,503159.000,160005.000
ShareBasedCompensation,,,7958.000,,,,0.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,168769286.000,174935953.000,171327620.000,177435953.000,177435953.000,-348763573.000,177435953.000,177435953.000,217545843.000
WeightedAverageNumberOfSharesOutstandingBasic,168769286.000,174935953.000,171327620.000,177435953.000,177435953.000,-348763573.000,177435953.000,177435953.000,217545843.000
