,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
Assets,16471327.000,27536561.000,30122257.000,25579741.000,24596244.000,23723187.000,18633158.000,10771075.000,10287391.000,12035180.000,11824909.000,12531590.000,15369710.000,10953276.000,8033360.000,8747892.000,5064472.000,3149034.000
AssetsCurrent,14827055.000,12906262.000,11407441.000,7353803.000,6860243.000,6485909.000,9370643.000,5932242.000,5726665.000,6938152.000,7022023.000,7939460.000,11008588.000,6726705.000,3996048.000,4885241.000,4525902.000,2660731.000
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,,,4043163.000,3933334.000,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,69372.000,70711.000,72074.000,73466.000,74883.000,63197.000,44658.000,25762.000,6501.000,,,,,,,,,
CapitalLeaseObligationsNoncurrent,,63197.000,44659.000,25763.000,6502.000,,,,,,,,,,,,,
Cash,,,,,1600000.000,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,10850321.000,6891408.000,3385035.000,2255835.000,1570573.000,2163046.000,2112769.000,1823136.000,922299.000,1845550.000,2120102.000,4343604.000,8524138.000,4332781.000,1777414.000,3156809.000,2794027.000,333670.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,0.910,0.910,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,,,,,4197500.000,4197500.000
ClassOfWarrantOrRightOutstanding,,,,,,,5560581.000,,,,2600570.000,,,,4556880.000,,,
ConvertibleDebtCurrent,,,,,,,,,,,,,,,,,,419728.000
DeferredRevenueCurrent,7813470.000,5835526.000,6619257.000,5654184.000,5146640.000,4484362.000,5949087.000,6482497.000,6129810.000,7063806.000,6996239.000,6944706.000,6317784.000,5022767.000,5125932.000,5533972.000,5205770.000,5073365.000
DeferredRevenueNoncurrent,1350000.000,1525501.000,1035220.000,1145242.000,1185587.000,1194152.000,1812312.000,1961857.000,1434143.000,1355940.000,1003614.000,981808.000,814234.000,1054443.000,871677.000,2430458.000,2105617.000,2281955.000
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,284000.000,,,,289000.000,,,,86000.000,,,
DeferredTaxAssetsGross,,,,,,,105337000.000,,,,109967000.000,,,,112922000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,,,,0.000,,,
DeferredTaxAssetsNet,,,,,,,879000.000,,,,402000.000,,,,369000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,101486000.000,,,,106210000.000,,,,110747000.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,140000.000,,,,159000.000,,,,211000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,2569000.000,,,,2463000.000,,,,1878000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,,,858000.000,,,,846000.000,,,,0.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,104458000.000,,,,109565000.000,,,,112553000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,,,879000.000,,,,402000.000,,,,369000.000,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,4100859.000,,,,3878131.000,,,,2211565.000,2407900.000,1959814.000,1266955.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,2836000.000,,,,1355000.000,,,,945000.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,1561794.000,1966094.000,2349894.000,2532677.000,2642050.000,2752631.000,2898307.000,2953981.000,3099654.000,3245327.000,3391000.000,3536674.000,3645681.000,3645681.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,3477000.000,3477000.000,960000.000,741000.000,740000.000,846000.000,527000.000,528000.000,528.000,528.000,336000.000,336000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,731000.000,,,,583000.000,,,,436028.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,788000.000,384000.000,,328000.000,219000.000,146000.000,,437000.000,292.000,146.000,,290354.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,1312000.000,1312000.000,511000.000,217000.000,217000.000,363000.000,319000.000,318000.000,318.000,318.000,192000.000,192000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,1385000.000,1385000.000,511000.000,217000.000,217000.000,363000.000,363000.000,363000.000,363.000,363.000,318811.000,318811.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,1532000.000,1532000.000,584000.000,291000.000,291000.000,436000.000,363000.000,363000.000,363.000,363.000,362694.000,362694.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,1532000.000,1532000.000,731000.000,437000.000,437000.000,583000.000,436000.000,436000.000,436.000,436.000,362694.000,362694.000,,
FiniteLivedIntangibleAssetsNet,843333.000,9572901.000,10925306.000,10522506.000,10026000.000,9622000.000,4028000.000,2230550.000,2121177.000,2736596.000,2590920.000,2445246.000,2299573.000,2153900.000,2008227.000,1862553.000,0.000,0.000
Goodwill,,3810154.000,6216059.000,6216059.000,6216059.000,6216059.000,4038000.000,1448000.000,1448000.000,1448000.000,1448000.000,1448000.000,1448000.000,1448000.000,1448000.000,1448000.000,0.000,0.000
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,,12404000.000,12404000.000,12224000.000,12224000.000,12224000.000,12224000.000,12224000.000,12224000.000,12224000.000
IntangibleAssetsNetExcludingGoodwill,,,,,10116206.000,9711906.000,4028333.000,2230550.000,2121177.000,2736596.000,2590920.000,2445246.000,2299573.000,2153900.000,2008227.000,1862553.000,0.000,0.000
Liabilities,13076994.000,13235174.000,18581682.000,18458320.000,19269730.000,17990522.000,21498615.000,22197596.000,20063091.000,19825936.000,20808084.000,19070270.000,15910930.000,14148305.000,14949187.000,17120013.000,17463732.000,17012486.000
LiabilitiesAndStockholdersEquity,16471327.000,27536561.000,30122257.000,25579741.000,24596244.000,23723187.000,18633158.000,10771075.000,10287391.000,12035180.000,11824909.000,12531590.000,15369710.000,10953276.000,8033360.000,8747892.000,5064472.000,3149034.000
LiabilitiesCurrent,11645609.000,11563162.000,13392357.000,13297571.000,13859920.000,12585745.000,15102178.000,15729326.000,14030632.000,13899681.000,15216223.000,13587581.000,10577516.000,8647745.000,9044425.000,9622003.000,10231701.000,9542512.000
LiabilityForUncertainTaxPositionsNoncurrent,,,,,,,,,,,0.000,,,,0.000,,,
LongTermDebtAndCapitalLeaseObligations,81385.000,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,2712281.000,,,,2157000.000,,,,1529000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,964496.000,,,,915000.000,,,,1091000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,378905.000,,,,14000.000,,,,2000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,620593.000,,,,396000.000,,,,13000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,732464.000,,,,830000.000,,,,423000.000,,,
OperatingLossCarryforwards,,,,,276300000.000,276300000.000,286900000.000,286900000.000,286900000.000,286900000.000,16000000.000,300100000.000,300100000.000,,16000000.000,316802000.000,316802000.000,316802000.000
OtherAccruedLiabilitiesCurrent,,,,,,,632024.000,,,,865508.000,,,,285753.000,124775.000,137657.000,336470.000
OtherAssetsNoncurrent,114488.000,263985.000,336607.000,327160.000,327010.000,325393.000,324614.000,327918.000,238946.000,236107.000,167146.000,168281.000,122519.000,172909.000,169330.000,165989.000,171079.000,168219.000
OtherLiabilitiesNoncurrent,,83314.000,66283.000,56410.000,96324.000,93969.000,97996.000,98227.000,100583.000,81036.000,78618.000,66838.000,60812.000,57136.000,50779.000,41066.000,40734.000,39937.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,619409.000,518913.000,594297.000,,482451.000,407754.000,433366.000,,497370.000,419860.000,477438.000
PrepaidExpenseCurrent,405111.000,1452639.000,823761.000,803429.000,758306.000,886919.000,421769.000,,,,488656.000,,,,397689.000,,,
PropertyPlantAndEquipmentGross,,,,,,,7781155.000,,,,7929904.000,,,,4293634.000,,,
PropertyPlantAndEquipmentNet,686451.000,983259.000,1236844.000,1160213.000,1076726.000,983920.000,871568.000,832365.000,752603.000,676325.000,596820.000,530603.000,491030.000,451762.000,411755.000,386109.000,367491.000,320084.000
ReceivablesNetCurrent,,,,,1009430.000,795416.000,1801683.000,690284.000,743426.000,622938.000,1683188.000,526765.000,,,0.000,,,
RestrictedCashAndCashEquivalentsAtCarryingValue,,19550.000,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-356244700.000,-358090251.000,-362953668.000,-371266758.000,-377787913.000,-383896405.000,-396916216.000,-407129971.000,-410620268.000,-413564091.000,-417240480.000,-420533985.000,-424329515.000,-426435374.000,-430121078.000,-435025090.000,-442103377.000,-443797195.000
SecuredDebt,,,,,852948.000,672107.000,1537710.000,599180.000,631912.000,529497.000,1430710.000,447750.000,,,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,,4586733.000,,,,2371405.000,,,,2190092.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,8518041.000,,,,2304154.000,,,,1833719.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,2.170,,,,8.940,,,,8.040,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,13394413.000,,,,3383554.000,,,,3344882.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,2.380,,,,7.780,,,,5.200,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,8518041.000,,,,2304154.000,,,,1833719.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,13394413.000,,,,3383554.000,,,,3344882.000,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsExercisableIntrinsicValue1,,,,,,,1186000.000,,,,0.000,,,,0.000,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,,,,,2.170,,,,,,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,,,,,,,2.380,,,,,,,,,,,
StockholdersEquity,,14301387.000,11540575.000,7121421.000,5326514.000,5732665.000,-2865457.000,-11426521.000,-9775700.000,-7790756.000,-8983175.000,-6538680.000,-541220.000,-3195029.000,-6915827.000,-8372121.000,-12399260.000,-13863452.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3394333.000,14301387.000,11540575.000,7121421.000,5326514.000,5732665.000,-2865457.000,-11426521.000,-9775700.000,-7790756.000,-8983175.000,-6538680.000,-541220.000,-3195029.000,-6915827.000,-8372121.000,-12399260.000,-13863452.000
TaxesPayableCurrent,,,,,,,29734.000,,,,23300.000,,,,8508.000,1202.000,1500.000,
UnbilledReceivablesCurrent,,,,,,,118088.000,,,,125497.000,,,,164834.000,,,
UnrecognizedTaxBenefits,,,,,,,,,,,0.000,,,,0.000,,,
WarrantsAndRightsOutstanding,,,,,,,,,,,,,,,,,1553075.000,570459.000
