,2012-01-28,2013-02-02,2014-02-01,2015-01-31,2016-01-30,2017-01-28
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,198000.000,-75000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,573000.000,906000.000,784000.000,1175000.000,2222000.000,2380000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,-200000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,7000.000
AllocatedShareBasedCompensationExpense,,1000000.000,1100000.000,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,184000.000
AmortizationOfIntangibleAssets,1371000.000,1491000.000,995000.000,932000.000,882000.000,912000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,0.020,0.020,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,800000.000,1000000.000,800000.000,200000.000,1200000.000
BusinessExitCosts1,,,,,,386000.000
CommonStockDividendsPerShareDeclared,,0.600,0.300,0.100,0.000,0.000
ComprehensiveIncomeNetOfTax,,6833000.000,6074000.000,9820000.000,8433000.000,-7894000.000
CostOfGoodsSold,,,,,,5083000.000
CurrentFederalTaxExpenseBenefit,,2807000.000,2380000.000,2979000.000,2585000.000,813000.000
CurrentForeignTaxExpenseBenefit,,974000.000,1174000.000,1253000.000,1183000.000,1221000.000
CurrentIncomeTaxExpenseBenefit,,4178000.000,3859000.000,3869000.000,3755000.000,2286000.000
CurrentStateAndLocalTaxExpenseBenefit,,397000.000,305000.000,-363000.000,-13000.000,252000.000
DeferredFederalIncomeTaxExpenseBenefit,,-140000.000,-154000.000,630000.000,644000.000,1088000.000
DeferredForeignIncomeTaxExpenseBenefit,,,,,,177000.000
DeferredIncomeTaxExpenseBenefit,1292000.000,-139000.000,-176000.000,647000.000,677000.000,1373000.000
DeferredIncomeTaxesAndTaxCredits,,-139000.000,-176000.000,647000.000,-257000.000,1373000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,1000.000,-22000.000,17000.000,33000.000,108000.000
DefinedContributionPlanCostRecognized,,70000.000,90000.000,160000.000,137000.000,154000.000
Depreciation,,,,,,571000.000
DepreciationAndAmortization,,,,,,912000.000
DepreciationDepletionAndAmortization,116000.000,203000.000,352000.000,571000.000,447000.000,
DividendsCommonStock,6746000.000,5036000.000,2521000.000,841000.000,,
DividendsCommonStockCash,1677000.000,,,,,
EarningsPerShareBasic,0.890,0.810,0.720,1.170,0.970,-0.840
EarningsPerShareDiluted,0.890,0.810,0.720,1.150,0.950,-0.840
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,33000.000
EffectiveIncomeTaxRateContinuingOperations,,0.371,0.359,0.324,0.341,-0.698
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,-0.158
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.004,0.001,0.001,0.001,-0.033
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.003,,,,-0.121
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.024,0.018,0.011,0.015,-0.038
EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign,,,,,,-0.018
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,202000.000,312000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,202000.000,312000.000,
GrossProfit,,,,,,35538000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,-3928000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,10431000.000,10872000.000,9471000.000,14534000.000,12791000.000,-4669000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,,,,,-741000.000
IncomeTaxCreditsAndAdjustments,,,,-756000.000,,
IncomeTaxEffectsAllocatedDirectlyToEquity,,,,,,401000.000
