,2012-02-29,2013-02-28
AmortizationOfLeasedAsset,40920.000,12735.000
CashProvidedByUsedInDiscontinuedOperationsInvestingActivities,-1144.000,49066.000
CostOfGoodsSold,827022.000,1881215.000
ForeignCurrencyTransactionGainLossUnrealized,-26501.000,-18957.000
GainLossRelatedToLitigationSettlement,909401.000,-75358.000
GainsLossesOnSalesOfAssets,,11691.000
GeneralAndAdministrativeExpense,3630221.000,3513478.000
GrossProfit,1274990.000,2977635.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,510125.000,-77268.000
IncreaseDecreaseInPrepaidExpense,80460.000,24574.000
InterestExpense,-41124.000,-12640.000
NetCashProvidedByUsedInFinancingActivities,1387015.000,1336580.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1387015.000,1336580.000
NetIncomeLoss,-3407887.000,-2260986.000
OperatingIncomeLoss,-4196387.000,-2644239.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,2214.000,-17560.000
OtherIncome,160294.000,521681.000
OtherNoncashExpense,-240071.000,-2121.000
ProceedsFromConstructionLoansPayable,28550.000,32250.000
RepaymentsOfConstructionLoansPayable,-28539.000,-34270.000
RevenueMineralSales,891371.000,1618396.000
