,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCostsAndDiscounts,,,,,-2308.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationSharesIssuable,,,,,,,277778.000,,,,,,,,,,,,,,,
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,2583333.000,2861111.000,,,,,,,,,,,,,,,
CarryingCostsPropertyAndExplorationRights,,,,,,,,,,,,,116545.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,167508.000,,,,-820350.000,,,,-9359.000,,,,-275252.000,,,-112502.000,,,,8141.000,,
ComprehensiveIncomeNetOfTax,-727228.000,-773454.000,-2248443.000,-1940131.000,-1630584.000,,,,,,,,,,,,,,,,,
Depreciation,,,,,,,,,1737.000,,,,1737.000,,,1738.000,,,,,,
DepreciationExpense,,,,,1737.000,,,,,,,,,,,,,,,,,
EmployeeStockOwnershipPlanESOPCompensationExpense,200051.000,152440.000,171647.000,115593.000,139682.000,,,,,,,,,,,,,,,,,
ExplorationExpenseMining,9646.000,8755.000,685741.000,569349.000,198401.000,185784.000,73211.000,36987.000,25510.000,14551.000,6738.000,6272.000,9462.000,108446.000,10042.000,9320.000,-68379.000,8773.000,86559.000,7946.000,73788.000,275148.000
ForeignCurrencyTransactionGainBeforeTax,,,,,,,,,,,,,,,,27039.000,15826.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,1624.000,26319.000,,9367.000,-4679.000,83.000,18386.000,-12748.000,26746.000,11870.000,,7276.000,13405.000,26945.000,,,-29663.000,,-1847.000,2496.000,3749.000
GeneralAndAdministrativeExpense,13803.000,218248.000,255790.000,823774.000,439668.000,504919.000,383110.000,524734.000,304822.000,1197249.000,215646.000,400198.000,193491.000,149000.000,137308.000,149748.000,126355.000,66281.000,76536.000,53251.000,24057.000,33484.000
IncomeLossFromContinuingOperations,-699572.000,-775055.000,-2274717.000,-1932633.000,-1639870.000,-1161335.000,779294.000,-1280649.000,-424673.000,-1353107.000,-307205.000,-647338.000,-371891.000,-253237.000,-43669.000,-214439.000,-69749.000,-98076.000,,-71971.000,-142264.000,-403500.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-699669.000,-775078.000,-2274762.000,-1932637.000,-1639951.000,-1166016.000,773643.000,-1247280.000,-437810.000,-1330854.000,-311745.000,-678365.000,-398253.000,-253865.000,-37066.000,215925.000,93091.000,169959.000,-2976740.000,-118509.000,171227.000,-401113.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.010,-0.010,-0.030,-0.030,-0.020,-0.010,-0.010,0.000,-0.010,-0.020,0.000,0.000,0.000,-0.020,0.000,-0.020,-0.010,-0.010,-0.160,-0.010,-0.010,-0.020
IncreaseDecreaseInAccountsPayable,-6192.000,,,,-36689.000,,,,163193.000,,,,-36672.000,,,24625.000,,,,-32056.000,,
IncreaseDecreaseInAccruedLiabilities,-1137.000,,,,26455.000,,,,79524.000,,,,-186191.000,,,4371.000,,,,34085.000,,
IncreaseDecreaseInDeposits,,,,,-315.000,,,,-152.000,,,,171.000,,,490.000,,,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,33548.000,,,28525.000,,,,44691.000,,
IncreaseDecreaseInOtherCurrentAssets,,,,,-28887.000,,,,15608.000,,,,-8753.000,,,-1247.000,,,,14565.000,,
IncreaseDecreaseInPrepaidExpense,-34151.000,,,,-146409.000,,,,12024.000,,,,-13580.000,,,1409.000,,,,-20720.000,,
InterestExpense,-97.000,-23.000,-45.000,-4.000,-81.000,-2.000,,,-389.000,-4493.000,-16410.000,-25091.000,-33548.000,-14033.000,-20342.000,-28525.000,-39168.000,-42220.000,262878.000,44691.000,31459.000,1362.000
InterestPaid,,,,,81.000,,,,389.000,,,,,,,,,,,,,
InvestmentIncomeInterest,,,,,,,5734.000,,,,,,,,,,,,,,,
MineralExtractionProcessingAndMarketingCosts,,,,,,,,,,,,,,,,62656.000,,,,49787.000,,
NetCashProvidedByUsedInFinancingActivities,688639.000,,,,72692.000,,,,30027.000,,,,25000.000,,,25000.000,,,,86085.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,688639.000,,,,72692.000,,,,30027.000,,,,25000.000,,,25000.000,,,,86085.000,,
NetCashProvidedByUsedInInvestingActivities,-29765.000,,,,,,,,-13192.000,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-29765.000,,,,,,,,-13192.000,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-491366.000,,,,-893042.000,,,,-26194.000,,,,-300252.000,,,-137502.000,,,,-77944.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-491366.000,,,,-893042.000,,,,-26194.000,,,,-300252.000,,,-137502.000,,,,-77944.000,,
NetIncomeLoss,-699669.000,-775078.000,-2274762.000,-1932637.000,-1639951.000,-1166016.000,773643.000,-1247280.000,-437810.000,,-311745.000,,-398253.000,-253865.000,-37066.000,-215925.000,-93091.000,-169959.000,-2018790.000,-118509.000,-171227.000,-401113.000
OperatingExpenses,699572.000,775055.000,2274717.000,1932633.000,1639870.000,1161335.000,779294.000,-277939.000,424673.000,1353107.000,307205.000,647338.000,371981.000,253237.000,43669.000,214439.000,69749.000,98076.000,1973502.000,71971.000,142264.000,403500.000
OperatingLeasesRentExpenseNet,,,,,,,,,160999.000,,,,86341.000,,,31121.000,,,,,,
OtherNonoperatingIncomeExpense,,,,,,,,,,,,,,,,-1486.000,-23342.000,,,,,
OtherOperatingIncomeExpenseNet,-97.000,-23.000,-45.000,-4.000,-81.000,-4681.000,5651.000,22067.000,-13137.000,22253.000,-4540.000,-31027.000,-26272.000,-628.000,6603.000,,,-71883.000,,-46538.000,28963.000,2387.000
PaymentOfFinancingAndStockIssuanceCosts,77291.000,334728.000,1015408.000,-1057352.000,781968.000,,,,,,,,,,,,,,,,,
PaymentsForRent,,,,,,,,,48084.000,,,,48084.000,,,,,,,,,
PaymentsOfDerivativeIssuanceCosts,77291.000,,,,,,,,,,,,,,,,,,,,,
PaymentsOfStockIssuanceCosts,200051.000,,,,139682.000,,,,,,,,,,,,,,,,,
PaymentsToAcquireMiningAssets,-29765.000,,,,,,,,-13192.000,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,688639.000,,,,75000.000,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfPrivatePlacement,,,,,75000.000,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,,,,139682.000,,,,,,,18512.000,15240.000,14421.000,,,,
ProceedsFromNotesPayable,,,,,,,,,30027.000,,,,25000.000,,,25000.000,,,,86085.000,,
ProfessionalAndContractServicesExpense,199133.000,136138.000,84550.000,-3483.000,2916.000,1830.000,402.000,-1197.000,30000.000,,30000.000,,,,3000.000,3000.000,3000.000,10000.000,0.000,,25000.000,58500.000
ProfessionalFees,199648.000,-85254.000,61581.000,38667.000,77235.000,468802.000,322571.000,83187.000,64341.000,141307.000,54821.000,200868.000,169028.000,-4209.000,-106681.000,52371.000,8773.000,13022.000,-740332.000,10774.000,19419.000,36368.000
ShareBasedCompensation,,,,,,,,,,,,,,,,18512.000,,,,,,
StockGrantedDuringPeriodValueSharebasedCompensation,,,,,,,,,,,,,46075.000,69672.000,50161.000,,,,,,,
