,2011-09-30
Depreciation,1117000.000
GeneralAndAdministrativeExpense,58000.000
InterestExpenseBorrowings,577000.000
NetIncomeLoss,-1030000.000
NetIncomeLossAllocatedToGeneralPartners,-41000.000
NetIncomeLossAllocatedToLimitedPartners,-989000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-2.890
OperatingExpenses,1297000.000
OtherIncome,274000.000
RealEstateRevenueNet,1868000.000
RealEstateTaxExpense,123000.000
Revenues,2142000.000
SalesRevenueNet,1868000.000
UnusualOrInfrequentItemInsuranceProceeds,0.000
