,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetImpairmentCharges,,,,,,,,,,,,,,471000000.000,,,236000000.000,,,,78000000.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,,,,,,,,,150000000.000,-112000000.000,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,,,,,,,246000000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-478000000.000,,,,-21000000.000,,,,548000000.000,,,,-1061000000.000,,,,-1636000000.000,,,,-25000000.000,,,,-739000000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,109000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,2570000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,3000000.000,,,,-8000000.000,,,,-9000000.000,,,,-7000000.000,,,,-5000000.000,,,,550000000.000,,,,
CommonStockDividendsPerShareDeclared,0.460,0.460,0.460,0.460,0.540,0.540,0.540,0.540,0.640,0.640,0.640,0.640,0.720,0.720,0.720,0.720,0.720,0.750,0.750,0.750,0.750,0.750,0.760,0.760,0.760
ComprehensiveIncomeNetOfTax,1551000000.000,1887000000.000,1804000000.000,1570000000.000,1554000000.000,1326000000.000,1384000000.000,315000000.000,1355000000.000,1368000000.000,1591000000.000,1788000000.000,1397000000.000,1436000000.000,1210000000.000,-3481000000.000,-67000000.000,66000000.000,-2852000000.000,-4926000000.000,81000000.000,-134000000.000,-236000000.000,-244000000.000,130000000.000
ContributionsFromNoncontrollingInterests,,,,,,,,,26000000.000,,,,,,,,,,,,,,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,1480000000.000,1413000000.000,,1281000000.000,1244000000.000,1338000000.000,1326000000.000,1426000000.000
CostOfRevenue,2526000000.000,2720000000.000,2879000000.000,,2950000000.000,3060000000.000,3176000000.000,,3137000000.000,3180000000.000,3214000000.000,,3198000000.000,3297000000.000,3385000000.000,,2586000000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,276000000.000,,,,350000000.000,,,,274000000.000,,,,198000000.000,,,,-63000000.000,,,,77000000.000,,,,-108000000.000
DepreciationDepletionAndAmortization,890000000.000,,,,1085000000.000,,,,1259000000.000,,,,1266000000.000,,,,1029000000.000,1116000000.000,1123000000.000,1276000000.000,1102000000.000,1070000000.000,1046000000.000,1050000000.000,942000000.000
