,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2014-03-29,2014-06-28,2014-09-27,2015-07-04,2015-10-03,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AllocatedShareBasedCompensationExpense,,,,,43000000.000,52000000.000,44000000.000,45000000.000,45000000.000,34000000.000,37000000.000,36000000.000,26000000.000,20000000.000,19000000.000,18000000.000,17000000.000,18000000.000,17000000.000,16000000.000,17000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,30000000.000,31000000.000,30000000.000,31000000.000,31000000.000,24000000.000,25000000.000,25000000.000,18000000.000,14000000.000,13000000.000,12000000.000,12000000.000,12000000.000,12000000.000,11000000.000,11000000.000
AmortizationOfIntangibleAssets,50000000.000,50000000.000,50000000.000,50000000.000,6000000.000,6000000.000,6000000.000,11000000.000,6000000.000,6000000.000,8000000.000,5000000.000,1000000.000,1000000.000,3000000.000,2000000.000,13000000.000,38000000.000,31000000.000,31000000.000,36000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,9500000.000,8000000.000,8900000.000,-17800000.000,5800000.000,6200000.000,6100000.000,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,13000000.000,0.000,0.000,0.000,1000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1444000000.000,,,,-161000000.000,,,,2000000.000,,,-84000000.000,,,,,-40000000.000,,,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,-211000000.000,,,,11000000.000,,,,0.000,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,-6000000.000,,,,0.000,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,191000000.000,,,,2000000.000,,,,0.000,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,,,,,0.220,0.220,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,0.220,,0.260,,0.260,0.260,0.310,0.310,0.310,0.340,0.340,0.340,0.410,0.410,0.410,0.470,0.470
ComprehensiveIncomeNetOfTax,,,,,206000000.000,216000000.000,346000000.000,-311000000.000,173000000.000,268000000.000,344000000.000,144000000.000,849000000.000,-232000000.000,70000000.000,94000000.000,38000000.000,64000000.000,149000000.000,-142000000.000,130000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,206000000.000,216000000.000,346000000.000,-311000000.000,,272000000.000,345000000.000,,849000000.000,-231000000.000,71000000.000,94000000.000,38000000.000,65000000.000,150000000.000,-142000000.000,131000000.000
CostMethodInvestmentsRealizedGainLoss,,,,,,,,,,,,,,,4000000.000,10000000.000,,,,,
CostOfGoodsSold,656000000.000,685000000.000,695000000.000,687000000.000,658000000.000,712000000.000,682000000.000,792000000.000,651000000.000,695000000.000,674000000.000,583000000.000,400000000.000,414000000.000,385000000.000,395000000.000,366000000.000,361000000.000,398000000.000,524000000.000,347000000.000
CostOfRevenue,942000000.000,1016000000.000,1045000000.000,1054000000.000,983000000.000,1088000000.000,1066000000.000,1213000000.000,1018000000.000,1078000000.000,1069000000.000,956000000.000,737000000.000,751000000.000,720000000.000,737000000.000,691000000.000,754000000.000,770000000.000,954000000.000,711000000.000
CostOfServices,286000000.000,331000000.000,350000000.000,367000000.000,325000000.000,376000000.000,384000000.000,421000000.000,367000000.000,383000000.000,395000000.000,373000000.000,337000000.000,337000000.000,335000000.000,342000000.000,325000000.000,393000000.000,372000000.000,430000000.000,364000000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,25000000.000,,,,,,,,35000000.000,,,,23000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,9000000.000,9000000.000,,,,,,,,,,,,32000000.000,0.000,,0.000,0.000,,-9000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,,,,,,,,,,,,,-9000000.000
DefinedBenefitPlanSettlementsPlanAssets,,,,,,,,,,,,,,1000000000.000,,,,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,
Depreciation,40000000.000,40000000.000,41000000.000,44000000.000,46000000.000,48000000.000,39000000.000,46000000.000,45000000.000,51000000.000,51000000.000,50000000.000,45000000.000,44000000.000,38000000.000,30000000.000,49000000.000,44000000.000,45000000.000,44000000.000,44000000.000
DepreciationDepletionAndAmortization,91000000.000,,,,53000000.000,,,,52000000.000,,,55000000.000,,,,,62000000.000,,,,80000000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-9000000.000,-11000000.000,5000000.000,-13000000.000,-8000000.000,-3000000.000,-5000000.000,-13000000.000,,,,,,,,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,488000000.000,-52000000.000,,-7000000.000,0.000,0.000,0.000,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,199000000.000,467000000.000,-37000000.000,38000000.000,-2000000.000,10000000.000,0.000,0.000,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,67000000.000,176000000.000,-13000000.000,26000000.000,0.000,5000000.000,0.000,0.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,204000000.000,-14000000.000,11000000.000,0.000,1000000.000,10000000.000,0.000,0.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,848000000.000,260000000.000,62000000.000,176000000.000,8000000.000,0.000,0.000,-8000000.000,,,,,,,,,,,,,
EarningsPerShareBasic,1.470,1.020,0.380,0.600,0.500,0.630,0.730,1.150,0.700,0.960,1.170,0.500,3.250,0.600,0.680,0.580,0.100,0.620,1.150,1.430,0.470
EarningsPerShareDiluted,1.440,1.000,0.380,0.590,0.490,0.610,0.720,1.140,0.680,0.940,1.160,0.490,3.220,0.590,0.680,0.570,0.100,0.610,1.130,1.400,0.450
EffectOfExchangeRateOnCashAndCashEquivalents,-23000000.000,,,,29000000.000,,,,-35000000.000,,,2000000.000,,,,,-7000000.000,,,,12000000.000
EffectOfExchangeRateOnCashAndCashEquivalentsDiscontinuedOperations,26000000.000,,,,-13000000.000,,,,0.000,,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,0.300,0.360,0.230,0.350,0.340,-0.586,0.350
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,0.350,0.350,0.350,0.350,0.350,-0.700,0.350
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,11000000.000,13000000.000,14000000.000,13000000.000,13000000.000,21000000.000,14000000.000,14000000.000,14000000.000,10000000.000,12000000.000,11000000.000,8000000.000,6000000.000,6000000.000,6000000.000,5000000.000,6000000.000,5000000.000,5000000.000,6000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,6000000.000,,,,9000000.000,,,5000000.000,,,,,0.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,3000000.000,,,,,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,-18000000.000,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainBeforeTax,,,,,,,,,,,,,,,,,13000000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,5000000.000,6000000.000,-6000000.000,3000000.000,10000000.000,-21000000.000,0.000,-2000000.000,4000000.000,-8000000.000,-4000000.000,-2000000.000,-8000000.000,4000000.000,-11000000.000,-29000000.000,,14000000.000,7000000.000,,-2000000.000
ForeignCurrencyTransactionLossBeforeTax,,,,,,,,,,,,,,,,,10000000.000,0.000,0.000,0.000,0.000
FutureAmortizationExpenseYearFive,2000000.000,,,,2000000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearFour,2000000.000,,,,3000000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearOne,181000000.000,,,,25000000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearThree,19000000.000,,,,8000000.000,,,,,,,,,,,,,,,,
FutureAmortizationExpenseYearTwo,39000000.000,,,,10000000.000,,,,,,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,,,4000000.000,25000000.000,-12000000.000,-18000000.000,-11000000.000,-15000000.000,-7000000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,21000000.000,0.000,0.000,0.000,0.000,,,,,
