,2011-06-30
AmortizationOfIntangibleAssets,2322000.000
CostOfRevenue,52388000.000
Depreciation,1493000.000
EarningsPerShareBasic,0.210
EarningsPerShareDiluted,0.200
GeneralAndAdministrativeExpense,11300000.000
GrossProfit,47859000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,12062000.000
IncomeTaxExpenseBenefit,3702000.000
InterestExpense,110000.000
InvestmentIncomeInterest,106000.000
NetIncomeLoss,8360000.000
OperatingExpenses,35862000.000
OperatingIncomeLoss,11997000.000
OtherNonoperatingIncome,69000.000
OtherNonrecurringIncomeExpense,402000.000
ResearchAndDevelopmentExpense,7042000.000
Revenues,100247000.000
SalesRevenueNet,100247000.000
SellingAndMarketingExpense,13303000.000
TechnologyServicesCosts,6914000.000
TechnologyServicesRevenue,8740000.000
WeightedAverageNumberOfDilutedSharesOutstanding,41623000.000
WeightedAverageNumberOfSharesOutstandingBasic,40420000.000
