,2011-06-30
DepreciationAndAmortization,437000.000
EarningsPerShareBasic,-0.010
GainsLossesOnRestructuringOfDebt,0.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,395000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2327000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,867000.000
InterestExpense,-682000.000
LaborAndRelatedExpense,730000.000
ProductionCosts,3881000.000
ProfitLoss,-287000.000
RestructuringCharges,0.000
Revenues,6403000.000
SalesRevenueNet,6403000.000
SellingGeneralAndAdministrativeExpense,960000.000
WeightedAverageNumberOfSharesOutstandingBasic,20000000.000
