,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,3082000000.000,3022000000.000,3191000000.000,,2916000000.000,2870000000.000,3050000000.000,3206000000.000,3246000000.000,3461000000.000,3516000000.000,3435000000.000,3428000000.000,3390000000.000,3647000000.000,3244000000.000,3035000000.000,3007000000.000,3272000000.000,3438000000.000,3507000000.000
AccountsPayableCurrent,,,,,,,,,,,311000000.000,,,,344000000.000,,,,292000000.000,,,,487000000.000,
AccountsReceivableNetCurrent,,,,1103000000.000,1127000000.000,1244000000.000,,1249000000.000,1279000000.000,1311000000.000,1298000000.000,1307000000.000,1320000000.000,1370000000.000,1386000000.000,1336000000.000,1279000000.000,1400000000.000,1198000000.000,1184000000.000,1164000000.000,1273000000.000,1272000000.000,1244000000.000
AccrualForEnvironmentalLossContingencies,,,,,533000000.000,480000000.000,,450000000.000,440000000.000,444000000.000,,427000000.000,416000000.000,414000000.000,,395000000.000,,379000000.000,,,,,,
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,821000000.000,,,,789000000.000,,,,776000000.000,,,,776000000.000,
AccruedEnvironmentalLossContingenciesCurrent,,,,,80000000.000,70000000.000,,70000000.000,75000000.000,80000000.000,60000000.000,55000000.000,55000000.000,65000000.000,60000000.000,60000000.000,65000000.000,55000000.000,50000000.000,,,,,
AccruedInvestmentIncomeReceivable,,,,,,,,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,
AccruedRentCurrent,,,,,,,,,,,161000000.000,,,,158000000.000,,,,111000000.000,,,,117000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1235000000.000,1279000000.000,1443000000.000,,1720000000.000,1804000000.000,1923000000.000,2232000000.000,2632000000.000,2904000000.000,3199000000.000,3550000000.000,4127000000.000,4385000000.000,4610000000.000,4845000000.000,5135000000.000,5370000000.000,5673000000.000,6130000000.000,7583000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,209000000.000,207000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-211000000.000,-213000000.000,-211000000.000,,-244000000.000,-240000000.000,-237000000.000,245000000.000,248000000.000,248000000.000,248000000.000,-2000000.000,-3000000.000,-3000000.000,-3000000.000,48000000.000,46000000.000,47000000.000,46000000.000,119000000.000,117000000.000
Assets,,,,71118000000.000,71093000000.000,72226000000.000,,72966000000.000,72868000000.000,74579000000.000,75030000000.000,75769000000.000,75938000000.000,77566000000.000,78203000000.000,79362000000.000,79947000000.000,81503000000.000,81703000000.000,81191000000.000,82591000000.000,83582000000.000,84122000000.000,85653000000.000
AssetsCurrent,,,,4598000000.000,4020000000.000,4658000000.000,,4839000000.000,4238000000.000,5301000000.000,4803000000.000,5084000000.000,4478000000.000,5158000000.000,5152000000.000,5606000000.000,5324000000.000,5697000000.000,4938000000.000,4017000000.000,4767000000.000,5415000000.000,5550000000.000,6908000000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,1109000000.000,,,,960000000.000,,,,837000000.000,,,,655000000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,146000000.000,,,,116000000.000,,,,189000000.000,,,,77000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,73000000.000,,,,71000000.000,,,,68000000.000,,,,200000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,76000000.000,,,,73000000.000,,,,70000000.000,,,,69000000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,201000000.000,,,,76000000.000,,,,73000000.000,,,,71000000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,113000000.000,,,,194000000.000,,,,76000000.000,,,,74000000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,500000000.000,,,,430000000.000,,,,361000000.000,,,,164000000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,255000000.000,,,,215000000.000,,,,177000000.000,,,,143000000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,,,,,854000000.000,,,,745000000.000,,,,660000000.000,,,,512000000.000,
CashAndCashEquivalentsAtCarryingValue,,,,2276000000.000,1718000000.000,2259000000.000,,2385000000.000,1672000000.000,2809000000.000,2225000000.000,2555000000.000,1926000000.000,2470000000.000,2384000000.000,3015000000.000,2728000000.000,3040000000.000,2329000000.000,1606000000.000,2258000000.000,2875000000.000,3218000000.000,4566000000.000
CustomerAdvancesAndDepositsCurrent,,,,,,,,,,,151000000.000,,,,151000000.000,,,,135000000.000,,,,149000000.000,
DebtAndCapitalLeaseObligations,,,,,,,,,,,17006000000.000,,,,19280000000.000,,,,21737000000.000,,,,22044000000.000,
DebtWeightedAverageInterestRate,,,,,,,,,,,0.053,,,,0.050,,,,0.049,,,,0.048,
DeferredIncomeTaxLiabilities,,,,,,,,,,,18098000000.000,,,,18987000000.000,,,,20001000000.000,,,,20974000000.000,
DeferredTaxAssetsGross,,,,,,,,,,,1232000000.000,,,,1341000000.000,,,,1174000000.000,,,,1108000000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,358000000.000,,,,355000000.000,,,,245000000.000,,,,0.000,
DeferredTaxAssetsNetCurrent,,,,205000000.000,229000000.000,239000000.000,,207000000.000,237000000.000,250000000.000,358000000.000,195000000.000,219000000.000,231000000.000,355000000.000,209000000.000,241000000.000,247000000.000,245000000.000,0.000,0.000,0.000,0.000,
DeferredTaxAssetsOther,,,,,,,,,,,257000000.000,,,,248000000.000,,,,231000000.000,,,,259000000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,371000000.000,,,,335000000.000,,,,328000000.000,,,,334000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,,,,,,273000000.000,,,,307000000.000,,,,293000000.000,,,,278000000.000,
