,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30
AllocatedShareBasedCompensationExpense,,,70000.000,78000.000,71000.000
AmortizationOfIntangibleAssets,,,3254000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,18223000.000,,
ComprehensiveIncomeNetOfTax,-4425000.000,3563000.000,1833000.000,-6040000.000,-7973000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-454000.000,-509000.000,-390000.000,-435000.000,-342000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-4879000.000,3054000.000,1443000.000,-6475000.000,-8315000.000
CostOfGoodsSold,3876000.000,6071000.000,4303000.000,3633000.000,3341000.000
CostOfRevenue,46898000.000,48697000.000,43683000.000,42200000.000,41828000.000
CostOfServices,19607000.000,19198000.000,15149000.000,16277000.000,15484000.000
CostOfServicesLicensesAndMaintenanceAgreements,16011000.000,15768000.000,23017000.000,21075000.000,21776000.000
CostOfServicesLicensesAndServices,6179000.000,6435000.000,,,
DeferredIncomeTaxExpenseBenefit,,,-92000.000,,
Depreciation,,,2374000.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-92000.000,,
GoodwillTranslationAdjustments,,,182000.000,,
GrossProfit,60688000.000,64753000.000,62348000.000,59063000.000,55520000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-6353000.000,1449000.000,2354000.000,-4984000.000,-8131000.000
IncomeTaxExpenseBenefit,-2001000.000,-846000.000,1666000.000,914000.000,1467000.000
IncomeTaxesPaid,,,823000.000,,
IncreaseDecreaseInAccountsPayable,,,-7082000.000,,
IncreaseDecreaseInAccountsReceivable,,,-8228000.000,,
IncreaseDecreaseInAccruedLiabilities,,,1202000.000,,
IncreaseDecreaseInDeferredRevenue,,,21838000.000,,
IncreaseDecreaseInDueFromAffiliatesCurrent,,,33000.000,,
IncreaseDecreaseInOtherOperatingAssets,,,-257000.000,,
InterestPaid,,,8844000.000,,
LicenseAndMaintenanceRevenue,62712000.000,59599000.000,69913000.000,69514000.000,67930000.000
LicenseAndServicesRevenue,11049000.000,12649000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,-12525000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-12525000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-2134000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2134000.000,,
NetCashProvidedByUsedInOperatingActivities,,,32974000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,32974000.000,,
NetIncomeLoss,-3898000.000,2804000.000,1078000.000,-5463000.000,-9256000.000
NetIncomeLossAttributableToNoncontrollingInterest,-454000.000,-509000.000,-390000.000,-435000.000,-342000.000
NonoperatingIncomeExpense,-19018000.000,-19208000.000,-18949000.000,-17921000.000,-22341000.000
OperatingExpenses,48023000.000,44096000.000,41045000.000,46126000.000,41310000.000
OperatingIncomeLoss,12665000.000,20657000.000,21303000.000,12937000.000,14210000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-527000.000,759000.000,755000.000,-577000.000,1283000.000
OtherComprehensiveIncomeLossNetOfTax,,,755000.000,,
PaidInKindInterest,,,1819000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,2134000.000,,
ProceedsFromContributionsFromParent,,,0.000,,
ProceedsFromRepaymentsOfDebt,,,-12525000.000,,
ProfitLoss,-4352000.000,2295000.000,688000.000,-5898000.000,-9598000.000
ProvisionForDoubtfulAccounts,,,451000.000,,
ResearchAndDevelopmentExpense,12404000.000,12500000.000,11712000.000,11527000.000,11514000.000
RestructuringCharges,0.000,0.000,-228000.000,887000.000,88000.000
Revenues,107586000.000,113450000.000,106031000.000,101263000.000,97348000.000
SalesRevenueGoodsNet,12927000.000,21408000.000,19041000.000,13665000.000,12810000.000
SalesRevenueNet,107586000.000,113450000.000,106031000.000,101263000.000,97348000.000
SalesRevenueServicesNet,20898000.000,19794000.000,17077000.000,18084000.000,16608000.000
SellingGeneralAndAdministrativeExpense,33531000.000,29561000.000,27521000.000,31679000.000,27723000.000
ShareBasedCompensation,,,70000.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,70000.000,,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,3300000.000,,,
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,11200000.000,,,
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,7400000.000,,,
