,2015-03-31,2015-09-30,2015-12-31,2016-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-792059.000,,
ComprehensiveIncomeNetOfTax,-2947191.000,-788600.000,-7632749.000,-1821926.000
CostsAndExpenses,6180867.000,4324142.000,11791599.000,5543856.000
DeferredIncomeTaxExpenseBenefit,,-270900.000,,
DepreciationDepletionAndAmortization,2704024.000,2222201.000,2655028.000,2394500.000
EarningsPerShareBasic,-0.020,0.000,-0.060,-0.020
EarningsPerShareDiluted,-0.020,0.000,-0.060,-0.020
EffectOfExchangeRateOnCashAndCashEquivalents,,-406693.000,,
ExplorationAbandonmentAndImpairmentExpense,,2042.000,6567237.000,
ForeignCurrencyTransactionGainLossBeforeTax,-1880.000,,,
ForeignCurrencyTransactionGainLossUnrealized,,140862.000,,
GainLossOnDerivativeInstrumentsNetPretax,,391320.000,390015.000,120204.000
GeneralAndAdministrativeExpense,803864.000,351364.000,863923.000,783179.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2450867.000,,,
IncomeLossFromEquityMethodInvestments,-431919.000,,,
IncomeTaxExpenseBenefit,-339000.000,-270900.000,-303400.000,-673191.000
IncreaseDecreaseInAccountsAndOtherReceivables,,-134246.000,,
IncreaseDecreaseInAccountsPayableTrade,,18941.000,,
IncreaseDecreaseInPrepaidExpense,,-32941.000,,
InterestExpense,279960.000,209684.000,222487.000,349213.000
InterestIncomeDepositsWithFinancialInstitutions,30249.000,27421.000,24400.000,14582.000
InterestIncomeExpenseNet,,8201.000,,
NetCashProvidedByUsedInFinancingActivities,,7250000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,7250000.000,,
NetCashProvidedByUsedInInvestingActivities,,-9000232.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-9000232.000,,
NetCashProvidedByUsedInOperatingActivities,,1364866.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1364866.000,,
NetIncomeLoss,-2111867.000,-241045.000,-7379901.000,-2252836.000
OilAndGasProductionExpense,1959220.000,1538851.000,1482924.000,2040665.000
OilAndGasRevenue,3699751.000,3393456.000,3693883.000,2483043.000
OperatingIncomeLoss,,-511945.000,-7683301.000,-2926027.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,-835324.000,-547555.000,-252848.000,430910.000
PaymentsToAcquireOilAndGasPropertyAndEquipment,,9000232.000,,
ProceedsFromRepaymentsOfLinesOfCredit,,7250000.000,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,22910.000,24014.000,50075.000,47652.000
Revenues,3730000.000,3812197.000,4108298.000,2617829.000
SalesRevenueNet,3730000.000,3812197.000,4108298.000,2617829.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,260000.000,,
UnrealizedGainLossOnDerivativesAndCommodityContracts,,382455.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,130198411.000,130198411.000,130198411.000,130198411.000
WeightedAverageNumberOfSharesOutstandingBasic,130198411.000,130198411.000,130198411.000,130198411.000
