,2011-06-30,2011-09-30
AssetManagementCosts,21340.000,5478.000
CashPeriodIncreaseDecrease,-22611.000,
GainLossOnSaleOfProperties,88202.000,87188.000
IncomeTaxesPaid,0.000,
IncreaseDecreaseInAccruedLiabilities,10495.000,
IncreaseDecreaseInDueToRelatedParties,-80028.000,
IncreaseDecreaseInOtherOperatingAssets,470.000,
InvestmentIncomeInterest,6.000,4.000
NetCashProvidedByUsedInInvestingActivities,91304.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,91304.000,
NetCashProvidedByUsedInOperatingActivities,-113915.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-113915.000,
NetIncomeLoss,44290.000,75725.000
NetIncomeLossAllocatedToGeneralPartners,443.000,757.000
NetIncomeLossAllocatedToLimitedPartners,43847.000,74968.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,2.000,4.000
OperatingExpenses,48301.000,12587.000
OperatingIncomeLoss,-43918.000,-11467.000
OtherCostAndExpenseOperating,2690.000,3882.000
OtherIncome,,0.000
ProceedsFromSaleOfEquityMethodInvestments,91304.000,
ProfessionalFees,24271.000,3227.000
RevenueFromRelatedParties,4383.000,1120.000
Revenues,4383.000,1120.000
SalesRevenueNet,4383.000,1120.000
WeightedAverageLimitedPartnershipUnitsOutstanding,17721.000,17726.000
