,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccruedLiabilitiesCurrentAndNoncurrent,15850.000,,3580.000,,139828.000,13977.000,,446.000,,,,,,,,,,
Assets,48158.000,40652.000,192585.000,146979.000,202824.000,111559.000,113851.000,325719.000,302779.000,240494.000,228702.000,226767.000,204866.000,230425.000,237917.000,205945.000,198843.000,126660.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,54949.000,,,54949.000,,,,,,,
Cash,42958.000,15252.000,153379.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,103674.000,154731.000,61837.000,67689.000,277329.000,274862.000,228052.000,227091.000,224812.000,204353.000,204369.000,180631.000,129677.000,90164.000,91079.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,0.000,,,,,,,
DueToOfficersOrStockholdersCurrentAndNoncurrent,,,,,45419.000,,,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,344762.000,286347.000,134643.000,101181.000,139828.000,13977.000,,,35372.000,,13217.000,7385.000,11581.000,44822.000,46708.000,29643.000,45947.000,30048.000
GeneralPartnersCapitalAccount,-103026.000,-102358.000,-72969.000,-73056.000,-72884.000,-72538.000,-72375.000,-70261.000,-70840.000,-71109.000,-71359.000,-71320.000,-92240.000,-92317.000,-92261.000,-98827.000,-99061.000,-99624.000
Investments,,,,,,,,,,,,,,,0.000,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,0.000,,,,,,,,,,,,,,
Liabilities,360612.000,286347.000,138223.000,101181.000,139828.000,13977.000,,446.000,35372.000,,13217.000,7385.000,11581.000,44822.000,46708.000,29643.000,45947.000,30048.000
LiabilitiesAndStockholdersEquity,48158.000,40652.000,192585.000,146979.000,202824.000,111559.000,113851.000,325719.000,302779.000,240494.000,228702.000,226767.000,204866.000,230425.000,237917.000,205945.000,198843.000,126660.000
LimitedPartnersCapitalAccount,-209428.000,-143337.000,127331.000,118854.000,135880.000,170120.000,186226.000,395534.000,338247.000,311603.000,286844.000,290702.000,285525.000,277920.000,283470.000,275129.000,251957.000,196236.000
LimitedPartnersCapitalAccountUnitsAuthorized,10000.000,10000.000,10000.000,25000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000
LimitedPartnersCapitalAccountUnitsIssued,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,9962.000,9962.000,9939.000,9939.000,9939.000,9939.000,9939.000,9939.000,9936.000,9936.000,9936.000
LimitedPartnersCapitalAccountUnitsOutstanding,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,10000.000,9962.000,9962.000,9939.000,9939.000,9939.000,9939.000,9939.000,9939.000,9936.000,9936.000,9936.000
LimitedPartnersCumulativeCashDistributions,,,,,,,,,,,0.000,,,,,,,
LossContingencyEstimateOfPossibleLoss,,,,,,,,158000.000,,,21000.000,,,,,,,
ManagementFeePayable,,,,,94409.000,,,,,,,,,,,,,
MembersEquity,,,,,,,,457000.000,,,-546000.000,,,,,,,
OtherAssets,5200.000,25400.000,39206.000,43305.000,48093.000,37722.000,19064.000,15448.000,16459.000,1890.000,1611.000,1955.000,513.000,26056.000,57286.000,76268.000,108679.000,35581.000
PartnersCapital,-312454.000,-245695.000,54362.000,45798.000,62996.000,97582.000,113851.000,325273.000,267407.000,240494.000,215485.000,219382.000,193285.000,185603.000,191209.000,176302.000,152896.000,96612.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,21973.000,8692.000,,4065.000,,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-312454.000,-245695.000,54362.000,45798.000,62996.000,97582.000,,325273.000,267407.000,,215485.000,219382.000,193285.000,185603.000,191209.000,176302.000,152896.000,96612.000
