,2012-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AmortizationOfDebtDiscountPremium,,,,,,84454.000,,,
AmortizationOfIntangibleAssets,,0.000,,0.000,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,87500.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,2140149.000,,,,-20863.000,,,
ConcentrationRiskPercentage1,,0.100,,,,,,,
CostOfGoodsSold,422233.000,880992.000,5367651.000,64203.000,180156.000,34077.000,128454.000,40000.000,150000.000
Depreciation,,0.000,,0.000,,1857.000,1857.000,1857.000,-5571.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,-11121.000,,,,84454.000,,,
EarningsPerShareBasic,,,,-0.000,,,,,
EarningsPerShareBasicAndDiluted,0.010,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,0.000,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,1.160,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,0.001,,,
GainsLossesOnExtinguishmentOfDebt,75618.000,,,,,,,,
GeneralAndAdministrativeExpense,,894288.000,1291225.000,581819.000,141483.000,125792.000,142910.000,216736.000,266701.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,217519.000,-38176.000,-147920.000,-30446.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-894439.000,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-1146834.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-146698.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,267484.000,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,-150001.000,,,,8137.000,,,
IncreaseDecreaseInDeferredCompensation,,,,,,45000.000,,,
IncreaseDecreaseInDeferredRevenue,,3492754.000,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,-2199.000,,,,7208.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1243369.000,,,,,,,
IncreaseDecreaseInReceivables,,251096.000,,,,,,,
InterestAndDebtExpense,,,,5550.000,,7208.000,,,
InterestExpense,-103167.000,133.000,-1.000,2997.000,23598.000,7678.000,7849.000,,
InterestPaid,,201.000,,,,,,,
LitigationSettlementAmount,,250661.000,,,,,,,
LossContingencyDamagesSoughtValue,,,,,,695000.000,,,
MarketableSecuritiesRealizedGainLoss,,193487.000,233515.000,282148.000,-212248.000,,,,
MarketableSecuritiesUnrealizedGainLoss,,2456.000,-511511.000,-113714.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,15000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,15000.000,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,234600.000,,,,50000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,234600.000,,,,50000.000,,,
NetCashProvidedByUsedInOperatingActivities,,1890549.000,,,,-70863.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1890549.000,,,,-70863.000,,,
NetIncomeLoss,3074634.000,-20973.000,-1146834.000,-450890.000,350514.000,-217519.000,83176.000,147920.000,-14554.000
NonoperatingIncomeExpense,-51622.000,199559.000,-365934.000,121874.000,366712.000,-99340.000,-102579.000,232035.000,0.000
OperatingExpenses,1216921.000,1775280.000,6752626.000,692822.000,181089.000,159869.000,271364.000,256736.000,416701.000
OperatingIncomeLoss,-842817.000,-220532.000,-780900.000,-572764.000,-16198.000,-118179.000,140755.000,-84115.000,30446.000
OtherNonoperatingIncomeExpense,-19083.000,-4558.000,-58.000,-6386.000,,,,,
PaymentsToAcquireIntangibleAssets,,15400.000,,,,,,,
ProceedsFromCollectionOfLongtermLoansToRelatedParties,,,,,,50000.000,,,
ProceedsFromIssuanceOfCommonStock,,15000.000,,,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,250000.000,,,,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,,250000.000,,,,,,,
ResearchAndDevelopmentExpense,,,93750.000,46800.000,,,,,
SalesRevenueGoodsNet,374104.000,1554748.000,5971726.000,120058.000,164891.000,41690.000,412119.000,172621.000,447147.000
SellingGeneralAndAdministrativeExpense,794688.000,,,,,,,,
StockIssuedDuringPeriodSharesAcquisitions,,5000000.000,,,,5000000.000,,,
StockIssuedDuringPeriodValueAcquisitions,,87500.000,,,,87500.000,,,
UnrealizedGainLossOnDerivatives,,,,,,-7208.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,272515699.000,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,285323857.000,294016103.000,289329190.000,-579339960.000,286329190.000,286329190.000,286329190.000,-409658380.000
