,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
DeferredIncomeTaxLiabilities,,,,1396000000.000,,,,1230000000.000,,,,1130000000.000,,,,1022000000.000,
DeferredRevenueCurrent,67000000.000,79000000.000,103000000.000,73000000.000,86000000.000,73000000.000,87000000.000,85000000.000,90000000.000,76000000.000,90000000.000,83000000.000,81000000.000,70000000.000,79000000.000,69000000.000,74000000.000
DeferredTaxAssetsGross,,,,233000000.000,,,,322000000.000,,,,315000000.000,,,,266000000.000,
DeferredTaxAssetsInventory,,,,36000000.000,,,,33000000.000,,,,42000000.000,,,,36000000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,155000000.000,159000000.000,156000000.000,162000000.000,163000000.000,165000000.000,172000000.000,210000000.000,212000000.000,210000000.000,212000000.000,,,,,,
DeferredTaxAssetsNet,,,,232000000.000,,,,319000000.000,,,,303000000.000,,,,244000000.000,
DeferredTaxAssetsOther,,,,36000000.000,,,,27000000.000,,,,21000000.000,,,,24000000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,36000000.000,,,,43000000.000,,,,26000000.000,,,,30000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,25000000.000,,,,82000000.000,,,,96000000.000,,,,79000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,32000000.000,,,,33000000.000,,,,33000000.000,,,,38000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReturnsAndAllowances,,,,39000000.000,,,,41000000.000,,,,37000000.000,,,,36000000.000,
DeferredTaxAssetsValuationAllowance,,,,1000000.000,,,,3000000.000,,,,12000000.000,,,,22000000.000,
DeferredTaxLiabilities,,,,1164000000.000,,,,911000000.000,,,,827000000.000,,,,778000000.000,
DeferredTaxLiabilitiesNoncurrent,1367000000.000,1347000000.000,1324000000.000,1326000000.000,1273000000.000,1223000000.000,1162000000.000,1121000000.000,1069000000.000,1079000000.000,1033000000.000,827000000.000,802000000.000,781000000.000,750000000.000,778000000.000,776000000.000
DeferredTaxLiabilitiesUnrealizedCurrencyTransactionGains,,,,47000000.000,,,,8000000.000,,,,3000000.000,,,,13000000.000,
DerivativeAssets,,,,,,,,,,,,,,,1000000.000,,
DerivativeAssetsNoncurrent,,,,,,,,,,,,,,,,2000000.000,2000000.000
EmployeeRelatedLiabilitiesCurrent,93000000.000,95000000.000,101000000.000,98000000.000,87000000.000,96000000.000,97000000.000,110000000.000,96000000.000,103000000.000,115000000.000,116000000.000,109000000.000,83000000.000,99000000.000,92000000.000,178000000.000
FiniteLivedCustomerRelationshipsGross,2435000000.000,2438000000.000,2448000000.000,2450000000.000,2450000000.000,2451000000.000,2436000000.000,2428000000.000,2408000000.000,2415000000.000,2414000000.000,2409000000.000,2413000000.000,2408000000.000,2408000000.000,2397000000.000,2400000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,205000000.000,139000000.000,74000000.000,280000000.000,215000000.000,146000000.000,72000000.000,279000000.000,204000000.000,136000000.000,69000000.000,273000000.000,206000000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,120000000.000,121000000.000,121000000.000,9000000.000,9000000.000,9000000.000,9000000.000,8000000.000,9000000.000,9000000.000,9000000.000,3000000.000,3000000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,185000000.000,196000000.000,206000000.000,122000000.000,130000000.000,135000000.000,141000000.000,9000000.000,14000000.000,20000000.000,31000000.000,6000000.000,11000000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,237000000.000,244000000.000,246000000.000,223000000.000,229000000.000,235000000.000,238000000.000,154000000.000,160000000.000,168000000.000,175000000.000,43000000.000,51000000.000,,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,261000000.000,268000000.000,273000000.000,259000000.000,265000000.000,270000000.000,272000000.000,248000000.000,252000000.000,259000000.000,267000000.000,183000000.000,188000000.000,,,,
Goodwill,5179000000.000,5170000000.000,5205000000.000,5197000000.000,5207000000.000,5210000000.000,5144000000.000,5091000000.000,5033000000.000,5049000000.000,5051000000.000,5035000000.000,5062000000.000,5066000000.000,5069000000.000,4995000000.000,5018000000.000
IndefiniteLivedTrademarks,2429000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000,2428000000.000
IntangibleAssetsGrossExcludingGoodwill,,,,,,,,,5451000000.000,5475000000.000,5489000000.000,5471000000.000,5493000000.000,5510000000.000,5526000000.000,5479000000.000,5498000000.000
IntangibleAssetsNetExcludingGoodwill,3461000000.000,3421000000.000,3374000000.000,3336000000.000,3296000000.000,3243000000.000,3186000000.000,3143000000.000,3085000000.000,3037000000.000,2997000000.000,2936000000.000,2886000000.000,2846000000.000,2793000000.000,2738000000.000,2686000000.000
InterestPayableCurrent,67000000.000,49000000.000,55000000.000,58000000.000,71000000.000,78000000.000,69000000.000,79000000.000,66000000.000,67000000.000,47000000.000,58000000.000,37000000.000,58000000.000,41000000.000,58000000.000,37000000.000
InventoryNet,935000000.000,951000000.000,1123000000.000,931000000.000,1017000000.000,989000000.000,1083000000.000,882000000.000,965000000.000,964000000.000,1166000000.000,929000000.000,1007000000.000,1022000000.000,1123000000.000,950000000.000,1020000000.000
LettersOfCreditOutstandingAmount,,,,26000000.000,,,,18000000.000,,,,22000000.000,,,,18000000.000,
Liabilities,6308000000.000,6527000000.000,6607000000.000,6715000000.000,6759000000.000,6555000000.000,6778000000.000,7430000000.000,7088000000.000,7033000000.000,7209000000.000,7940000000.000,7797000000.000,7511000000.000,7433000000.000,7650000000.000,7385000000.000
LiabilitiesAndStockholdersEquity,12898000000.000,12710000000.000,12845000000.000,13056000000.000,12920000000.000,12667000000.000,12605000000.000,12476000000.000,12081000000.000,12025000000.000,12147000000.000,12058000000.000,11833000000.000,11618000000.000,11538000000.000,11545000000.000,11248000000.000
LiabilitiesCurrent,1187000000.000,1146000000.000,1561000000.000,1467000000.000,1334000000.000,1224000000.000,1305000000.000,1523000000.000,1299000000.000,1264000000.000,1445000000.000,1539000000.000,1270000000.000,1216000000.000,1276000000.000,1461000000.000,1387000000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,0.017,0.017,0.020,0.019,0.019,0.019,0.023,0.020,0.016,0.016,0.017,0.019,0.022,0.019,0.019,0.022,0.025
LineOfCreditFacilityMaximumBorrowingCapacity,2000000000.000,2000000000.000,2000000000.000,,,,,,,,,,,,,,
LineOfCreditFacilityRemainingBorrowingCapacity,1700000000.000,1000000000.000,1300000000.000,1100000000.000,1900000000.000,1900000000.000,2000000000.000,1500000000.000,1800000000.000,1400000000.000,1300000000.000,434800000.000,355800000.000,974800000.000,1024800000.000,744000000.000,941000000.000
LongTermDebtAndCapitalLeaseObligations,3585000000.000,3870000000.000,3552000000.000,3800000000.000,3998000000.000,3937000000.000,4135000000.000,4620000000.000,4554000000.000,4507000000.000,4534000000.000,5393000000.000,5472000000.000,5258000000.000,5254000000.000,5275000000.000,5088000000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,11000000.000,11000000.000,310000000.000,13000000.000,12000000.000,11000000.000,10000000.000,9000000.000,8000000.000,9000000.000,9000000.000,9000000.000,10000000.000,10000000.000,13000000.000,14000000.000,15000000.000
MinorityInterest,118000000.000,125000000.000,136000000.000,119000000.000,106000000.000,116000000.000,117000000.000,103000000.000,91000000.000,97000000.000,108000000.000,100000000.000,94000000.000,114000000.000,125000000.000,100000000.000,95000000.000
OperatingLeasesFutureMinimumPaymentsDue,154000000.000,162000000.000,170000000.000,158000000.000,163000000.000,160000000.000,169000000.000,165000000.000,171000000.000,171000000.000,168000000.000,163000000.000,158000000.000,147000000.000,146000000.000,132000000.000,127000000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,16000000.000,12000000.000,10000000.000,16000000.000,14000000.000,10000000.000,5000000.000,15000000.000,14000000.000,11000000.000,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,7000000.000,9000000.000,9000000.000,10000000.000,9000000.000,11000000.000,12000000.000,12000000.000,13000000.000,13000000.000,13000000.000,11000000.000,11000000.000,9000000.000,10000000.000,8000000.000,8000000.000
OperatingLeasesFutureMinimumPaymentsDueInFourYears,8000000.000,10000000.000,12000000.000,10000000.000,10000000.000,10000000.000,11000000.000,13000000.000,15000000.000,15000000.000,16000000.000,12000000.000,12000000.000,13000000.000,14000000.000,9000000.000,9000000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,12000000.000,14000000.000,15000000.000,12000000.000,12000000.000,13000000.000,13000000.000,14000000.000,17000000.000,17000000.000,18000000.000,16000000.000,17000000.000,16000000.000,17000000.000,12000000.000,12000000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,15000000.000,16000000.000,17000000.000,14000000.000,14000000.000,15000000.000,15000000.000,14000000.000,18000000.000,19000000.000,20000000.000,18000000.000,19000000.000,18000000.000,20000000.000,17000000.000,17000000.000
OperatingLeasesFutureMinimumPaymentsDueThereafter,96000000.000,101000000.000,107000000.000,96000000.000,104000000.000,101000000.000,113000000.000,97000000.000,94000000.000,96000000.000,96000000.000,86000000.000,84000000.000,82000000.000,80000000.000,67000000.000,65000000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,5000000.000,20000000.000,15000000.000,9000000.000,5000000.000,19000000.000,16000000.000
OtherAccruedLiabilitiesCurrent,71000000.000,66000000.000,71000000.000,95000000.000,83000000.000,77000000.000,77000000.000,82000000.000,77000000.000,75000000.000,72000000.000,74000000.000,76000000.000,64000000.000,50000000.000,60000000.000,54000000.000
OtherAssetsNoncurrent,83000000.000,75000000.000,77000000.000,71000000.000,72000000.000,69000000.000,60000000.000,58000000.000,63000000.000,61000000.000,58000000.000,67000000.000,59000000.000,83000000.000,87000000.000,62000000.000,65000000.000
OtherLiabilitiesNoncurrent,158000000.000,150000000.000,155000000.000,108000000.000,140000000.000,157000000.000,160000000.000,149000000.000,153000000.000,170000000.000,183000000.000,168000000.000,241000000.000,245000000.000,153000000.000,136000000.000,134000000.000
PrepaidExpenseCurrent,50000000.000,61000000.000,63000000.000,47000000.000,54000000.000,57000000.000,56000000.000,50000000.000,51000000.000,57000000.000,53000000.000,42000000.000,57000000.000,62000000.000,50000000.000,46000000.000,58000000.000
PropertyPlantAndEquipmentGross,,,,2025000000.000,,,,1910000000.000,,,,1943000000.000,,,,2035000000.000,
PropertyPlantAndEquipmentNet,1084000000.000,1061000000.000,1081000000.000,1106000000.000,1096000000.000,1076000000.000,1029000000.000,1026000000.000,972000000.000,982000000.000,997000000.000,1002000000.000,1065000000.000,1095000000.000,1087000000.000,1031000000.000,1015000000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,15000000.000,15000000.000,13000000.000,14000000.000,14000000.000,14000000.000,12000000.000,12000000.000,12000000.000,12000000.000,12000000.000,11000000.000,11000000.000,11000000.000,11000000.000,10000000.000,10000000.000
RetainedEarningsAccumulatedDeficit,-312000000.000,-725000000.000,-757000000.000,-620000000.000,-813000000.000,-882000000.000,-1074000000.000,-1805000000.000,-1757000000.000,-1796000000.000,-1884000000.000,-2669000000.000,-2782000000.000,-2731000000.000,-2740000000.000,-2832000000.000,-2891000000.000
ShortTermDebtPercentageBearingFixedInterestRate,,,0.005,,,,,,,,,,,,,,
StockholdersEquity,6472000000.000,6058000000.000,6102000000.000,6222000000.000,6055000000.000,5996000000.000,5710000000.000,4943000000.000,4902000000.000,4895000000.000,4830000000.000,4018000000.000,3942000000.000,3993000000.000,3980000000.000,3795000000.000,3768000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6590000000.000,6183000000.000,6238000000.000,6341000000.000,6161000000.000,6112000000.000,5827000000.000,5046000000.000,4993000000.000,4992000000.000,4938000000.000,4118000000.000,4036000000.000,4107000000.000,4105000000.000,3895000000.000,3863000000.000
TaxesPayableCurrent,40000000.000,39000000.000,47000000.000,79000000.000,44000000.000,53000000.000,52000000.000,83000000.000,45000000.000,49000000.000,49000000.000,79000000.000,41000000.000,41000000.000,41000000.000,62000000.000,43000000.000
UnamortizedLoanCommitmentAndOriginationFeesAndUnamortizedDiscountsOrPremiums,62000000.000,52000000.000,51000000.000,51000000.000,,,,,,,,,,,,,
UnrecognizedTaxBenefits,,,,89000000.000,,,,123000000.000,,,,91000000.000,,,,55000000.000,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,58000000.000,,,,59000000.000,,,,36000000.000,,,,33000000.000,
