,2011-12-31,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,6776.000,9406.000,-789.000,-8068.000
Depreciation,36852.000,36852.000,36852.000,36852.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,,0.580,0.520
DistributionMadeToMemberOrLimitedPartnerDistributionsDeclaredPerUnit,,0.600,,
DistributionsPerLimitedPartnershipUnitOutstanding,,2.060,2.190,2.290
GeneralAndAdministrativeExpense,78055.000,68363.000,71826.000,93378.000
IncreaseDecreaseInAccountsPayable,10602.000,-5073.000,-3476.000,4544.000
IncreaseDecreaseInAccountsPayableRelatedParties,787.000,797.000,1968.000,19.000
IncreaseDecreaseInDepositsOutstanding,-152.000,,75.000,105.000
IncreaseDecreaseInDueFromRelatedPartiesCurrent,1150.000,67.000,2850.000,1219.000
InvestmentIncomeInterest,92.000,106.000,117.000,132.000
NetCashProvidedByUsedInFinancingActivities,,,,-382601.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,-382601.000
NetCashProvidedByUsedInOperatingActivities,348323.000,353056.000,364193.000,374533.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,348323.000,353056.000,364193.000,374533.000
NetIncomeLoss,301080.000,320547.000,331774.000,334442.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,1.800,,,
OperatingExpenses,114907.000,105215.000,108678.000,130230.000
OperatingIncomeLoss,300363.000,319501.000,331182.000,333165.000
OperatingLeasesIncomeStatementLeaseRevenue,415270.000,424716.000,439860.000,463395.000
OperatingLeasesRentExpenseMinimumRentals,,3500.000,3500.000,3500.000
OtherNonoperatingIncome,625.000,940.000,475.000,1145.000
PartnersCapitalAccountDistributions,341547.000,343650.000,364982.000,382601.000
PaymentsOfDividends,341547.000,343650.000,364982.000,382601.000
RealEstateAccumulatedDepreciationOtherAdditions,,36852.000,36852.000,36852.000
RealEstateAccumulatedDepreciationOtherDeductions,,,,0.000
RealEstateOtherAdditions,,,,0.000
RealEstateOtherDeductions,,,,0.000
SalesRevenueGoodsGross,,2238685.000,2326201.000,2426746.000
WeightedAverageLimitedPartnershipUnitsOutstanding,165375.000,165375.000,165375.000,165375.000
