,2011-03-31
AccretionExpense,4000000.000
AmortizationOfIntangibleAssets,14000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,208600000.000
CostOfGoodsSold,135800000.000
CostOfRevenue,532900000.000
DeferredIncomeTaxExpenseBenefit,-4600000.000
DepreciationAndAmortization,89800000.000
EarningsPerShareBasic,0.140
EarningsPerShareDiluted,0.140
EffectOfExchangeRateOnCashAndCashEquivalents,12100000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,4800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7000000.000
IncomeTaxExpenseBenefit,-3300000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-16000000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,2200000.000
IncreaseDecreaseInInventories,8200000.000
IncreaseDecreaseInLeasingReceivables,-6800000.000
IncreaseDecreaseInOtherOperatingCapitalNet,4900000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,23600000.000
IncreaseDecreaseInReceivables,-17800000.000
InterestExpense,25100000.000
InvestmentIncomeInterest,1900000.000
NetCashProvidedByUsedInFinancingActivities,26800000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,26800000.000
NetCashProvidedByUsedInInvestingActivities,94600000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,94600000.000
NetCashProvidedByUsedInOperatingActivities,75100000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,75100000.000
NetIncomeLoss,10300000.000
NonoperatingIncomeExpense,-23600000.000
OperatingExpenses,331900000.000
OperatingIncomeLoss,30600000.000
OtherNonoperatingIncomeExpense,-400000.000
PaymentsForRepurchaseOfOtherEquity,600000.000
PaymentsOfDividends,14000000.000
PaymentsToAcquireInvestments,17700000.000
PaymentsToAcquirePropertyPlantAndEquipment,13700000.000
PensionContributions,21400000.000
ProceedsFromIssuanceOfCommonStock,39100000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,169900000.000
ProvisionForDoubtfulAccounts,1400000.000
ResearchAndDevelopmentExpense,61500000.000
Revenues,895400000.000
SalesRevenueGoodsNet,144000000.000
SalesRevenueNet,895400000.000
SellingGeneralAndAdministrativeExpense,243100000.000
ShareBasedCompensation,11800000.000
WeightedAverageNumberOfDilutedSharesOutstanding,72831.000
WeightedAverageNumberOfSharesOutstandingBasic,71183.000
