,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedLiabilitiesCurrentAndNoncurrent,79265.000,99485.000,81655.000,85852.000,62275.000,69175.000,71914.000,46121.000,65539.000
AdditionalPaidInCapital,5001000.000,3003415.000,3003416.000,3003416.000,3003416.000,3003416.000,3003416.000,3003416.000,3003416.000
Assets,5536268.000,1999393.000,2491837.000,2073049.000,2419323.000,2217153.000,2405974.000,2500554.000,2716204.000
Cash,17463.000,0.000,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,161688.000,-32437.000,48690.000,59443.000,-148334.000,104871.000
DueFromRelatedParties,37887.000,15291.000,,,,3100.000,,,
DueToRelatedPartiesCurrentAndNoncurrent,2741.000,5881.000,15790.000,1138.000,49242.000,1663.000,8120.000,2294.000,1598.000
InvestmentOwnedAtCost,74114.000,174341.000,478854.000,363761.000,322299.000,202889.000,51384.000,30593.000,16153.000
InvestmentOwnedAtFairValue,74114.000,174341.000,478854.000,363761.000,322299.000,202889.000,51384.000,30593.000,16153.000
Investments,,,,525449.000,289862.000,251579.000,110827.000,-117741.000,121024.000
Liabilities,109685.000,318553.000,97445.000,86990.000,159980.000,70838.000,91704.000,196749.000,85292.000
LiabilitiesAndStockholdersEquity,5536268.000,1999393.000,2491837.000,2073049.000,2419323.000,2217153.000,2405974.000,2500554.000,2716204.000
OtherPrepaidExpenseCurrent,,,,,,,60500.000,37808.000,18904.000
PrepaidExpenseCurrent,,,10216.000,9806.000,7176.000,1950.000,10419.000,6553.000,3277.000
RatioOfIndebtednessToNetCapital,,,,4.000,,,,,
RatioOfIndebtednessToNetCapital1,,,,,4.000,4.000,4.000,4.000,4.000
RestrictedCashAndCashEquivalents,5139178.000,1809761.000,1796855.000,1537794.000,2073822.000,1960524.000,2212558.000,2425600.000,2554844.000
RetainedEarningsAccumulatedDeficit,425583.000,-1322575.000,-609024.000,-1017357.000,-744073.000,-857101.000,-689146.000,-699611.000,-372504.000
SharesOutstanding,200040.000,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000,100040.000
StockholdersEquity,5426583.000,1680840.000,2394392.000,1986059.000,2259343.000,2146315.000,2314270.000,2303805.000,2630912.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5426583.000,1680840.000,2394392.000,1986059.000,2259343.000,2146315.000,2314270.000,2303805.000,2630912.000
