,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,1215262.000,,,,1558339.000,,,,1539244.000,,,,1092898.000,,,,1130842.000,,,,1122787.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,1017977.000,,,,794822.000,,,,649757.000,,,,812871.000
CapitalExpendituresIncurredButNotYetPaid,,,16213086.000,,,,6128853.000,,,,1380224.000,,,,770183.000,,,,1205855.000,,,,1600374.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,52593108.000,,,,-4812999.000,,,,-2556617.000,,,,-3133147.000,,,,-1320013.000,,,,-257408.000
ContributionOfProperty,,,2613937.000,,,,,,,,,,,,,,,,,,,,
CostOfTransmission,1581333.000,1588996.000,1623136.000,1189705.000,1481332.000,1507836.000,1625181.000,1833720.000,1625767.000,1540168.000,1568005.000,1485889.000,1582025.000,1502739.000,1563682.000,1489944.000,1554417.000,1679515.000,1376867.000,1338879.000,1653494.000,1221497.000,1649799.000
ElectricProductionExpense,3888533.000,4383225.000,4285834.000,4170903.000,4364786.000,3918408.000,4707220.000,5353464.000,5576130.000,6274510.000,5209197.000,5209049.000,5735365.000,4928565.000,4567682.000,4089615.000,3960888.000,4268072.000,3848269.000,4044758.000,4218378.000,3697763.000,3956971.000
GeneralAndAdministrativeExpense,6108477.000,5494955.000,5832640.000,5764020.000,5188262.000,6734324.000,5709405.000,5993334.000,5638613.000,5789797.000,5725853.000,6774905.000,5921952.000,6613538.000,6095346.000,6049377.000,5845187.000,5633389.000,5829967.000,6228353.000,5010460.000,5819268.000,6310066.000
IncreaseDecreaseInAccountsPayable,,,983052.000,,,,957401.000,,,,-1444212.000,,,,1256268.000,,,,638452.000,,,,-1062710.000
IncreaseDecreaseInAccountsReceivable,,,2733961.000,,,,1508142.000,,,,471420.000,,,,3415064.000,,,,-2707744.000,,,,-1731178.000
IncreaseDecreaseInCustomerAdvances,,,117378.000,,,,1100.000,,,,-20830.000,,,,11100.000,,,,1002119.000,,,,1044164.000
IncreaseDecreaseInCustomerDeposits,,,-1036265.000,,,,13560.000,,,,-353099.000,,,,-336438.000,,,,-197245.000,,,,-286559.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,,483204.000,,,,87355.000,,,,204392.000,,,,612384.000,,,,132117.000,,,,109030.000
IncreaseDecreaseInFuelInventories,,,,,,,-609759.000,,,,-5071247.000,,,,-6642649.000,,,,-1257591.000,,,,-1440735.000
IncreaseDecreaseInInterestPayableNet,,,-3840257.000,,,,-5792447.000,,,,-5574034.000,,,,-5296839.000,,,,-5059788.000,,,,-4767847.000
IncreaseDecreaseInInventories,,,2682529.000,,,,520201.000,,,,469858.000,,,,657211.000,,,,594700.000,,,,-622119.000
IncreaseDecreaseInOtherAccruedLiabilities,,,-5454497.000,,,,613452.000,,,,-4373048.000,,,,-6398009.000,,,,233535.000,,,,3029893.000
IncreaseDecreaseInOtherOperatingAssets,,,6641.000,,,,2173404.000,,,,198509.000,,,,73820.000,,,,116969.000,,,,132491.000
IncreaseDecreaseInOtherOperatingLiabilities,,,355649.000,,,,396871.000,,,,436047.000,,,,465887.000,,,,-201989.000,,,,-250588.000
IncreaseDecreaseInOtherRegulatoryAssets,,,1057592.000,,,,220960.000,,,,10442.000,,,,18911.000,,,,323070.000,,,,409749.000
IncreaseDecreaseInOverEnergyRecovery,,,,,,,,,,,,,,,-5265285.000,,,,535123.000,,,,3175802.000
