,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,98268000.000,106769000.000,101322000.000,92524000.000,92686000.000,91157000.000,107052000.000,99037000.000,85227000.000,92469000.000,92580000.000,88721000.000,98421000.000,101380000.000,95122000.000,94803000.000,103015000.000,107030000.000,105413000.000,97035000.000,95306000.000,104882000.000,109050000.000,112024000.000,122860000.000,127393000.000
AccountsPayableOtherCurrent,,,,,,,,,,,,20001000.000,,,,0.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,13593000.000,,,,21755000.000,,,,25682000.000,,,,26477000.000,,
AccruedLiabilitiesCurrent,75588000.000,96194000.000,103566000.000,92250000.000,60734000.000,74258000.000,99159000.000,96364000.000,72786000.000,227191000.000,127768000.000,154514000.000,129589000.000,174278000.000,175507000.000,161397000.000,139303000.000,123003000.000,131356000.000,131320000.000,130929000.000,136192000.000,146357000.000,156967000.000,158256000.000,168362000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,402579000.000,404864000.000,398836000.000,392599000.000,401238000.000,399013000.000,407262000.000,401367000.000,368124000.000,368568000.000,376066000.000,383979000.000,392026000.000,399380000.000,384947000.000,372790000.000,372617000.000,385080000.000,387682000.000,405951000.000,417486000.000,422470000.000,432954000.000,427698000.000,441202000.000,460970000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,201000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-130653000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,55398000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-17838000.000,4579000.000,-27840000.000,-75054000.000,-58904000.000,-81995000.000,-56939000.000,-66752000.000,-78420000.000,-59996000.000,-36392000.000,25944000.000,14099000.000,10474000.000,-27378000.000,-99453000.000,-135437000.000,-109826000.000,-129130000.000,-143252000.000,-121369000.000,-138875000.000,-135992000.000,-200828000.000,-180871000.000,-139181000.000
AdditionalPaidInCapitalCommonStock,288084000.000,305316000.000,313113000.000,316251000.000,322281000.000,325223000.000,329170000.000,332588000.000,348158000.000,350998000.000,362351000.000,390347000.000,401675000.000,406437000.000,402211000.000,405525000.000,413824000.000,421519000.000,424979000.000,427558000.000,430714000.000,433816000.000,438410000.000,443235000.000,445959000.000,449489000.000
