,2011-06-30,2011-09-30
AssetRetirementObligationAccretionExpense,7491.000,7650.000
CostsAndExpenses,38476.000,42758.000
DepreciationDepletionAndAmortization,5576.000,4637.000
GeneralAndAdministrativeExpense,25409.000,30471.000
InterestIncomeOperating,72.000,107.000
NetIncomeLoss,,78592.000
NetIncomeLossAllocatedToGeneralPartners,1744.000,832.000
NetIncomeLossAllocatedToLimitedPartners,151371.000,70269.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,15.470,7.180
ProfitLoss,168809.000,
Revenues,207285.000,121350.000
SalesRevenueNet,207285.000,121350.000
