,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,10963000.000,,,
RepaymentsOfLongTermLinesOfCredit,83000000.000,140500000.000,96700000.000,105900000.000,156100000.000
RevenueFromRelatedParties,110490000.000,104841000.000,74153000.000,42953000.000,8418000.000
RevenueOilAndGasServices,,,,,156506000.000
Revenues,156239000.000,158886000.000,150062000.000,152510000.000,164924000.000
SalesRevenueNet,156239000.000,158886000.000,150062000.000,152510000.000,164924000.000
SalesRevenueServicesGross,45749000.000,54045000.000,75909000.000,109557000.000,
ShareBasedCompensation,398000.000,337000.000,721000.000,1411000.000,3263000.000
UnrealizedGainLossOnDerivatives,,,,,344000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,14441000.000,15171000.000,,16137.000,16210000.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,14448000.000,15176000.000,16114.000,16146000.000,16229000.000
