,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfDebtDiscountPremium,300000.000,100000.000,100000.000,200000.000,100000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,1500000.000,,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-7100000.000,,,,-6100000.000,,,,700000.000,,,,-1800000.000,,,,1600000.000,,,,-300000.000,
ComprehensiveIncomeNetOfTax,,,18300000.000,21800000.000,21500000.000,23500000.000,33200000.000,27600000.000,22700000.000,27400000.000,30900000.000,35300000.000,32600000.000,11100000.000,35300000.000,41100000.000,48600000.000,42200000.000,28500000.000,35700000.000,33000000.000,71400000.000,34400000.000,31600000.000
CostOfRevenue,897300000.000,889700000.000,910000000.000,994600000.000,1002800000.000,969300000.000,1018700000.000,1122600000.000,1164700000.000,1151400000.000,1125600000.000,1255500000.000,1261000000.000,1258400000.000,1285400000.000,1418300000.000,1443700000.000,1380100000.000,1290000000.000,1359800000.000,1417400000.000,1401900000.000,1291600000.000,1364700000.000
CostOfServices,66300000.000,64100000.000,62400000.000,60700000.000,60300000.000,54100000.000,59900000.000,59600000.000,60000000.000,62900000.000,62100000.000,63900000.000,63100000.000,65300000.000,66400000.000,68800000.000,72400000.000,70500000.000,71200000.000,74300000.000,77400000.000,72300000.000,71600000.000,76300000.000
CostOfServicesDepreciationAndAmortization,,,2000000.000,,,,2500000.000,,,,3100000.000,,,,4300000.000,,,,5100000.000,,,,5900000.000,
DeferredIncomeTaxExpenseBenefit,,,1600000.000,,,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,,,5700000.000,,,,5900000.000,,,,6300000.000,,,,7300000.000,,,,7500000.000,,,,7900000.000,
DepreciationDepletionAndAmortization,5800000.000,5800000.000,5700000.000,5800000.000,5500000.000,5600000.000,5900000.000,5900000.000,6200000.000,6300000.000,6300000.000,6400000.000,6700000.000,7000000.000,7300000.000,7200000.000,7500000.000,7500000.000,7500000.000,7700000.000,7800000.000,7700000.000,7900000.000,8000000.000
