,2011-12-31,2012-12-31,2013-12-31
AssetManagementCosts,684696.000,444579.000,257054.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-60861750.000,-2131363.000,-3910376.000
CostsAndExpenses,,,2022099.000
FloorBrokerageExchangeAndClearanceFees,194767.000,119168.000,90555.000
GainLossOnInvestments,-706135.000,132879.000,-71909.000
GainLossOnSaleOfInvestments,-45096006.000,-68957475.000,-37035612.000
GeneralAndAdministrativeExpense,939228.000,910973.000,883527.000
IncreaseDecreaseInAccruedInterestReceivableNet,-4545.000,-585.000,316.000
IncreaseDecreaseInAccruedLiabilities,-11609.000,-13578.000,
IncreaseDecreaseInOtherAccountsPayable,-1684.000,0.000,
IncreaseDecreaseInOtherAccruedLiabilities,-23345.000,-19876.000,
IncreaseDecreaseInOtherOperatingLiabilities,13033.000,-3801.000,
IncreaseDecreaseInPayablesToBrokerDealers,-8178.000,109.000,3235.000
InvestmentIncomeInterest,532806.000,444803.000,167801.000
InvestmentIncomeInterestAndDividend,-173329.000,577682.000,95892.000
InvestmentIncomeInvestmentExpense,3436550.000,2341441.000,1314237.000
InvestmentIncomeNet,-3609879.000,-1763759.000,-1218345.000
MarketingExpense,1867317.000,1212487.000,
NetCashProvidedByUsedInFinancingActivities,-1699278.000,-16553042.000,-11808453.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1699278.000,-16553042.000,-11808453.000
NetCashProvidedByUsedInOperatingActivities,-59162472.000,14421679.000,7898077.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-59162472.000,14421679.000,7898077.000
NetIncomeLoss,-24627578.000,-5181538.000,-1541004.000
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-109.130
ProceedsFromIssuanceOrSaleOfEquity,8437623.000,787449.000,
ProceedsFromOtherEquity,131216.000,0.000,
ProfessionalFees,624703.000,399203.000,176631.000
TradingGainsLosses,-21017699.000,-3417779.000,-322659.000
TradingSecuritiesRealizedGainLoss,-19007648.000,-797837.000,-709982.000
TradingSecuritiesUnrealizedHoldingGainLoss,-1815284.000,-2500774.000,477878.000
UnrealizedGainLossOnCommodityContracts,-1815284.000,-2500774.000,477878.000
WeightedAverageLimitedPartnershipUnitsOutstanding,28376.271,21867.678,14120.545
