,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetRetirementObligationAccretionExpense,3572000.000,3739000.000,3980000.000,3870000.000,4695000.000,4839000.000
AssetRetirementObligationLiabilitiesIncurred,,,,2253000.000,8569000.000,
AssetRetirementObligationLiabilitiesSettled,,,,,,87000.000
AssetRetirementObligationPeriodIncreaseDecrease,,,,17953000.000,,
AssetRetirementObligationRevisionOfEstimate,,,,,,-2869000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,38100000.000,66900000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,59365000.000,-26413000.000,14326000.000,-50245000.000,56959000.000,-55437000.000
CostOfTransmission,,,,,,121456000.000
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,204000.000,206000.000,224000.000,231000.000,240000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,0.020,0.020,0.020,0.020,0.020
ElectricUtilityRevenue,891539000.000,842681000.000,842069000.000,951576000.000,1020028000.000,877871000.000
GainLossOnInvestments,-2348000.000,-2156000.000,2269000.000,,0.000,
GeneralAndAdministrativeExpense,36520000.000,35958000.000,42385000.000,40279000.000,37448000.000,41477000.000
IncomeTaxExpenseBenefit,-49000.000,93000.000,143000.000,-1000.000,3000.000,1000.000
IncreaseDecreaseInOperatingAssets,-11250000.000,2861000.000,3060000.000,2224000.000,2871000.000,-11151000.000
IncreaseDecreaseInOperatingLiabilities,-21247000.000,-32399000.000,-20555000.000,9204000.000,62694000.000,-36449000.000
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,-6951000.000,3319000.000,1564000.000,2096000.000,-5973000.000,1224000.000
IncreaseDecreaseInRegulatoryAssetsAndLiabilities,10807000.000,248000.000,9004000.000,2467000.000,-26968000.000,-17882000.000
InterestAndDebtExpense,53148000.000,48698000.000,47680000.000,45693000.000,45627000.000,29133000.000
InterestCostsCapitalized,,1000000.000,200000.000,900000.000,13800000.000,30300000.000
InterestIncomeDomesticDeposits,2646000.000,2710000.000,2774000.000,2841000.000,2910000.000,2984000.000
InterestIncomeOther,,,,,6393000.000,
InterestPaidNet,,45400000.000,44300000.000,43100000.000,42000000.000,26400000.000
InvestmentIncomeNet,4968000.000,4129000.000,5333000.000,7349000.000,5519000.000,5411000.000
NetCashProvidedByUsedInFinancingActivities,96323000.000,-28292000.000,2629000.000,57708000.000,215954000.000,123708000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,96323000.000,-28292000.000,2629000.000,57708000.000,215954000.000,123708000.000
NetCashProvidedByUsedInInvestingActivities,-77032000.000,-49431000.000,-8410000.000,-124802000.000,-378295000.000,-267597000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-77032000.000,-49431000.000,-8410000.000,-124802000.000,-378295000.000,-267597000.000
NetCashProvidedByUsedInOperatingActivities,40074000.000,51310000.000,20107000.000,16849000.000,219300000.000,88452000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,40074000.000,51310000.000,20107000.000,16849000.000,219300000.000,88452000.000
NetIncomeLoss,10807000.000,9939000.000,9573000.000,9100000.000,11879000.000,17637000.000
NetIncomeLossAttributableToNoncontrollingInterest,-73000.000,164000.000,234000.000,-4000.000,17000.000,21000.000
OperatingIncomeLoss,62590000.000,59145000.000,52590000.000,50525000.000,48953000.000,45192000.000
OtherDepreciationAndAmortization,4484000.000,4801000.000,5141000.000,5503000.000,5893000.000,
OtherNoncashExpense,10454000.000,14616000.000,18604000.000,17766000.000,18706000.000,18177000.000
OtherNonoperatingIncomeExpense,-1377000.000,-2224000.000,-2562000.000,-3086000.000,-3339000.000,-3811000.000
PaymentsForProceedsFromInvestments,3100000.000,4900000.000,7468000.000,6760000.000,4726000.000,4300000.000
PaymentsOfDebtIssuanceCosts,2342000.000,,744000.000,,1754000.000,
PaymentsToAcquireAvailableForSaleSecurities,,24290000.000,,,,
PaymentsToAcquireHeldToMaturitySecurities,159030000.000,103420000.000,112454000.000,3931000.000,130293000.000,480000.000
PaymentsToAcquirePropertyPlantAndEquipment,46090000.000,32407000.000,32093000.000,135857000.000,373516000.000,263777000.000
PensionContributions,,2900000.000,2900000.000,2900000.000,2500000.000,2700000.000
PensionExpense,,3000000.000,3000000.000,3300000.000,3400000.000,3600000.000
ProceedsFromIssuanceOfLongTermDebt,350000000.000,,100000000.000,,332000000.000,
ProceedsFromLinesOfCredit,,,,,,333850000.000
ProceedsFromSaleAndMaturityOfHeldToMaturitySecurities,117751000.000,91278000.000,143605000.000,21746000.000,130240000.000,960000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,24308000.000,,,,
ProceedsFromSaleOfTradingSecuritiesHeldforinvestment,11089000.000,,,,,
ProfitLoss,10734000.000,10103000.000,9807000.000,9096000.000,11896000.000,17658000.000
RepaymentsOfLinesOfCredit,59300000.000,,,301604000.000,190000000.000,181850000.000
RepaymentsOfLongTermDebt,244292000.000,28292000.000,88827000.000,28292000.000,28292000.000,28292000.000
UtilitiesOperatingExpense,828949000.000,783536000.000,789479000.000,901051000.000,971075000.000,832679000.000
UtilitiesOperatingExpenseDepreciationAndAmortization,41566000.000,42012000.000,42346000.000,42049000.000,45168000.000,45739000.000
