,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,21000000.000,,,,19000000.000,,19000000.000,,,,19000000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,1000000.000,1000000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,1000000.000,,,,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,117000000.000,,,,173000000.000,,,,112000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,554000000.000,,,,197000000.000,,493000000.000,,,,586000000.000,,,,315000000.000,,,,-89000000.000,,,,,
CashDivestedFromDeconsolidation,0.000,,,,,,,,,,,,,,,,,,,,,,,
CashDividendsPaidToParentCompanyByConsolidatedSubsidiaries,,,,,115000000.000,,,,,,,,,,122000000.000,,,,155000000.000,,,,148000000.000,
CommonStockDividendsPerShareDeclared,0.210,0.210,0.210,0.210,0.240,0.240,0.255,0.255,0.255,0.255,0.270,0.270,0.270,0.270,0.290,0.290,0.290,0.290,0.310,0.310,0.310,0.310,0.330,0.333
ComprehensiveIncomeNetOfTax,,,,,69000000.000,150000000.000,,,,,,,,,203000000.000,67000000.000,147000000.000,108000000.000,164000000.000,124000000.000,188000000.000,72000000.000,,93000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,1000000.000,1000000.000,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,145000000.000,79000000.000,144000000.000,119000000.000,205000000.000,85000000.000,94000000.000,68000000.000,,68000000.000,147000000.000,,,125000000.000,188000000.000,,200000000.000,94000000.000
CostOfNaturalGasPurchases,768000000.000,220000000.000,107000000.000,417000000.000,550000000.000,80000000.000,607000000.000,166000000.000,76000000.000,379000000.000,834000000.000,187000000.000,86000000.000,386000000.000,589000000.000,113000000.000,52000000.000,207000000.000,354000000.000,91000000.000,45000000.000,220000000.000,336000000.000,111000000.000
CostsAndExpenses,,,,,,,,,,,,,,,,,,,1465000000.000,1086000000.000,1201000000.000,1350000000.000,1441000000.000,1208000000.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,,,17000000.000,,,,,,,,,,,,,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,,,,605531.000,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,73000000.000,,,,42000000.000,,87000000.000,,,,102000000.000,,,,99000000.000,,,,68000000.000,,,,90000000.000,
DefinedBenefitPlanAssumptionsUsedCalculatingNetPeriodicBenefitCostExpectedLongTermReturnOnAssets,,,,,0.077,,0.077,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,162000000.000,,,,172000000.000,,181000000.000,,145000000.000,,199000000.000,151000000.000,153000000.000,182000000.000,222000000.000,169000000.000,173000000.000,186000000.000,238000000.000,176000000.000,183000000.000,214000000.000,262000000.000,197000000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,-1000000.000,-1000000.000,,1000000.000,-1000000.000,,,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,1000000.000,,,,4000000.000,,,,,,,,,,,,,,,,,,,
DividendsPreferredStock,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.540,0.400,0.550,0.170,0.260,0.560,0.550,0.300,0.480,0.380,0.770,0.310,0.340,0.340,0.730,0.250,0.530,0.390,0.590,0.450,0.670,0.280,0.710,0.330
EarningsPerShareDiluted,0.520,0.380,0.530,0.150,0.250,0.550,0.530,0.290,0.460,0.380,0.750,0.300,0.340,0.350,0.730,0.250,0.530,0.380,0.590,0.450,0.670,0.270,0.710,0.330
EffectiveIncomeTaxRateContinuingOperations,,,,,0.388,,,,,,0.340,,,,0.331,,,,0.311,,,,0.325,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,,,,,,0.350,,,,0.350,,,,0.350,,,,0.350,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,,,,,,,,,,,,,,,,,,0.022,,,,0.019,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,,,,,,,,,,-0.005,,,,-0.018,,,,-0.011,,,,-0.010,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,0.042,,,,,,0.049,,,,0.048,,,,0.041,,,,0.047,
EffectiveIncomeTaxRateReconciliationTaxCreditsInvestment,,,,,-0.005,,,,,,,,,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,,,,0.001,,,,,,,,,,,,,,,,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,,,,,,,,,,,,,2000000.000,,1000000.000,,1000000.000,,,,,,,
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,-1000000.000,,1000000.000,,,,,,,,,,,,,,,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,2000000.000,1000000.000,2000000.000,1000000.000,1000000.000,2000000.000,,,,,,,,,,,,,
FuelCosts,152000000.000,153000000.000,199000000.000,132000000.000,130000000.000,190000000.000,154000000.000,147000000.000,165000000.000,155000000.000,219000000.000,154000000.000,161000000.000,139000000.000,167000000.000,134000000.000,161000000.000,131000000.000,125000000.000,97000000.000,145000000.000,132000000.000,117000000.000,125000000.000
GainsLossesOnSalesOfAssets,,0.000,0.000,,,1000000.000,,,1000000.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,133000000.000,100000000.000,139000000.000,41000000.000,60000000.000,148000000.000,144000000.000,80000000.000,126000000.000,102000000.000,204000000.000,83000000.000,94000000.000,96000000.000,202000000.000,67000000.000,148000000.000,,,,,,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,1000000.000,1000000.000,,,1000000.000,,1000000.000,1000000.000,,,1000000.000,,,,1000000.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,210000000.000,111000000.000,221000000.000,64000000.000,98000000.000,247000000.000,239000000.000,135000000.000,218000000.000,164000000.000,309000000.000,127000000.000,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,141000000.000,,302000000.000,104000000.000,223000000.000,167000000.000,238000000.000,183000000.000,281000000.000,124000000.000,295000000.000,140000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,133000000.000,101000000.000,140000000.000,41000000.000,60000000.000,149000000.000,144000000.000,81000000.000,127000000.000,102000000.000,,84000000.000,94000000.000,,,68000000.000,148000000.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.530,0.400,0.550,0.170,0.230,0.560,0.550,0.300,0.480,0.380,0.770,0.310,0.340,0.340,0.730,0.250,0.530,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.510,0.380,0.530,0.150,0.220,0.550,0.530,0.290,0.460,0.380,0.750,0.300,0.340,0.350,0.730,0.250,0.530,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,2000000.000,0.000,0.000,0.000,7000000.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,2000000.000,0.000,0.000,0.000,7000000.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.010,0.000,0.000,0.000,0.030,,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.010,0.000,0.000,0.000,0.030,,,,,,,,,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,4000000.000,2000000.000,4000000.000,-1000000.000,5000000.000,5000000.000,5000000.000,3000000.000,3000000.000,2000000.000,4000000.000,3000000.000,4000000.000,4000000.000,4000000.000,1000000.000,4000000.000,5000000.000,4000000.000,3000000.000,5000000.000,1000000.000,4000000.000,3000000.000
IncomeTaxExaminationPenaltiesAndInterestExpense,,,,,,,,,,,0.000,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,77000000.000,10000000.000,81000000.000,23000000.000,38000000.000,98000000.000,95000000.000,54000000.000,91000000.000,62000000.000,105000000.000,43000000.000,47000000.000,55000000.000,100000000.000,36000000.000,75000000.000,60000000.000,74000000.000,58000000.000,95000000.000,46000000.000,96000000.000,47000000.000
IncreaseDecreaseInAccountsAndOtherReceivables,-9000000.000,,,,-99000000.000,,103000000.000,,,,313000000.000,,,,48000000.000,,,,-16000000.000,,,,-37000000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,,-36000000.000,,,,-48000000.000,,,,-40000000.000,
IncreaseDecreaseInAccountsPayableTrade,-9000000.000,,,,-89000000.000,,-44000000.000,,,,117000000.000,,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,-89000000.000,,,,-109000000.000,,-101000000.000,,,,-114000000.000,,,,,,,,,,,,,
IncreaseDecreaseInInventories,-462000000.000,,,,-312000000.000,,-447000000.000,,,,-345000000.000,,,,-378000000.000,,,,-274000000.000,,,,-201000000.000,
IncreaseDecreaseInNotesPayableCurrent,,,,,,,-110000000.000,,,,-170000000.000,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,-29000000.000,,,,-113000000.000,,-47000000.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,-48000000.000,,,,68000000.000,,,,101000000.000,,,,124000000.000,
IncreaseDecreaseInOtherOperatingLiabilities,12000000.000,,,,-19000000.000,,,,,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,11300000.000,11300000.000,,10400000.000,5100000.000,,6400000.000,6200000.000,,6300000.000,6000000.000,,,,,,,,,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,700000.000,,,,,,,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,,300000.000,600000.000,,800000.000,1000000.000,,1300000.000,1000000.000,,600000.000,600000.000,700000.000,-1000000.000,900000.000,800000.000,900000.000,-1700000.000,1200000.000,1100000.000,1000000.000,-2300000.000,1000000.000,800000.000
InsuranceRecoveries,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
InterestCostsCapitalizedAdjustment,,,,,,,,,,,,,1000000.000,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,2000000.000,1000000.000,1000000.000,1000000.000,1000000.000
InterestExpense,105000000.000,104000000.000,104000000.000,102000000.000,99000000.000,96000000.000,98000000.000,102000000.000,99000000.000,99000000.000,101000000.000,101000000.000,101000000.000,104000000.000,101000000.000,103000000.000,101000000.000,91000000.000,106000000.000,108000000.000,110000000.000,111000000.000,107000000.000,110000000.000
