,2011-01-29,2011-05-21,2011-08-13,2011-11-05,2012-01-28,2012-05-19,2012-08-11,2012-11-03,2013-02-02,2013-05-25,2013-08-17,2013-11-09,2014-02-01,2014-05-24,2014-08-16,2014-11-08,2015-01-31,2015-05-23,2015-08-15,2015-11-07,2016-01-30,2016-05-21,2016-08-13,2016-11-05,2017-01-28,2017-05-20
AccountsPayableTradeCurrent,4227000000.000,4226000000.000,4250000000.000,4653000000.000,4329000000.000,4518000000.000,4326000000.000,4825000000.000,4524000000.000,4855000000.000,4620000000.000,4941000000.000,4881000000.000,5257000000.000,5076000000.000,5400000000.000,5052000000.000,5431000000.000,5261000000.000,5866000000.000,5728000000.000,5846000000.000,5723000000.000,6310000000.000,5818000000.000,6078000000.000
AccruedSalariesCurrent,888000000.000,889000000.000,916000000.000,956000000.000,1056000000.000,895000000.000,900000000.000,906000000.000,977000000.000,957000000.000,1013000000.000,1047000000.000,1150000000.000,1101000000.000,1128000000.000,1195000000.000,1291000000.000,1146000000.000,1221000000.000,1287000000.000,1426000000.000,1202000000.000,1214000000.000,1153000000.000,1234000000.000,1135000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,12569000000.000,,,,13607000000.000,,,,14495000000.000,,,,15486000000.000,,,,16628000000.000,,,,18048000000.000,,,,19572000000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,7000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,-14000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,746000000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-550000000.000,-536000000.000,-527000000.000,-527000000.000,-844000000.000,-838000000.000,-825000000.000,-808000000.000,-753000000.000,-749000000.000,-724000000.000,-713000000.000,-464000000.000,-457000000.000,-449000000.000,-435000000.000,-812000000.000,-773000000.000,-759000000.000,-749000000.000,-680000000.000,-703000000.000,-782000000.000,-728000000.000,-715000000.000,-738000000.000
AdditionalPaidInCapitalCommonStock,3394000000.000,3414000000.000,3394000000.000,3418000000.000,3427000000.000,3454000000.000,3426000000.000,3434000000.000,3451000000.000,3483000000.000,3482000000.000,3513000000.000,3549000000.000,3595000000.000,3605000000.000,3652000000.000,3707000000.000,3826000000.000,2901000000.000,2948000000.000,2980000000.000,3024000000.000,3009000000.000,3039000000.000,3070000000.000,3104000000.000
Assets,23505000000.000,23111000000.000,23398000000.000,23960000000.000,23476000000.000,23791000000.000,23547000000.000,24658000000.000,24652000000.000,24227000000.000,24472000000.000,25480000000.000,29281000000.000,28913000000.000,29079000000.000,30222000000.000,30556000000.000,30468000000.000,30781000000.000,31907000000.000,33897000000.000,33801000000.000,34662000000.000,36507000000.000,36505000000.000,35799000000.000
AssetsCurrent,7621000000.000,7203000000.000,7429000000.000,7823000000.000,7325000000.000,7596000000.000,7251000000.000,8277000000.000,7959000000.000,7434000000.000,7518000000.000,8212000000.000,8830000000.000,8368000000.000,8295000000.000,8886000000.000,8911000000.000,8583000000.000,8526000000.000,9277000000.000,9892000000.000,9216000000.000,9244000000.000,10403000000.000,10340000000.000,9538000000.000
