,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AssetManagementCosts,10060.000,8113.000,4053.000,3824.000,3906.000,4027.000,4271.000,4494.000,4819.000
EarningsPerShareBasicAndDiluted,,,,-4.080,2.730,,1.680,-0.100,3.270
ExchangeFees,4502.000,3408.000,2805.000,2762.000,2792.000,4641.000,2676.000,2762.000,4392.000
FloorBrokerage,2228.000,3140.000,710.000,677.000,741.000,659.000,673.000,758.000,703.000
GainLossOnInvestments,158248.000,-1676667.000,577231.000,-302608.000,342644.000,-31513.000,263461.000,106025.000,428128.000
GeneralInsuranceExpense,3940.000,5738.000,4372.000,3935.000,4655.000,3189.000,4780.000,5130.000,5041.000
IncreaseDecreaseInAccountsReceivable,,,142834.000,,,,22423.000,,
IncreaseDecreaseInAccruedLiabilities,,,-30546.000,,,,2739.000,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,-3100.000,,
IncreaseDecreaseInDueToRelatedParties,,,8425.000,,,,6457.000,,
IncreaseDecreaseInOtherAccountsPayable,,,-47710.000,,,,11670.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,60500.000,,
IncreaseDecreaseInPrepaidExpense,,,9752.000,,,,8469.000,,
InterestIncomeOperating,527.000,,,,4.000,,,,
InvestmentIncomeNet,-26299.000,-71491.000,-82663.000,-105725.000,-69360.000,-81515.000,-95506.000,-116490.000,-101021.000
LegalFees,2396.000,1814.000,19235.000,8112.000,2500.000,3544.000,3071.000,19112.000,6872.000
NetIncomeLoss,131949.000,-1748158.000,494568.000,-408333.000,273284.000,-113028.000,167955.000,-10465.000,327107.000
NoninterestExpenseTransferAgentAndCustodianFees,,,1038.000,,,,1079.000,1101.000,1113.000
OperatingExpenses,74773.000,90687.000,82663.000,105725.000,69364.000,81515.000,95506.000,116490.000,101021.000
OtherCostAndExpenseOperating,962.000,5802.000,2752.000,7261.000,1580.000,-6535.000,1611.000,868.000,1198.000
PaymentsForProceedsFromInvestments,,,-113827.000,,,,-151505.000,,
ProfessionalFees,,,,,8750.000,,8420.000,8934.000,8824.000
RealizedInvestmentGainsLosses,162800.000,-1223533.000,386687.000,-258384.000,536769.000,-112640.000,252708.000,313802.000,174923.000
Revenues,527.000,450.000,,,4.000,,,,
RevenuesExcludingInterestAndDividends,,450.000,,,,,,,
SalesRevenueNet,-162273.000,1223533.000,,,-536765.000,,,,
StockIssuedDuringPeriodSharesNewIssues,,,0.000,0.000,,,,,
StockRedeemedOrCalledDuringPeriodShares,,,,,0.000,,,,
SuppliesAndPostageExpense,4794.000,5285.000,3731.000,13911.000,4998.000,5481.000,4478.000,5961.000,2781.000
TrusteeFees,,,,620.000,633.000,,625.000,625.000,625.000
UnrealizedGainLossOnInvestments,-4552.000,-453134.000,190544.000,-44224.000,-194125.000,81127.000,10753.000,-207777.000,253205.000
