,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-07-02,2016-10-01,2016-12-31
AccountsPayableCurrent,30888000.000,36908000.000,33829000.000,41358000.000,47840000.000,37565000.000,39600000.000,41655000.000,43271000.000,40225000.000,36519000.000,44600000.000,45758000.000,52460000.000,49775000.000,51616000.000,52100000.000,48255000.000,47580000.000,44792000.000,50681000.000,53149000.000
AccountsReceivableNetCurrent,87557000.000,94632000.000,94021000.000,93064000.000,93372000.000,98636000.000,92377000.000,90989000.000,95681000.000,93699000.000,93542000.000,100193000.000,99416000.000,101655000.000,96934000.000,100402000.000,103101000.000,102228000.000,99763000.000,102657000.000,103030000.000,108700000.000
AccrualForEnvironmentalLossContingencies,,,,1200000.000,1000000.000,1500000.000,1000000.000,1700000.000,1800000.000,1100000.000,900000.000,900000.000,1000000.000,1000000.000,1100000.000,4711000.000,4659000.000,4341000.000,3945000.000,3607000.000,3314000.000,3176000.000
AccruedIncomeTaxesNoncurrent,13196000.000,14238000.000,15184000.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,60953000.000,65704000.000,68714000.000,,66440000.000,65232000.000,70406000.000,,69441000.000,64786000.000,67030000.000,,64013000.000,70971000.000,69275000.000,,62869000.000,69865000.000,67205000.000,,65253000.000,65849000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,343354000.000,,,,354392000.000,,,,368672000.000,371733000.000,375522000.000,377138000.000,382297000.000,384645000.000,386249000.000,395339000.000,397209000.000,403632000.000,406340000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-900000.000,1100000.000,600000.000,800000.000,946000.000,918000.000,954000.000,991000.000,1053000.000,1132000.000,1211000.000,1290000.000,4414000.000,1482000.000,832000.000,-1573000.000,-3901000.000,-4067000.000,1053000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,27800000.000,,,,15650000.000,,,,19748000.000,,,,21272000.000,,,,28929000.000,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,30600000.000,,,,24093000.000,,,,22682000.000,,,,7914000.000,,,,3963000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,13086000.000,15954000.000,18251000.000,1895000.000,3466000.000,3034000.000,2707000.000,9389000.000,12328000.000,7942000.000,4765000.000,3987000.000,-940000.000,-4156000.000,-10843000.000,-8944000.000,-17877000.000,-21965000.000,-19941000.000,-28867000.000,-24310000.000,-20386000.000
AdditionalPaidInCapitalCommonStock,13603000.000,14725000.000,17556000.000,20447000.000,25163000.000,27921000.000,39129000.000,44872000.000,48964000.000,56691000.000,60299000.000,62864000.000,65465000.000,68329000.000,74251000.000,78342000.000,79476000.000,81302000.000,83838000.000,84804000.000,85687000.000,87524000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3061000.000,3101000.000,2959000.000,2666000.000,3105000.000,3473000.000,3374000.000,,3538000.000,4024000.000,3501000.000,3697000.000,4454000.000,4043000.000,3745000.000,3469000.000,3768000.000,3820000.000,4254000.000,3578000.000,3669000.000,4260000.000
Assets,839257000.000,860236000.000,867143000.000,873731000.000,880382000.000,902062000.000,897525000.000,897286000.000,908242000.000,904020000.000,922541000.000,923519000.000,922171000.000,908156000.000,899232000.000,928865000.000,927546000.000,923846000.000,918454000.000,921537000.000,919543000.000,924448000.000
AssetsCurrent,281410000.000,298223000.000,301487000.000,303133000.000,301812000.000,308413000.000,303126000.000,308395000.000,315837000.000,312553000.000,333618000.000,327095000.000,327667000.000,311357000.000,298678000.000,317220000.000,321951000.000,320132000.000,309256000.000,313353000.000,312578000.000,321761000.000
AssetsFairValueDisclosure,,,,19600000.000,20200000.000,23700000.000,28900000.000,38590000.000,35587000.000,34016000.000,49535000.000,37118000.000,38677000.000,13034000.000,13328000.000,16235000.000,18501000.000,26449000.000,22011000.000,24279000.000,27132000.000,29864000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,9386000.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,162873000.000,,,,165621000.000,,,,167300000.000,,,,170056000.000,,,,178177000.000,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,18600000.000,,18488000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,2800000.000,2300000.000,2250000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,,18600000.000,18600000.000,18488000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,,,,200000.000,253000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,10000000.000,10900000.000,10994000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,10000000.000,10900000.000,10994000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,,3500000.000,3300000.000,3291000.000,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,200000.000,100000.000,0.000,0.000,18000.000,0.000,0.000,0.000,1022000.000,678000.000,508000.000,337000.000,169000.000,59000.000,0.000,0.000,0.000,,
CashAndCashEquivalentsAtCarryingValue,7563000.000,13597000.000,17249000.000,19604000.000,20230000.000,23715000.000,28914000.000,38590000.000,35587000.000,34016000.000,49535000.000,37118000.000,38677000.000,13034000.000,13328000.000,16235000.000,18501000.000,26449000.000,22011000.000,24279000.000,27132000.000,29864000.000
CashAndCashEquivalentsFairValueDisclosure,,,,19600000.000,20200000.000,23700000.000,28900000.000,38590000.000,35587000.000,34016000.000,49535000.000,37118000.000,38677000.000,13034000.000,13328000.000,16235000.000,18501000.000,26449000.000,22011000.000,24279000.000,27132000.000,29864000.000
CashSurrenderValueOfLifeInsurance,,,,,,,,,,,,,14286000.000,14492000.000,14678000.000,14659000.000,14562000.000,14555000.000,14692000.000,14860000.000,15092000.000,15073000.000
