,2011-06-30
EarningsPerShareBasic,0.000
EarningsPerShareDiluted,0.000
ExtinguishmentOfDebtAmount,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1942685.000
InterestExpense,897924.000
NetIncomeLoss,-1942685.000
NonoperatingIncomeExpense,-1587007.000
OperatingIncomeLoss,-355678.000
OtherNonoperatingIncomeExpense,-13002.000
ResearchAndDevelopmentExpense,11040.000
SellingGeneralAndAdministrativeExpense,344638.000
UnrealizedGainLossOnDerivatives,-676081.000
WeightedAverageNumberOfDilutedSharesOutstanding,1750000000.000
WeightedAverageNumberOfSharesOutstandingBasic,1750000000.000
