,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
NetCashProvidedByUsedInContinuingOperations,-3000000.000,,,,3000000.000,,,,-5000000.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,-26000000.000,,,,-308000000.000,,,,-314000000.000,,,,-207000000.000,,,,-77000000.000,,,,-251000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-26000000.000,,,,-308000000.000,,,,-314000000.000,,,,-207000000.000,,,,-77000000.000,,,,-251000000.000
NetCashProvidedByUsedInInvestingActivities,-1006000000.000,,,,-439000000.000,,,,-507000000.000,,,,-520000000.000,,,,-669000000.000,,,,-360000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1006000000.000,,,,-439000000.000,,,,-507000000.000,,,,-520000000.000,,,,-669000000.000,,,,-360000000.000
NetCashProvidedByUsedInOperatingActivities,1029000000.000,,,,750000000.000,,,,816000000.000,,,,727000000.000,,,,747000000.000,,,,624000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,1029000000.000,,,,750000000.000,,,,816000000.000,,,,727000000.000,,,,747000000.000,,,,624000000.000
NetIncomeLoss,,,,,,,,,253000000.000,256000000.000,,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,218000000.000,178000000.000,212000000.000,241000000.000,264000000.000,246000000.000,218000000.000,,,,245000000.000,,247000000.000,238000000.000,268000000.000,321000000.000,304000000.000,288000000.000,255000000.000,238000000.000,278000000.000
NonoperatingIncomeExpense,-112000000.000,-164000000.000,-114000000.000,-124000000.000,-123000000.000,-124000000.000,-136000000.000,-129000000.000,-129000000.000,-128000000.000,-127000000.000,-119000000.000,-131000000.000,-131000000.000,-133000000.000,-132000000.000,-133000000.000,-135000000.000,-162000000.000,-129000000.000,-128000000.000
NumberOfReportableSegments,,,,,,,,,,,,,,,,,,,,,1.000
OperatingExpenses,1794000000.000,1740000000.000,1724000000.000,1685000000.000,1606000000.000,1674000000.000,1695000000.000,1700000000.000,1669000000.000,1660000000.000,1670000000.000,1727000000.000,1672000000.000,1701000000.000,1715000000.000,1616000000.000,1628000000.000,1621000000.000,1650000000.000,1689000000.000,1582000000.000
OperatingIncomeLoss,466000000.000,455000000.000,459000000.000,525000000.000,553000000.000,525000000.000,493000000.000,507000000.000,542000000.000,546000000.000,528000000.000,496000000.000,545000000.000,521000000.000,572000000.000,622000000.000,625000000.000,602000000.000,576000000.000,519000000.000,580000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,,,-3000000.000,3000000.000,,,0.000
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,-3000000.000,3000000.000,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,,,,,,,0.000
OtherNonoperatingIncomeExpense,1000000.000,-2000000.000,,,1000000.000,,0.000,,0.000,0.000,1000000.000,0.000,,1000000.000,-1000000.000,,2000000.000,0.000,-26000000.000,2000000.000,1000000.000
PaymentsOfDividends,,,,,300000000.000,,,,300000000.000,,,,300000000.000,,,,300000000.000,,,,250000000.000
PaymentsToAcquireProductiveAssets,341000000.000,,,,262000000.000,,,,226000000.000,,,,260000000.000,,,,271000000.000,,,,318000000.000
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,,,,99000000.000,,,,227000000.000,,,,0.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,16000000.000,,,,,,,,,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,,,,,,,,,,,41000000.000
ProvisionForDoubtfulAccounts,20000000.000,,,,13000000.000,,,,11000000.000,,,,23000000.000,,,,23000000.000,,,,21000000.000
RepaymentsOfLongTermDebt,26000000.000,,,,24000000.000,,,,14000000.000,,,,6000000.000,,,,4000000.000,,,,1000000.000
RevenueFromRelatedParties,474000000.000,432000000.000,434000000.000,477000000.000,436000000.000,496000000.000,489000000.000,514000000.000,521000000.000,524000000.000,533000000.000,584000000.000,581000000.000,604000000.000,617000000.000,605000000.000,654000000.000,650000000.000,672000000.000,687000000.000,676000000.000
Revenues,2260000000.000,2195000000.000,2183000000.000,2210000000.000,2159000000.000,2199000000.000,2188000000.000,2207000000.000,2211000000.000,2206000000.000,2198000000.000,2223000000.000,2217000000.000,2222000000.000,2287000000.000,2238000000.000,2253000000.000,2223000000.000,2226000000.000,2208000000.000,2162000000.000
RevenuesFromExternalCustomers,1786000000.000,1763000000.000,1749000000.000,1733000000.000,1723000000.000,1703000000.000,1699000000.000,,,,,,,,,,,,,,
SalesRevenueNet,2260000000.000,2195000000.000,2183000000.000,2210000000.000,2159000000.000,2199000000.000,2188000000.000,2207000000.000,2211000000.000,2206000000.000,2198000000.000,2223000000.000,2217000000.000,2222000000.000,1670000000.000,2238000000.000,1599000000.000,1573000000.000,1554000000.000,1521000000.000,1486000000.000
SellingGeneralAndAdministrativeExpense,339000000.000,311000000.000,249000000.000,267000000.000,269000000.000,270000000.000,262000000.000,261000000.000,285000000.000,274000000.000,271000000.000,256000000.000,270000000.000,256000000.000,266000000.000,223000000.000,250000000.000,235000000.000,232000000.000,305000000.000,244000000.000
