,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,4154000.000,10154000.000,,
AllocatedShareBasedCompensationExpense,4200000.000,10200000.000,9300000.000,7900000.000
AmortizationOfIntangibleAssets,,6200000.000,8000000.000,3000000.000
BusinessAcquisitionsProFormaNetIncomeLoss,,61700000.000,161184000.000,
BusinessAcquisitionsProFormaRevenue,,374400000.000,538033000.000,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,9388000.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,867000.000,744000.000,262000.000
ComprehensiveIncomeNetOfTax,14179000.000,70681000.000,,
ConstructionInProgressExpendituresIncurredButNotYetPaid,14470000.000,,,
CostOfGoodsAndServicesSold,137285000.000,191654000.000,75285000.000,71920000.000
CostsAndExpenses,226998000.000,318143000.000,338282000.000,348752000.000
Depreciation,,40900000.000,75500000.000,81900000.000
DepreciationAndAmortization,29549000.000,47048000.000,83476000.000,84896000.000
DepreciationDepletionAndAmortization,31295000.000,49041000.000,87367000.000,91453000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,-1291000.000
EquityMethodInvestmentDividendsOrDistributions,,,,51780000.000
GainLossOnDispositionOfAssets1,,,-4795000.000,-1849000.000
GainsLossesOnExtinguishmentOfDebt,-17526000.000,0.000,-226000.000,
GasGatheringTransportationMarketingAndProcessingCosts,,,53597000.000,58341000.000
GasGatheringTransportationMarketingAndProcessingRevenue,98625000.000,126733000.000,119895000.000,119962000.000
GeneralAndAdministrativeExpense,21894000.000,33160000.000,50195000.000,53633000.000
GoodwillAcquiredDuringPeriod,,8573000.000,0.000,
IncomeLossAttributableToParent,,,160546000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,14179000.000,59329000.000,184814000.000,
IncomeLossFromEquityMethodInvestments,,717000.000,0.000,51780000.000
IncomeTaxExpenseBenefit,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,15907000.000,-21787000.000,9799000.000,9966000.000
IncreaseDecreaseInAccountsReceivable,-5436000.000,348000.000,15605000.000,-2024000.000
IncreaseDecreaseInDeferredRevenue,,6619000.000,20612000.000,33815000.000
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,,,-1556000.000
IncreaseDecreaseInGasImbalanceReceivable,-1124000.000,-1504000.000,757000.000,-1157000.000
IncreaseDecreaseInInventories,2695000.000,8367000.000,5169000.000,938000.000
IncreaseDecreaseInNotesReceivableRelatedPartiesCurrent,,270000000.000,0.000,0.000
IncreaseDecreaseInOtherDeferredLiability,,0.000,0.000,
InterestCostsCapitalized,752000.000,1200000.000,900000.000,600000.000
InterestIncomeExpenseNonoperatingNet,-2113000.000,-7292000.000,-15514000.000,-40688000.000
InterestIncomeRelatedParty,,1500000.000,400000.000,
InterestPaid,3450000.000,6801000.000,14021000.000,29754000.000
LeaseAndRentalExpense,,4700000.000,25800000.000,30100000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,0.020,0.017,0.000,0.011
LineOfCreditFacilityCommitmentFeePercentage,,0.004,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,0.000,,
NetCashProvidedByUsedInFinancingActivities,-114436000.000,1024152000.000,556718000.000,172482000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-114436000.000,1024152000.000,556718000.000,172482000.000
NetCashProvidedByUsedInInvestingActivities,30770000.000,-1102729000.000,-845270000.000,-581704000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,30770000.000,-1102729000.000,-845270000.000,-581704000.000
NetCashProvidedByUsedInOperatingActivities,83666000.000,79444000.000,289296000.000,409484000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,83666000.000,79444000.000,289296000.000,409484000.000
NetIncomeLoss,14179000.000,70681000.000,160546000.000,263529000.000
NetIncomeLossAllocatedToGeneralPartners,7188000.000,-7399000.000,,-102465000.000
NetIncomeLossAllocatedToLimitedPartners,6991000.000,61774000.000,114068000.000,161064000.000
NetIncomeLossAttributableToNoncontrollingInterest,,-11352000.000,24268000.000,4365000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,0.170,1.360,1.910,2.230
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,0.170,1.390,1.950,2.260
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,1027127000.000,,,
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,566849000.000,,,
NonoperatingIncomeExpense,-26531000.000,5916000.000,-13101000.000,11524000.000
OperatingCostsAndExpenses,31945000.000,39577000.000,49138000.000,53386000.000
OperatingIncomeLoss,40710000.000,53413000.000,197915000.000,256370000.000
OperatingLeasesIncomeStatementLeaseRevenue,,,800000.000,3200000.000
OperatingLeasesRentExpenseNet,278000.000,,,
