,2013-12-31,2014-12-31,2015-12-31,2016-12-31
OperatingLeasesRentExpenseSubleaseRentals1,1000000.000,1000000.000,,
OtherComprehensiveIncomeLossNetOfTax,,0.000,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,0.000,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,0.000,,
OtherCostAndExpenseOperating,,,,1400000.000
OtherNonoperatingIncomeExpense,2136000.000,3103000.000,2639000.000,1723000.000
OtherOperatingActivitiesCashFlowStatement,-904000.000,-2295000.000,-1889000.000,-5072000.000
OtherSalesRevenueNet,14801000.000,35231000.000,33733000.000,32817000.000
PartnersCapitalAccountContributions,,27488000.000,,
PartnersCapitalAccountDistributions,18171000.000,68117000.000,,
PartnersCapitalAccountPublicSaleOfUnitsNetOfOfferingCosts,290483000.000,320385000.000,3000000.000,337700000.000
PartnersCapitalAccountSaleOfUnits,,263000.000,,
PartnersCapitalAccountUnitsSoldInPublicOffering,,8050000.000,65744.000,7696708.000
PaymentsForProceedsFromOtherInvestingActivities,,-17521000.000,4883000.000,-48000.000
PaymentsForRepurchaseOfCommonStock,,,,204634000.000
PaymentsOfCapitalDistribution,118538000.000,0.000,0.000,
PaymentsOfDividends,,68117000.000,161834000.000,292834000.000
PaymentsOfFinancingCosts,5162000.000,,,
PaymentsToAcquireAdditionalInterestInSubsidiaries,,7600000.000,,49118000.000
PaymentsToAcquireBusinessesGross,,150000000.000,0.000,0.000
PaymentsToAcquireEquityMethodInvestments,,,,50013000.000
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,1255000.000,,0.000,0.000
PaymentsToAcquireProductiveAssets,,,75000000.000,0.000
PaymentsToAcquirePropertyPlantAndEquipment,50642000.000,665650000.000,65387000.000,70719000.000
PaymentsToMinorityShareholders,,,700000000.000,425882000.000
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,,,,24120000.000
ProceedsFromIssuanceOfCommonLimitedPartnersUnits,290483000.000,,,
ProceedsFromIssuanceOfCommonStock,,320385000.000,554084000.000,337671000.000
ProceedsFromIssuanceOfPrivatePlacement,,,,90009000.000
ProceedsFromIssuanceOfSeniorLongTermDebt,,,,400000000.000
ProceedsFromMinorityShareholders,,5400000.000,,
ProceedsFromOtherDebt,,424000000.000,,
ProceedsFromPartnershipContribution,,27488000.000,0.000,17894000.000
ProceedsFromPaymentsForOtherFinancingActivities,,8271000.000,-4396000.000,-11742000.000
ProceedsFromRepaymentsOfOtherDebt,,,194000000.000,262000000.000
ProceedsFromRepaymentsOfOtherLongTermDebt,135000000.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,82667000.000,,,
ProfitLoss,,59329000.000,184814000.000,267894000.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,14866000.000,,,
RentalIncomeNonoperating,,,800000.000,800000.000
RepaymentsOfLongTermDebt,400000000.000,0.000,0.000,
RevenueOilAndGasServices,,28343000.000,300436000.000,374949000.000
Revenues,267708000.000,371556000.000,536197000.000,605122000.000
SalesRevenueFromEnergyCommoditiesAndServices,,,82133000.000,77394000.000
SalesRevenueNet,267708000.000,371556000.000,536197000.000,605122000.000
ShareBasedCompensation,1798000.000,5136000.000,5103000.000,5780000.000
TaxesExcludingIncomeAndExciseTaxes,6325000.000,6704000.000,21796000.000,24727000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,40450000.000,44346000.000,58597000.000,71150000.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,41458000.000,45394000.000,59575000.000,72107000.000
WeightedAverageNumerDilutedLimitedPartnershipUnitsOutstandingAdjustment,1008000.000,1048000.000,978000.000,957000.000
