,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,5886000.000,13629000.000,7240000.000,7734000.000,7660000.000,4533000.000,5202000.000,10401000.000,5785000.000,8166000.000,8560000.000,11017000.000,9363000.000,11360000.000,14210000.000,13699000.000,17042000.000,22747000.000,23104000.000,26499000.000,25253000.000,22852000.000
AccountsReceivableNetCurrent,64091000.000,60615000.000,68530000.000,67615000.000,68283000.000,61892000.000,66826000.000,77623000.000,81518000.000,93227000.000,109350000.000,105968000.000,99922000.000,119965000.000,125307000.000,130892000.000,134916000.000,135544000.000,131178000.000,134572000.000,131055000.000,133784000.000
AccruedIncomeTaxesCurrent,4833000.000,,1256000.000,1483000.000,1348000.000,,927000.000,,,2203000.000,,,,,,,,,,,237000.000,
AccruedInsuranceCurrent,13129000.000,10853000.000,10482000.000,10138000.000,10203000.000,10096000.000,9525000.000,10092000.000,10262000.000,11600000.000,11653000.000,11568000.000,10882000.000,11514000.000,11767000.000,14808000.000,16486000.000,17180000.000,19169000.000,20727000.000,22888000.000,21863000.000
AccruedLiabilitiesCurrent,10279000.000,9468000.000,11951000.000,4896000.000,11607000.000,9576000.000,10229000.000,7461000.000,8414000.000,9158000.000,12741000.000,11306000.000,9043000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,78781000.000,76319000.000,119307000.000,112871000.000,112523000.000,104003000.000,110184000.000,115366000.000,119542000.000,132100000.000,138158000.000,151059000.000,151875000.000,147772000.000,137372000.000,147446000.000,142400000.000,147242000.000,163626000.000,142423000.000,152384000.000,161537000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-5348000.000,-5080000.000,-3074000.000,-4963000.000,-2743000.000,-3395000.000,-3448000.000,-5261000.000,-4647000.000,-6172000.000,-9040000.000,-5985000.000,-9872000.000,-15587000.000,-23338000.000,-22233000.000,-32140000.000,-37844000.000,-32367000.000,-33112000.000,-37900000.000,-41745000.000
AdditionalPaidInCapital,100094000.000,100250000.000,100497000.000,101154000.000,101747000.000,102312000.000,103219000.000,103749000.000,104890000.000,105029000.000,105583000.000,107579000.000,109148000.000,109977000.000,115166000.000,195682000.000,196436000.000,197194000.000,197885000.000,198576000.000,199257000.000,199896000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1095000.000,1057000.000,1024000.000,1007000.000,1012000.000,970000.000,924000.000,919000.000,869000.000,853000.000,882000.000,942000.000,968000.000,918000.000,966000.000,1002000.000,1385000.000,1446000.000,1526000.000,1588000.000,1655000.000,1716000.000
Assets,274577000.000,315577000.000,487041000.000,520711000.000,570699000.000,551163000.000,600951000.000,641162000.000,665341000.000,730120000.000,691647000.000,690815000.000,743044000.000,875556000.000,961609000.000,1175689000.000,1262221000.000,1169379000.000,1177906000.000,1103290000.000,1094756000.000,981722000.000
AssetsCurrent,93334000.000,114286000.000,107153000.000,126044000.000,124381000.000,109564000.000,103867000.000,117388000.000,134239000.000,152601000.000,154918000.000,167185000.000,163206000.000,205171000.000,228215000.000,318171000.000,398716000.000,340829000.000,338491000.000,255608000.000,238668000.000,194629000.000
AssetsHeldForSaleCurrent,,25653000.000,10555000.000,,29187000.000,19331000.000,12569000.000,9923000.000,7746000.000,6701000.000,4097000.000,,,,,,,,,,,
AssetsHeldForSalePropertyPlantAndEquipment,,,,7908000.000,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,3148000.000,3054000.000,26330000.000,41270000.000,102447000.000,175125000.000,81016000.000,78822000.000,44876000.000,28987000.000,
AvailableForSaleSecurities,,,,,,,,45000.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,527000.000,218000.000,170000.000,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,4100000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsReceivables,,,,,,1800000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,2700000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,,3100000.000,,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,800000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,5300000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,300000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,5400000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,,,,,,,,9600000.000,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,14900000.000,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,358000.000,363000.000,56993000.000,45135000.000,35834000.000,27469000.000,24878000.000,25669000.000,30631000.000,48300000.000,56259000.000,67439000.000,60310000.000,62715000.000,56936000.000,62992000.000,65390000.000,57762000.000,59156000.000,51397000.000,65983000.000,84351000.000
CapitalLeaseObligationsNoncurrent,1648000.000,1556000.000,137332000.000,185436000.000,199009000.000,181131000.000,187765000.000,190625000.000,179186000.000,154927000.000,140480000.000,119665000.000,141840000.000,197794000.000,261639000.000,366452000.000,385998000.000,344541000.000,323799000.000,247383000.000,220394000.000,181608000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,221506000.000,225691000.000,229251000.000,221820000.000,214306000.000,,196417000.000,212026000.000,274680000.000,336399000.000,455909000.000,480685000.000,431242000.000,409329000.000,319628000.000,305489000.000,282982000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,31111000.000,28445000.000,29275000.000,34130000.000,51613000.000,,70264000.000,,,,71901000.000,,,,58163000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,10362000.000,13641000.000,22885000.000,27691000.000,33825000.000,,39002000.000,43309000.000,37898000.000,50441000.000,34423000.000,46051000.000,24985000.000,19974000.000,9885000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,12357000.000,12030000.000,12870000.000,12860000.000,12857000.000,,22798000.000,27614000.000,34520000.000,118113000.000,60519000.000,187005000.000,44664000.000,37429000.000,16997000.000,,
CapitalLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,,,,,,,,,,,,,,,,,,,,,63440000.000,61110000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFive,,,,,,,,,,,,,,,,,,,,,9285000.000,9273000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearFour,,,,,,,,,,,,,,,,,,,,,19032000.000,12853000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,,,,,,,,,,,,,,,,,19867000.000,13164000.000
CapitalLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,,,,,,,,,,,,,,,121485000.000,96411000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,52830000.000,39950000.000,22605000.000,12877000.000,12874000.000,,12845000.000,17642000.000,80182000.000,55147000.000,180227000.000,92959000.000,119599000.000,92042000.000,39891000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,50326000.000,58751000.000,73603000.000,74343000.000,52600000.000,,22580000.000,18814000.000,38323000.000,63302000.000,73832000.000,74935000.000,104622000.000,124058000.000,128879000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,64520000.000,72874000.000,68013000.000,59919000.000,50537000.000,,28928000.000,16552000.000,15718000.000,20055000.000,35007000.000,54882000.000,70630000.000,68206000.000,65813000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,12906000.000,13048000.000,12957000.000,12003000.000,11079000.000,,9313000.000,9876000.000,14171000.000,17824000.000,26465000.000,29297000.000,28939000.000,26374000.000,20848000.000,19112000.000,17023000.000
CapitalLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,,,,,,,,,,,,,,,,,72380000.000,90171000.000
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,208600000.000,212643000.000,216294000.000,209817000.000,203227000.000,,187104000.000,202150000.000,260509000.000,318575000.000,429444000.000,451388000.000,402303000.000,382955000.000,298780000.000,286377000.000,265959000.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,,,62518000.000,68039000.000,,,,66742000.000,67620000.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,38700000.000,,,,34200000.000,,,,55800000.000,,,,54800000.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,516000.000,1418000.000,805000.000,33646000.000,3353000.000,8094000.000,4529000.000,1315000.000,3610000.000,15196000.000,4635000.000,15508000.000,10097000.000,10057000.000,17688000.000,24699000.000,24844000.000,7728000.000,5294000.000,9077000.000,6020000.000,6138000.000
CommonStockParOrStatedValuePerShare,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000,40000000.000,40000.000,40000.000,40000.000,40000000.000,40000.000,40000.000,40000.000,40000000.000,40000000.000,40000.000,40000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,23833836.000,23875833.000,23981000.000,23984396.000,23973.000,23805.000,23891.000,23887000.000,23882.000,23827.000,23959.000,24060000.000,24149000.000,24175000.000,24761000.000,28342000.000,28352000.000,28375000.000,28719000.000,28715000.000,28709000.000,28729000.000
CommonStockSharesOutstanding,23833836.000,23875833.000,23981000.000,23984396.000,23973.000,23805.000,23891.000,23887000.000,23882.000,23827.000,23959.000,24060000.000,24149000.000,24175000.000,24761000.000,28342000.000,28352000.000,28375000.000,28719000.000,28715000.000,28709000.000,28729000.000
CommonStockValue,786000.000,788000.000,791000.000,791000.000,791000.000,785000.000,788000.000,788000.000,788000.000,786000.000,791000.000,794000.000,797000.000,798000.000,817000.000,935000.000,936000.000,936000.000,948000.000,948000.000,947000.000,948000.000
ContractualObligation,,,,,,,,735000.000,,,,300000.000,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,41901000.000,,,,-64716000.000,,,,79544000.000,,,,111548000.000,,,,158842000.000,,
DeferredRevenueCurrent,,,,,,,,,,,,,,,,31872000.000,40696000.000,26828000.000,21135000.000,15918000.000,22514000.000,11526000.000
DeferredTaxAssetsGross,,,,7851000.000,,,,7237000.000,,,,10920000.000,,,,10385000.000,,,,49704000.000,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,-4342000.000,,,,7651000.000,,,,7083000.000,,,,,,
DeferredTaxAssetsNetCurrent,4106000.000,3868000.000,3809000.000,4160000.000,4501000.000,4403000.000,3948000.000,4342000.000,4236000.000,4085000.000,4096000.000,7651000.000,7243000.000,6973000.000,6452000.000,7083000.000,6553000.000,6401000.000,5109000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,,,,,39111000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,2700000.000,,,,2900000.000,,,,1500000.000,,,,,,,,,,
DeferredTaxAssetsOther,,,,1399000.000,,,,1508000.000,,,,4998000.000,,,,5195000.000,,,,228000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,2638000.000,,,,1988000.000,,,,1755000.000,,,,862000.000,,,,891000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,,,,,,,,,,4028000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsSelfInsurance,,,,3814000.000,,,,3741000.000,,,,4167000.000,,,,4328000.000,,,,5446000.000,,
DeferredTaxLiabilities,,,,34050000.000,,,,-57479000.000,,,,68624000.000,,,,101163000.000,,,,109138000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,,-5204000.000,,,,5742000.000,,,,4442000.000,,,,6357000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,,4885000.000,,,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesNoncurrent,30971000.000,35229000.000,35177000.000,38210000.000,41329000.000,45077000.000,46047000.000,61821000.000,59808000.000,62613000.000,71176000.000,76275000.000,78719000.000,81384000.000,81305000.000,108246000.000,111433000.000,120904000.000,135042000.000,109138000.000,106787000.000,104887000.000
DeferredTaxLiabilitiesOther,,,,1160000.000,,,,-999000.000,,,,1567000.000,,,,2920000.000,,,,3146000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,35856000.000,,,,-58513000.000,,,,72235000.000,,,,104186000.000,,,,149339000.000,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,
DerivativeAssets,,,,-59000.000,,,,,,,,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,10796000.000,11871000.000,13716000.000,13854000.000,11502000.000,11173000.000,10472000.000,11197000.000,10416000.000,12038000.000,10839000.000,13902000.000,11572000.000,10327000.000,14371000.000,16329000.000,15147000.000,14452000.000,16603000.000,17090000.000,17428000.000,14612000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,400000.000,400000.000,,200000.000,100000.000,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedShareBasedAwardsOtherThanOptions,,,,5000000.000,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,800000.000,,,,300000.000,,,,100000.000,,,,0.000,,,,,,
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,,,,394667000.000,,,,,,,,,,,,,,,,,,
EquityMethodInvestments,,,,,,,,,,,,,,,,,,,,,,100000000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,,,237000.000,278000.000,-318000.000,358000.000,1048000.000,-1089000.000,-1129000.000,-1170000.000,1210000.000,1348000.000,1514000.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,,,650000.000,650000.000,650000.000,650000.000,8096000.000,8096000.000,8096000.000,8096000.000,8096000.000,8096000.000,8096000.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,,,413000.000,372000.000,332000.000,292000.000,7048000.000,7007000.000,6967000.000,6926000.000,6886000.000,6748000.000,6582000.000
ForeignCurrencyContractAssetFairValueDisclosure,,,,8000.000,133000.000,106000.000,61000.000,-70000.000,,75000.000,46000.000,35000.000,,,,,,,,,,
Goodwill,16702000.000,16702000.000,16702000.000,16702000.000,16702000.000,16702000.000,17483000.000,17730000.000,20415000.000,23686000.000,23679000.000,22810000.000,22800000.000,39086000.000,62487000.000,55357000.000,57130000.000,58919000.000,61278000.000,62451000.000,62451000.000,62451000.000
GuaranteeObligationsCurrentCarryingValue,,,,25900000.000,,,,26300000.000,,,,,,,,,,,,,,
IncomeTaxReceivable,,,,,,598000.000,,9506000.000,,,,,,,,,,,,,,
IncomeTaxesReceivable,,2131000.000,,,,,,,3056000.000,,5780000.000,6395000.000,4704000.000,3539000.000,,17926000.000,10440000.000,15228000.000,16846000.000,473000.000,,201000.000
InventoryNet,7027000.000,6793000.000,2888000.000,1805000.000,2025000.000,1202000.000,959000.000,1245000.000,1015000.000,1434000.000,2300000.000,2720000.000,2426000.000,2066000.000,1643000.000,1857000.000,2174000.000,2471000.000,3448000.000,3175000.000,4266000.000,4201000.000
InventoryNoncurrent,3295000.000,3182000.000,2796000.000,2487000.000,2448000.000,1483000.000,1384000.000,1785000.000,1527000.000,2098000.000,1624000.000,2227000.000,1952000.000,2422000.000,1953000.000,2173000.000,2587000.000,2871000.000,3739000.000,3603000.000,4244000.000,4167000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,2998000.000,3153000.000,3179000.000,3491000.000,3785000.000,4006000.000,4266000.000,4604000.000,4346000.000,3972000.000,4184000.000,,,,,,2000000.000,2000000.000,2043000.000,2253000.000,2383000.000,
LettersOfCreditOutstandingAmount,,,,400000.000,,,,700000.000,800000.000,800000.000,,800000.000,1200000.000,1700000.000,1700000.000,1700000.000,2200000.000,2200000.000,3800000.000,3200000.000,5500000.000,5500000.000
Liabilities,,,300152000.000,,,,380835000.000,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,274577000.000,315577000.000,487041000.000,520711000.000,570699000.000,551163000.000,600951000.000,641162000.000,665341000.000,730120000.000,691647000.000,690815000.000,743044000.000,875556000.000,961609000.000,1175689000.000,1262221000.000,1169379000.000,1177906000.000,1103290000.000,1094756000.000,981722000.000
LiabilitiesCurrent,63336000.000,64683000.000,119533000.000,102284000.000,96334000.000,81479000.000,82251000.000,84890000.000,87496000.000,122739000.000,135157000.000,152375000.000,141965000.000,149158000.000,189291000.000,200496000.000,233646000.000,207310000.000,186654000.000,191495000.000,205221000.000,212501000.000
LineOfCredit,,,,,,,,,,,,73800000.000,104300000.000,166100000.000,154800000.000,,162000000.000,126900000.000,151900000.000,,157500000.000,113900000.000
LineOfCreditFacilityAmountOutstanding,,,,,,,,74300000.000,,,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,,200000000.000,,,,,,,,,,,,,,
LongTermDebt,,,,,28600000.000,29300000.000,,,,,,,119300000.000,168900000.000,156800000.000,,163400000.000,128100000.000,152600000.000,,158200000.000,114500000.000
LongTermDebtNoncurrent,4733000.000,34531000.000,8110000.000,,28590000.000,29345000.000,64772000.000,78137000.000,104591000.000,151908000.000,105930000.000,83497000.000,116249000.000,167953000.000,155891000.000,133199000.000,162635000.000,127496000.000,152414000.000,152032000.000,158152000.000,114507000.000
MinorityInterestOwnershipPercentageByParent,,,,0.750,,,,0.750,,,,0.750,,,,0.750,,,,0.750,,
NoncurrentAssets,,,,,,,,523774000.000,,,,523630000.000,,,,857518000.000,,,,847682000.000,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,45838000.000,44068000.000,48884000.000,47237000.000,45590000.000,,49669000.000,37346000.000,34660000.000,25715000.000,23898000.000,13850000.000,36124000.000,51684000.000,74906000.000,69566000.000,91435000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,6629000.000,6585000.000,6588000.000,4941000.000,10044000.000,,23489000.000,,,,13945000.000,,,,25788000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,2546000.000,2544000.000,2540000.000,2540000.000,10214000.000,,14325000.000,5785000.000,3976000.000,11368000.000,,1559000.000,333000.000,2755000.000,5168000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,2546000.000,2544000.000,2540000.000,2540000.000,2540000.000,,2534000.000,6851000.000,8026000.000,2539000.000,6261000.000,5855000.000,348000.000,3557000.000,7654000.000,,
OperatingLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,,,,,,,,,,,,,,,,,,,,,7790000.000,9306000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFive,,,,,,,,,,,,,,,,,,,,,5155000.000,7386000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearFour,,,,,,,,,,,,,,,,,,,,,7183000.000,11471000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearThree,,,,,,,,,,,,,,,,,,,,,8373000.000,14025000.000
OperatingLeasesFutureMinimumPaymentsDueInRollingYearTwo,,,,,,,,,,,,,,,,,,,,,16668000.000,19551000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,12668000.000,4144000.000,2555000.000,2555000.000,2546000.000,,3139000.000,2544000.000,2541000.000,4059000.000,1539000.000,1548000.000,6437000.000,6738000.000,8079000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,9389000.000,16837000.000,20301000.000,20301000.000,14830000.000,,6182000.000,5885000.000,4972000.000,7749000.000,2153000.000,4888000.000,12779000.000,15577000.000,19145000.000,,
