,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
CommonStockSharesAuthorized,,2000000000.000,30000000.000,30000000.000,30000000.000,20000000.000,3000000000.000,3000000000.000
CommonStockSharesIssued,,9992535.000,9992535.000,9992535.000,9992535.000,9992535.000,9992535.000,9992535.000
CommonStockSharesOutstanding,,9992535.000,9992535.000,9992535.000,9992535.000,9992535.000,9992535.000,9992535.000
CommonStockSharesSubscribedButUnissuedValue,,9993.000,,,,,,
CommonStockValue,493.000,,9993.000,9993.000,9993.000,9993.000,9993.000,9993.000
DeferredTaxAssetsGross,,,,2801041.000,,3020608.000,3020608.000,3020608.000
DeferredTaxAssetsOtherLossCarryforwards,,,,229720.000,229720.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,-320608.000,-3020608.000,-3020608.000
DepositContractsAssets,,,,21034.000,,,,
DepositsAssetsNoncurrent,,20934.000,21035.000,,21034.000,,,21034.000
DueToRelatedPartiesCurrent,91960.000,,,,,,,250000.000
FiniteLivedComputerSoftwareGross,,,,,1597.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,-462303.000,-164191.000,-192201.000
FiniteLivedIntangibleAssetsNet,,,,724083.000,548082.000,542753.000,,
FiniteLivedLicenseAgreementsGross,,,,,1027925.000,958925.000,400000.000,400000.000
ForeignCurrencyExchangeRateRemeasurement,,,,,52698.000,,,
FurnitureAndFixturesGross,,,,,14270.000,14270.000,14270.000,14270.000
Goodwill,,819285.000,764757.000,,,,,
IndefiniteLivedIntangibleAssetsExcludingGoodwill,,,,,,,,241961.000
IntangibleAssetsNetExcludingGoodwill,,,,,548082.000,542754.000,267632.000,
LeaseholdImprovementsGross,,,,,1100.000,1100.000,1100.000,1100.000
Liabilities,494799.000,1010324.000,988125.000,1046467.000,1352703.000,1285705.000,1346166.000,671569.000
LiabilitiesAndStockholdersEquity,0.000,3465294.000,3033814.000,2864668.000,2855535.000,2477045.000,2099521.000,2097704.000
LiabilitiesCurrent,288251.000,866585.000,914535.000,983842.000,1290032.000,1223628.000,1292514.000,617749.000
LiabilitiesNoncurrent,206548.000,143739.000,73590.000,62625.000,62671.000,62077.000,53652.000,
LoansPayableCurrent,,,,65063.000,64083.000,64238.000,64396.000,64554.000
LongTermDebtComponentsNotesPayable,,,,,,35753.000,,
LongTermDebtNoncurrent,,,,,,,32094.000,
LongTermLoansPayable,,,,42950.000,39371.000,35753.000,32094.000,28396.000
LongTermNotesPayable,,49991.000,46490.000,,39371.000,,,
MachineryAndEquipmentGross,,,,,1319879.000,1232843.000,1192896.000,1285022.000
MinorityInterest,,-61758.000,-52675.000,-21506.000,6449.000,-10436.000,-79307.000,-149172.000
NotesAndLoansPayable,,,,42950.000,,,,
NotesPayableCurrent,,131475.000,14899.000,,,-64238.000,,
NotesPayableRelatedPartiesCurrent,,,,,787618.000,969843.000,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,479284.000,
OperatingLossCarryforwards,,,,2571321.000,2761612.000,2790888.000,2790888.000,2790888.000
OperatingLossCarryforwardsValuationAllowance,,,,-2801041.000,-2991332.000,,,
OtherAssetsCurrent,,79546.000,82332.000,24614.000,47657.000,18762.000,31327.000,19128.000
OtherIntangibleAssetsNet,,,,724083.000,,,267632.000,241961.000
OtherLiabilitiesCurrent,,,,11897.000,287103.000,37710.000,52367.000,13539.000
OtherLiabilitiesNoncurrent,206548.000,,,,,,,25424.000
OtherLongTermDebtNoncurrent,,93748.000,27100.000,,,,,
OtherNotesPayableCurrent,,,,,,,-64396.000,-64554.000
OtherReceivables,,,,,,28.000,,
OtherShortTermBorrowings,,5895.000,9311.000,,,,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,,,,19675.000,23300.000,26324.000,21558.000,
PrepaidExpenseCurrent,,171153.000,197245.000,209484.000,93749.000,90560.000,87620.000,99992.000
PropertyPlantAndEquipmentGross,,,,1515653.000,,,,403989.000
PropertyPlantAndEquipmentNet,,1133244.000,958337.000,832992.000,664178.000,566816.000,453472.000,
PropertyPlantAndEquipmentOther,,,,,145121.000,,,
PropertyPlantAndEquipmentOtherNet,,,,,,,453472.000,403989.000
RetainedEarningsAccumulatedDeficit,-2194493.000,,,-2702247.000,-3033421.000,-3222527.000,-3560226.000,-3594937.000
SecurityDeposit,,,,,,21034.000,21034.000,
SharesOutstanding,,,,,9992535.000,,,
StockholdersEquity,-494799.000,,,,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-494799.000,2454970.000,2045689.000,1818201.000,1502832.000,1191340.000,753355.000,1426135.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,,,,9992535.000,,,
