,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsAndNotesReceivableNet,,,,,1267113.000,,,
AccountsAndOtherReceivablesNetCurrent,,,,757649.000,,,,
AccountsPayableCurrent,98544.000,661983.000,882525.000,892082.000,151228.000,97437.000,687867.000,283556.000
AccountsReceivableGrossCurrent,,,,,1143802.000,1150127.000,1178639.000,1256082.000
AccountsReceivableGrossNoncurrent,,,,,123311.000,,,
AccountsReceivableNet,,,,,,1150155.000,1178639.000,1256082.000
AccountsReceivableNetCurrent,,598961.000,548555.000,757649.000,1267113.000,1150155.000,1178639.000,1256082.000
AccruedLiabilities,,,,14800.000,,,,
AccruedLiabilitiesCurrent,77400.000,67232.000,7800.000,,,54400.000,8600.000,6100.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-682661.000,-816192.000,-827459.000,-899762.000,-1043894.000
AccumulatedDistributionsInExcessOfNetIncome,,-1987218.000,-2401064.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,4252.000,-266.000,42260.000,30110.000,-75391.000,-106806.000,670550.000
AdditionalPaidInCapitalCommonStock,1699201.000,4489701.000,4489701.000,4489701.000,4489701.000,4489701.000,4489701.000,4489701.000
Assets,,3465294.000,3033814.000,2864668.000,2855535.000,2477045.000,2099521.000,2097704.000
AssetsCurrent,,1491831.000,1289685.000,1286559.000,1622241.000,1346441.000,1357383.000,1430720.000
AssetsNoncurrent,,1973463.000,1744129.000,1578109.000,1233294.000,1130604.000,742138.000,666984.000
BankOverdrafts,20347.000,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,-527528.000,,,
CapitalizedComputerSoftwareGross,,,,,46088.000,,,
CapitalizedComputerSoftwareNet,,,,,,44534.000,30226.000,32565.000
CashAndCashEquivalentsAtCarryingValue,0.000,642171.000,461553.000,294812.000,213722.000,86964.000,59797.000,55518.000
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,-0.001
