,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30
CostMethodInvestmentsRealizedGainLoss,25316111.000,46790163.000,34734091.000,50014103.000,16096881.000,55264957.000
CustodyFees,,,,0.000,,
ForeignCurrencyTransactionGainLossRealized,657155.000,-811368.000,-422230.000,-29585.000,194866.000,-579768.000
GainLossOnInvestments,-349209138.000,267728951.000,149387230.000,213378421.000,-97381657.000,192957520.000
GeneralAndAdministrativeExpense,862162.000,859496.000,892771.000,912251.000,957392.000,977964.000
IncreaseDecreaseInOperatingAssets,-344202286.000,273068405.000,153673400.000,216029152.000,93617981.000,195476557.000
InterestPaid,3561467.000,3042285.000,2162725.000,,,
InvestmentAdvisoryFees,-1761762.000,-1750563.000,-1734289.000,,,
InvestmentIncomeDividend,10259206.000,10788701.000,10892418.000,10041881.000,11058260.000,9734955.000
InvestmentIncomeInterest,,,,1610890.000,2042658.000,2045039.000
InvestmentIncomeNet,13973188.000,13970401.000,13247280.000,11852875.000,13243695.000,12020083.000
NetInvestmentIncome,5006852.000,5339454.000,4286170.000,2650731.000,3763683.000,2519037.000
OperatingCostsAndExpenses,8966336.000,8780376.000,9075026.000,9316720.000,9637705.000,9636173.000
OtherGeneralExpense,39841.000,39101.000,20255.000,40089.000,41627.000,14895.000
PaymentsForRepurchaseOfEquity,,-229210342.000,,227290640.000,,
ProceedsFromIssuanceOrSaleOfEquity,,-249463666.000,,229094952.000,,
ProceedsFromPaymentsForTradingSecurities,,70418645.000,,,,
ProfessionalFees,299913.000,261104.000,347750.000,357534.000,370643.000,365481.000
RealizedGainLossOnMarketableSecuritiesAndCostMethodInvestmentsExcludingOtherThanTemporaryImpairmentsAndOtherInvestments,26118700.000,48391891.000,34336087.000,50690349.000,33195470.000,55220194.000
ReimbursementRevenue,,149429.000,113916.000,114576.000,157693.000,135127.000
SponsorFees,,,,1706126.000,1764222.000,1816298.000
StockIssuedDuringPeriodSharesNewIssues,,11658433.000,,9416651.000,,
StockRedeemedOrCalledDuringPeriodShares,,-9722300.000,,8927277.000,,
StockholdersEquityPeriodIncreaseDecrease,,293321729.000,,217833464.000,,
