,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDeferredCharges,241000.000,,,,197000.000,,,,215000.000
AssetRetirementObligationAccretionExpense,271000.000,269000.000,265000.000,270000.000,274000.000,200000.000,206000.000,212000.000,247000.000
AssetRetirementObligationLiabilitiesIncurred,27000.000,,,,167000.000,,,,45000.000
AssetRetirementObligationLiabilitiesSettled,58000.000,,,,54000.000,,,,43000.000
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-6435000.000,,,,-8220000.000,,,,4233000.000
ConversionOfStockAmountConverted1,-39223000.000,,,,,,,,
DepreciationDepletionAndAmortization,27891000.000,32235000.000,23288000.000,20884000.000,21721000.000,29202000.000,28731000.000,22833000.000,26379000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,56483000.000,,,,,,,,
Dividends,,,,,42897000.000,,,,
DividendsPreferredStock,2909000.000,,,,1804000.000,,,,1114000.000
ExplorationExpense,,,1817000.000,,8000.000,629000.000,6000.000,2000.000,562000.000
GainLossOnDerivativeInstrumentsNetPretax,19647000.000,-18627000.000,56430000.000,32838000.000,10626000.000,-30733000.000,7813000.000,-24170000.000,22725000.000
GainLossOnSaleOfPropertyPlantEquipment,7000.000,17000.000,-4000.000,4853000.000,4680000.000,92000.000,0.000,21000.000,924000.000
GeneralAndAdministrativeExpense,14818000.000,19718000.000,18994000.000,23645000.000,17401000.000,18134000.000,16677000.000,20927000.000,17212000.000
ImpairmentOfOilAndGasProperties,13467000.000,118362000.000,24854000.000,92886000.000,6096000.000,679000.000,0.000,0.000,0.000
IncomeLossAttributableToNoncontrollingInterest,9000.000,-140000.000,3000.000,-1132000.000,2000.000,-9000.000,-8000.000,27000.000,9000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-6620000.000,,,,-20814000.000,,,,-2739000.000
IncreaseDecreaseInAccountsReceivable,-23298000.000,,,,3039000.000,,,,6568000.000
IncreaseDecreaseInAssetRetirementObligations,-58000.000,,,,-54000.000,,,,-43000.000
IncreaseDecreaseInDeferredRevenue,-104000.000,,,,-203000.000,,,,-325000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,365000.000,,,,196000.000,,,,85000.000
InterestExpense,2945000.000,1715000.000,870000.000,888000.000,1048000.000,1443000.000,2282000.000,2774000.000,3507000.000
InterestPaid,2664000.000,,,,829000.000,,,,3156000.000
InvestmentIncomeInterest,1000.000,27000.000,18000.000,12000.000,153000.000,38000.000,460000.000,5000.000,6000.000
LeaseOperatingExpense,,,4924000.000,,4889000.000,4283000.000,5007000.000,4576000.000,4189000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,,,45429000.000
NaturalGasProductionRevenue,31640000.000,28968000.000,32191000.000,23219000.000,25112000.000,21607000.000,38986000.000,37131000.000,47701000.000
NetCashProvidedByUsedInFinancingActivities,-67588000.000,,,,956000.000,,,,4365000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-67588000.000,,,,956000.000,,,,4365000.000
NetCashProvidedByUsedInInvestingActivities,-13206000.000,,,,-35082000.000,,,,-64086000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-13206000.000,,,,-35082000.000,,,,-64086000.000
NetCashProvidedByUsedInOperatingActivities,74359000.000,,,,25906000.000,,,,63954000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,74359000.000,,,,25906000.000,,,,63954000.000
NetIncomeLossAllocatedToGeneralPartners,,,,,,,0.000,,0.000
NetIncomeLossAllocatedToLimitedPartners,14381000.000,,,,,,,,
