,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
NetIncomeLossAvailableToCommonStockholdersBasic,14381000.000,-107587000.000,50916000.000,-65727000.000,8943000.000,-22111000.000,36219000.000,-8614000.000,60460000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,15512000.000,,,,,,,,
NonoperatingIncomeExpense,-2894000.000,-1542000.000,-807000.000,-207000.000,-861000.000,-1332000.000,-1781000.000,-3307000.000,-3432000.000
OilAndCondensateRevenue,36163000.000,46293000.000,44128000.000,36954000.000,27248000.000,34553000.000,42780000.000,37801000.000,40474000.000
OperatingExpenses,70868000.000,186027000.000,82321000.000,149563000.000,52771000.000,60047000.000,59855000.000,60691000.000,59567000.000
OperatingIncomeLoss,20193000.000,-121224000.000,54699000.000,-49523000.000,11610000.000,-19478000.000,39316000.000,-3979000.000,65015000.000
OtherNonoperatingIncome,50000.000,146000.000,45000.000,669000.000,34000.000,73000.000,41000.000,,69000.000
PartnersCapitalAccountAcquisitions,,,,,,,,,12199000.000
PartnersCapitalAccountDistributions,56302000.000,,,,,,,,
PartnersCapitalAccountExchangesAndConversions,39223000.000,,,,6064000.000,,,,6624000.000
PartnersCapitalAccountTreasuryUnitsPurchases,523000.000,,,,4201000.000,,,,7845000.000
PartnersCapitalAccountUnitBasedCompensation,1243000.000,,,,5900000.000,,,,16518000.000
PaymentsForRepurchaseOfCommonStock,523000.000,,,,,,,,
PaymentsOfDividendsMinorityInterest,,,,,33000.000,,,,25000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,3962000.000,,,,,,,,
PaymentsOfStockIssuanceCosts,1620000.000,,,,,,,,
PaymentsToAcquireFurnitureAndFixtures,,,,,5000.000,,,,93000.000
PaymentsToAcquireOilAndGasProperty,,,,,10000000.000,,,,48371000.000
PaymentsToExploreAndDevelopOilAndGasProperties,13612000.000,,,,25110000.000,,,,17615000.000
PreferredStockDividendsIncomeStatementImpact,2909000.000,1810000.000,2973000.000,-170000.000,,,,,
ProceedsFromLinesOfCredit,,,,,61000000.000,,,,103000000.000
ProceedsFromRepaymentsOfLinesOfCredit,-5000000.000,,,,-11000000.000,,,,-31000000.000
ProceedsFromSaleOfOilAndGasPropertyAndEquipment,406000.000,,,,33000.000,,,,1993000.000
ProductionTaxExpense,8256000.000,9819000.000,8175000.000,9517000.000,7062000.000,7012000.000,9228000.000,12162000.000,11902000.000
ProfitLoss,17299000.000,-122766000.000,53892000.000,-49730000.000,10749000.000,-20810000.000,37535000.000,-7286000.000,61583000.000
RedeemablePreferredStockDividends,,,,,1804000.000,1310000.000,1324000.000,1325000.000,1114000.000
Revenues,91061000.000,64803000.000,137020000.000,100040000.000,64381000.000,40569000.000,99171000.000,56712000.000,124582000.000
SalesRevenueNet,91061000.000,64803000.000,137020000.000,100040000.000,64381000.000,40569000.000,99171000.000,56712000.000,124582000.000
ShareBasedCompensation,1243000.000,,,,5900000.000,,,,4661000.000
