,2011-09-30
AdvertisingExpense,1291847.000
ComprehensiveIncomeNetOfTax,-9956.000
CostOfGoodsSold,89894.000
CostOfRevenue,957928.000
CostOfServicesDepreciation,128450.000
Depreciation,119019.000
EarningsPerShareDiluted,-0.010
GrossProfit,3122698.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-12751.000
IncomeTaxExpenseBenefit,78478.000
InterestExpense,30862.000
InterestExpenseRelatedParty,0.000
InvestmentIncomeInterest,250.000
NetIncomeLoss,-72652.000
NetIncomeLossAttributableToNoncontrollingInterest,-18577.000
NonoperatingIncomeExpense,-42114.000
OperatingExpenses,3093335.000
OperatingIncomeLoss,29363.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,201.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,62696.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,62897.000
OtherExpenses,13044.000
OtherIncome,1542.000
ProfitLoss,-91229.000
Revenues,4080626.000
SalesRevenueGoodsNet,224312.000
SalesRevenueNet,4079084.000
SellingGeneralAndAdministrativeExpense,1642474.000
WeightedAverageNumberOfDilutedSharesOutstanding,18600012.000
