,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
NetIncomeLossAttributableToNoncontrollingInterest,19361000.000,26422000.000,36779000.000,39611000.000,40634000.000,42492000.000,45832000.000,36510000.000,28937000.000,44751000.000,74468000.000,-302565000.000,35943000.000,76914000.000,77778000.000,60573000.000,26721000.000,69409000.000
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,,,,,,,,31044000.000,,,,0.000,,,,-182000.000,
OperatingCostsAndExpenses,36739000.000,41669000.000,42757000.000,47492000.000,40532000.000,50875000.000,53657000.000,54241000.000,56149000.000,56827000.000,80633000.000,103165000.000,76213000.000,75173000.000,74755000.000,81869000.000,73760000.000,76148000.000
OperatingIncomeLoss,62771000.000,69206000.000,89502000.000,96450000.000,99187000.000,114376000.000,122597000.000,112177000.000,109083000.000,134029000.000,191865000.000,-400591000.000,152165000.000,175343000.000,196558000.000,180469000.000,137575000.000,206996000.000
OtherNonoperatingIncomeExpense,727000.000,493000.000,466000.000,249000.000,496000.000,235000.000,118000.000,89000.000,80000.000,80000.000,96000.000,-834000.000,141000.000,-36000.000,165000.000,275000.000,446000.000,272000.000
OtherOperatingActivitiesCashFlowStatement,560000.000,,,,680000.000,,,,2112000.000,,,,5496000.000,,,,1268000.000,
PartnersCapitalAccountAcquisitions,-465500000.000,,,,-356250000.000,,,,-174276000.000,,,,-712500000.000,,,,0.000,
PartnersCapitalAccountContributions,,,,,,,,,30096000.000,,,,,,,,,
PartnersCapitalAccountDistributions,7852000.000,,,,50621000.000,,,,68409000.000,,,,88389000.000,,,,101254000.000,
PartnersCapitalAccountPrivatePlacementOfUnits,,,,,,,,,,,,,440000000.000,,,,,
PartnersCapitalAccountReturnOfCapital,,,,,,,,,348000.000,,,,,,,,,
PartnersCapitalAccountSaleOfUnits,-250000.000,,,,,,,,,,,,,,,,,
PartnersCapitalOther,123000.000,,,,-33000.000,,,,-81000.000,,,,482000.000,,,,136000.000,
PaymentOfFinancingAndStockIssuanceCosts,2367000.000,,,,0.000,,,,,,,,,,,,,
PaymentsForCapitalImprovements,166463000.000,,,,189327000.000,,,,200940000.000,,,,136987000.000,,,,125944000.000,
PaymentsForProceedsFromOtherInvestingActivities,,,,,857000.000,,,,,,,,,,,,,
PaymentsOfDistributionsToAffiliates,29942000.000,,,,,,,,,,,,,,,,,
PaymentsOfDividends,7852000.000,,,,50621000.000,,,,68409000.000,,,,88389000.000,,,,101254000.000,
PaymentsOfDividendsMinorityInterest,,,,,40996000.000,,,,,,,,,,,,,
PaymentsToAcquireBusinessesAndInterestInAffiliates,4835000.000,,,,27605000.000,,,,4878000.000,,,,-474000.000,,,,0.000,
ProceedsFromEquityMethodInvestmentDividendsOrDistributionsReturnOfCapital,,,,,2044000.000,,,,2964000.000,,,,4784000.000,,,,3453000.000,
ProceedsFromIncomeTaxRefunds,,,,,340000.000,,,,,,,,,,,,,
ProceedsFromInsuranceSettlementInvestingActivities,,,,,,,,,,,,,,,,,24000000.000,
ProceedsFromIssuanceOfLongTermDebt,384946000.000,,,,917742000.000,,,,140000000.000,,,,356162000.000,,,,-11000.000,
ProceedsFromPartnershipContribution,,,,,23788000.000,,,,30096000.000,,,,,,,,,
ProfitLoss,51676000.000,61133000.000,81117000.000,88461000.000,90175000.000,97746000.000,105784000.000,93674000.000,85966000.000,112546000.000,162752000.000,-427810000.000,117759000.000,165777000.000,169175000.000,144269000.000,102661000.000,174353000.000
RepaymentsOfLongTermDebt,,,,,430000000.000,,,,31150000.000,,,,0.000,,,,,
Revenues,229747000.000,255126000.000,278001000.000,290621000.000,279457000.000,329944000.000,326465000.000,337897000.000,375094000.000,402412000.000,385101000.000,398765000.000,383141000.000,428664000.000,481645000.000,510820000.000,516193000.000,525450000.000
SalesRevenueNet,229747000.000,255126000.000,278001000.000,290621000.000,279457000.000,329944000.000,326465000.000,337897000.000,375094000.000,402412000.000,385101000.000,398765000.000,383141000.000,428664000.000,481645000.000,510820000.000,516193000.000,525450000.000
ShareBasedCompensation,858000.000,,,,1181000.000,,,,1097000.000,,,,1291000.000,,,,1269000.000,
TaxesExcludingIncomeAndExciseTaxes,5785000.000,6086000.000,6649000.000,4724000.000,7041000.000,7113000.000,6564000.000,4669000.000,8523000.000,8801000.000,8355000.000,4893000.000,10350000.000,12093000.000,10670000.000,7048000.000,12294000.000,11924000.000
TransferOfOtherRealEstate,6000.000,,,,43000.000,,,,,,,,,,,,,
