,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AcquisitionCosts,4260.000,,,
BusinessDevelopment,20000.000,,,
CapitalLeasesIncomeStatementDirectFinancingLeaseRevenue,,192438.000,139754.000,1112846.000
CashAndCashEquivalentsPeriodIncreaseDecrease,144740.000,3888874.000,747042.000,-2739833.000
CostsAndExpenses,1161226.000,7439492.000,10742060.000,23968127.000
DebtInstrumentIncreaseDecreaseOtherNet,600000.000,,,
DebtInstrumentInterestRateIncreaseDecrease,0.089,,,
DebtInstrumentPeriodicPaymentPrincipal,261243.000,,,
Depreciation,61899.000,,972000.000,2882000.000
DepreciationDepletionAndAmortization,77951.000,3193750.000,1641625.000,418968.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,1000.000,817706.000,2500217.000,5235647.000
FederalIncomeTaxExpenseBenefitContinuingOperations,0.000,,,
FeesAndCommissions,,,1327142.000,872167.000
ForeignCurrencyTransactionGainLossBeforeTax,,-58088.000,-61749.000,1525510.000
ForeignCurrencyTransactionGainLossRealized,,4317.000,-54101.000,1490312.000
GainLossOnDispositionOfAssets1,,160000.000,-254914.000,
GeneralAndAdministrativeExpense,10421.000,,,
GeneralPartnerDistributions,-537.000,,,
GeneralPartnersCapitalAccountDistributionAmount,,,-15000.000,
IncomeLossAttributableToNoncontrollingInterest,-5696.000,,,
IncomeLossAttributableToParent,-868157.000,-175218.000,-2999219.000,-3628680.000
IncomeLossFromEquityMethodInvestments,,12701.000,-350396.000,-932193.000
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,-39582.000,-3149051.000,-3807749.000
IncomeTaxExpenseBenefit,,,-469611.000,-2013620.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,203281.000,578515.000
IncomeTaxReconciliationNondeductibleExpenseDepreciationAndAmortization,,,-125388.000,-1082346.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,217405.000,-38691.000,1745499.000,-262851.000
IncreaseDecreaseInAccruedInterestReceivableNet,,1888347.000,1261266.000,3958808.000
IncreaseDecreaseInDeferredRevenue,,-82024.000,,534567.000
IncreaseDecreaseInDueToAffiliates,,-10797.000,,
IncreaseDecreaseInInterestAndDividendsReceivable,,-1516233.000,-963523.000,-2727688.000
IncreaseDecreaseInInterestPayableNet,,742449.000,-674826.000,2089603.000
IncreaseDecreaseInLeasingReceivables,,-611449.000,-491410.000,-3187683.000
IncreaseDecreaseInOtherNoncurrentAssets,-127000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,2373634.000,-695439.000,-1420879.000
IncreaseDecreaseInSecurityDeposits,,12324.000,82618.000,-20361.000
InterestExpense,25755.000,2268414.000,1676020.000,3208312.000
InterestIncomeOperating,,2409283.000,1496067.000,4448049.000
InterestIncomeOther,,,,192644.000
InterestPaid,,1159611.000,351678.000,827308.000
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,,1863935.000,2866380.000,1949907.000
InvestmentBankingRevenue,,,845343.000,574402.000
InvestmentIncomeInterest,170263.000,,,
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,,0.010,0.010
LimitedPartnersCapitalAccountDistributionAmount,-53706.000,,2500217.000,
ManagementFeeExpense,875000.000,1500000.000,1500000.000,1500000.000
MinorityInterestChangeInRedemptionValue,,,,-1856.000
MinorityInterestDecreaseFromRedemptions,,,-1076438.000,
NetCashProvidedByUsedInFinancingActivities,13317584.000,13992200.000,47716273.000,27537728.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,13317584.000,13992200.000,47716273.000,27537728.000
NetCashProvidedByUsedInInvestingActivities,-12560173.000,-11377001.000,-48209907.000,-33916839.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-12560173.000,-11377001.000,-48209907.000,-33916839.000
NetCashProvidedByUsedInOperatingActivities,-612671.000,1273675.000,1240676.000,3639278.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-612671.000,1273675.000,1240676.000,3639278.000
NetIncomeLoss,-862462.000,-175218.000,-2999219.000,-3628680.000
NetIncomeLossAllocatedToGeneralPartners,-8682.000,-1752.000,-29992.000,-36287.000
NetIncomeLossAllocatedToLimitedPartners,-859475.000,-173466.000,-2969227.000,-3592393.000
NetIncomeLossAttributableToNoncontrollingInterest,,135636.000,-149832.000,-179069.000
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,-218.120,-10.640,-77.560,-50.150
NoncontrollingInterestIncreaseFromBusinessCombination,550000.000,470000.000,,
NoncontrollingInterestIncreaseFromSaleOfParentEquityInterest,,,4929564.000,
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,,2268327.000,1374342.000,260258.000
OperatingLeasesIncomeStatementLeaseRevenue,,4619188.000,,
OtherExpenses,283.000,45648.000,385069.000,293900.000
OtherIncome,1000.000,6300.000,353099.000,304333.000
OtherNonoperatingAssetRelatedIncome,,13608.000,,
PartnersCapitalAccountContributions,7586650.000,18856356.000,28871979.000,19650079.000
PartnersCapitalAccountDistributions,,-1259314.000,-3015260.000,-5782871.000
PartnersCapitalAccountRedemptions,-1000.000,-97183.000,-132738.000,-99874.000
PaymentsForProceedsFromLimitedPartnership,,,-845343.000,-574402.000
PaymentsForProceedsFromLoansReceivable,-6800000.000,,,
PaymentsForPurchaseOfOtherAssets1,6276754.000,4336148.000,,-77912.000
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,1219091.000,138532.000,
PaymentsToAcquireLeaseReceivables,,2582377.000,3362682.000,3064991.000
PaymentsToAcquireLoansReceivable,322000.000,2686056.000,15354033.000,12237970.000
PaymentsToAcquireNotesReceivable,5890162.000,5836265.000,,27033009.000
PaymentsToAcquireProductiveAssets,17800000.000,,,
PaymentsToMinorityShareholders,,,1076438.000,1856.000
ProceedsFromCollectionOfNotesReceivable,,2851286.000,1128812.000,
ProceedsFromDivestitureOfInterestInSubsidiariesAndAffiliates,,,610936.000,80000.000
ProceedsFromIssuanceOfLongTermDebt,,9500000.000,34550746.000,18625179.000
ProceedsFromLoans,,3008056.000,5150000.000,3170884.000
ProceedsFromMinorityShareholders,,470000.000,4929564.000,
ProceedsFromPartnershipContribution,7046490.000,18133012.000,28178084.000,19146741.000
ProceedsFromRepaymentsOfDebt,,-4995324.000,-11304675.000,-3347916.000
ProceedsFromSaleOfOtherAssets1,,3080994.000,15234421.000,
ProfessionalFees,147556.000,270676.000,277640.000,220883.000
ProfitLoss,-5695.000,,,
RentalIncomeNonoperating,127501.000,4619188.000,1726134.000,329931.000
RepaymentsOfRelatedPartyDebt,-185598.000,,,
Revenues,298764.000,7399910.000,7654758.000,21685888.000
SalesRevenueNet,297764.000,7393610.000,6456316.000,20807153.000
WeightedAverageLimitedPartnershipUnitsOutstanding,3940.390,16301.740,38284.680,71635.730
