,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,655000.000
AffiliateCosts,,871751000.000,573264000.000,468935000.000
AmortizationOfFinancingCosts,109000.000,523000.000,1271000.000,1556000.000
AmortizationOfIntangibleAssets,,600000.000,1200000.000,1200000.000
CapitalExpendituresIncurredButNotYetPaid,-1026000.000,1363000.000,1810000.000,3326000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,84000000.000,-29706000.000,-9693000.000,-29953000.000
CostOfGoodsAndServicesSold,,2373168000.000,1734873000.000,1447178000.000
CostsAndExpenses,89942000.000,3427386000.000,2513154000.000,2152623000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,,67000.000
Depreciation,,16800000.000,25700000.000,38000000.000
DepreciationDepletionAndAmortization,13042000.000,17372000.000,26912000.000,39242000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,,,89082000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,18394000.000,66999000.000,84635000.000
DistributionMadeToLimitedPartnerDistributionsDeclaredPerUnit,,1.163,1.427,1.630
EffectiveIncomeTaxRateContinuingOperations,,-0.006,-0.001,-0.016
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,,0.000,0.000,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,0.000,-157000.000,278000.000,1054000.000
GeneralPartnersCapitalAccountDistributionAmount,,320000000.000,,
IncentiveDistributionDistributionPerYear,,,1085000.000,4447000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,63672000.000,44053000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-59396000.000,72252000.000,,
IncomeTaxExpenseBenefit,95000.000,459000.000,47000.000,706000.000
IncomeTaxesPaidNet,,1000.000,456000.000,415000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,7610000.000,122741000.000,-6112000.000,34483000.000
IncreaseDecreaseInAccountsReceivable,66000.000,54377000.000,267000.000,10213000.000
