,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,2448892.000,,,,2448892.000,,,,2602898.000,,,,3072089.000
AvailableForSaleSecuritiesGrossRealizedGainsLossesSaleProceeds,,,,,,,76341.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,23565.000,10638.000,-1812.000,2363.000,0.000,-1.000,2773.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,14803.000,,,,1688.000,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,-7264.000,,,,-34592.000,,,,-4311.000
ComprehensiveIncomeNetOfTax,-11719.000,-49460.000,-11212.000,-12281.000,-9865.000,-11692.000,-13063.000,-11579.000,-12535.000,-11457.000,-22140.000,-11880.000,-11491.000,-11959.000,-20043.000,-10687.000,-11078.000,,,,,,
DividendsShareBasedCompensationCash,,,,,,,626.000,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.030,-0.000,-0.060,-0.020,-0.030,-0.030,-0.040,-0.030,-0.030,-0.030,-0.050,-0.030,-0.030,-0.030,-0.050,-0.030,-0.030,-0.060,-0.100,-0.180,-0.620,-0.330,-0.220
GeneralAndAdministrativeExpense,13943.000,15039.000,23430.000,13166.000,14314.000,11481.000,21303.000,11582.000,12537.000,11460.000,22142.000,11881.000,11492.000,11959.000,20043.000,10687.000,11078.000,23187.000,35100.000,69927.000,247278.000,139620.000,147821.000
IncomeLossFromEquityMethodInvestments,,,,,,,,,,,,,,,,,,,,,,,64249.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-4126.000,,,,11000.000,,,,1500.000,,,,-400.000,,,,6028.000,,,,139460.000
IncreaseDecreaseInDividendsReceivable,,,,,,,,,,,,,,,,,,,,,,,41084.000
IncreaseDecreaseInOtherCurrentAssets,,,2181.000,,,,2286.000,,,,2330.000,,,,-3179.000,,,,589.000,,,,-8926.000
InterestAndDividendIncomeOperating,,,,,,,,,2.000,,2.000,1.000,1.000,0.000,0.000,0.000,0.000,,,,,,0.000
InterestAndDividendIncomeSecuritiesAvailableForSale,1798.000,2415.000,1040.000,756.000,732.000,732.000,446.000,3.000,,,,,,,,,,,,,,,
InterestExpense,,,,,,,,,,,,,,,,,,,4931.000,4931.000,4985.000,4985.000,4876.000
InterestIncomeOperating,,,,,,,,,,,,,,,,,,,,,,,0.000
